"site","process","variable","variable_long","period","unit","observation_count","Municipio","Población","Estación.tráfico"
"es1492a",38026,"o3","Ozone (air)","hour8","ug.m-3",119214,"Vitoria",251775,"TRES MARZO"
"es1492a",38027,"no2","Nitrogen dioxide (air)","day","ug.m-3",5287,"Vitoria",251775,"TRES MARZO"
"es1492a",38028,"no2","Nitrogen dioxide (air)","hour","ug.m-3",125646,"Vitoria",251775,"TRES MARZO"
"es1492a",38039,"no","Nitrogen monoxide (air)","day","ug.m-3",4648,"Vitoria",251775,"TRES MARZO"
"es1492a",38040,"no","Nitrogen monoxide (air)","hour","ug.m-3",110605,"Vitoria",251775,"TRES MARZO"
"es1492a",117512,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",33701,"Vitoria",251775,"TRES MARZO"
"es1492a",117513,"no2","Nitrogen dioxide (air)","hour","ug.m-3",51646,"Vitoria",251775,"TRES MARZO"
"es1492a",117517,"no","Nitrogen monoxide (air)","hour","ug.m-3",51645,"Vitoria",251775,"TRES MARZO"
"es1492a",117543,"pm2.5","Particulate matter < 2.5 µm (aerosol)","hour","ug.m-3",39978,"Vitoria",251775,"TRES MARZO"
"es1494a",38055,"o3","Ozone (air)","hour","ug.m-3",111961,"San Sebastián",187416,"ATEGORRIETA"
"es1494a",38056,"o3","Ozone (air)","hour8","ug.m-3",117541,"San Sebastián",187416,"ATEGORRIETA"
"es1494a",38057,"no2","Nitrogen dioxide (air)","day","ug.m-3",4859,"San Sebastián",187416,"ATEGORRIETA"
"es1494a",38058,"no2","Nitrogen dioxide (air)","hour","ug.m-3",114690,"San Sebastián",187416,"ATEGORRIETA"
"es1494a",38065,"no","Nitrogen monoxide (air)","day","ug.m-3",4317,"San Sebastián",187416,"ATEGORRIETA"
"es1494a",38066,"no","Nitrogen monoxide (air)","hour","ug.m-3",102092,"San Sebastián",187416,"ATEGORRIETA"
"es1494a",38067,"pm2.5","Particulate matter < 2.5 µm (aerosol)","day","ug.m-3",363,"San Sebastián",187416,"ATEGORRIETA"
"es1494a",38068,"pm2.5","Particulate matter < 2.5 µm (aerosol)","hour","ug.m-3",8306,"San Sebastián",187416,"ATEGORRIETA"
"es1494a",38054,"o3","Ozone (air)","dymax","ug.m-3",4916,"San Sebastián",187416,"ATEGORRIETA"
"es1494a",38051,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",4309,"San Sebastián",187416,"ATEGORRIETA"
"es1494a",38052,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",101618,"San Sebastián",187416,"ATEGORRIETA"
"es1494a",38053,"o3","Ozone (air)","day","ug.m-3",4918,"San Sebastián",187416,"ATEGORRIETA"
"es1494a",117550,"no","Nitrogen monoxide (air)","hour","ug.m-3",48702,"San Sebastián",187416,"ATEGORRIETA"
"es1494a",117545,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",40384,"San Sebastián",187416,"ATEGORRIETA"
"es1494a",117546,"o3","Ozone (air)","hour","ug.m-3",5578,"San Sebastián",187416,"ATEGORRIETA"
"es1494a",117547,"no2","Nitrogen dioxide (air)","hour","ug.m-3",48703,"San Sebastián",187416,"ATEGORRIETA"
"es1494a",117551,"pm2.5","Particulate matter < 2.5 µm (aerosol)","hour","ug.m-3",42131,"San Sebastián",187416,"ATEGORRIETA"
"es1502a",38177,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",4059,"Vitoria",251774,"Avenida de Gasteiz"
"es1502a",117577,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",40654,"Vitoria",251774,"Avenida de Gasteiz"
"es1502a",117578,"no2","Nitrogen dioxide (air)","hour","ug.m-3",42862,"Vitoria",251774,"Avenida de Gasteiz"
"es1502a",117582,"no","Nitrogen monoxide (air)","hour","ug.m-3",42903,"Vitoria",251774,"Avenida de Gasteiz"
"es1502a",38181,"o3","Ozone (air)","hour","ug.m-3",91311,"Vitoria",251774,"Avenida de Gasteiz"
"es1502a",38178,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",95877,"Vitoria",251774,"Avenida de Gasteiz"
"es1502a",38179,"o3","Ozone (air)","day","ug.m-3",3925,"Vitoria",251774,"Avenida de Gasteiz"
"es1502a",38180,"o3","Ozone (air)","dymax","ug.m-3",3924,"Vitoria",251774,"Avenida de Gasteiz"
"es1502a",38187,"no","Nitrogen monoxide (air)","day","ug.m-3",3956,"Vitoria",251774,"Avenida de Gasteiz"
"es1502a",38182,"o3","Ozone (air)","hour8","ug.m-3",93921,"Vitoria",251774,"Avenida de Gasteiz"
"es1502a",38183,"no2","Nitrogen dioxide (air)","day","ug.m-3",3956,"Vitoria",251774,"Avenida de Gasteiz"
"es1502a",38184,"no2","Nitrogen dioxide (air)","hour","ug.m-3",93823,"Vitoria",251774,"Avenida de Gasteiz"
"es1502a",38188,"no","Nitrogen monoxide (air)","hour","ug.m-3",93523,"Vitoria",251774,"Avenida de Gasteiz"
"es1521a",38277,"o3","Ozone (air)","dymax","ug.m-3",3887,"Madrid",3266131,"BARRIO DEL PILAR"
"es1521a",38274,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",2782,"Madrid",3266131,"BARRIO DEL PILAR"
"es1521a",38275,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",66014,"Madrid",3266131,"BARRIO DEL PILAR"
"es1521a",38276,"o3","Ozone (air)","day","ug.m-3",3890,"Madrid",3266131,"BARRIO DEL PILAR"
"es1521a",117627,"o3","Ozone (air)","hour","ug.m-3",60975,"Madrid",3266131,"BARRIO DEL PILAR"
"es1521a",117629,"no2","Nitrogen dioxide (air)","hour","ug.m-3",52136,"Madrid",3266131,"BARRIO DEL PILAR"
"es1521a",117635,"no","Nitrogen monoxide (air)","hour","ug.m-3",52136,"Madrid",3266131,"BARRIO DEL PILAR"
"es1521a",38279,"o3","Ozone (air)","hour8","ug.m-3",93162,"Madrid",3266131,"BARRIO DEL PILAR"
"es1521a",38280,"no2","Nitrogen dioxide (air)","day","ug.m-3",3890,"Madrid",3266131,"BARRIO DEL PILAR"
"es1521a",38281,"no2","Nitrogen dioxide (air)","hour","ug.m-3",92984,"Madrid",3266131,"BARRIO DEL PILAR"
"es1521a",38288,"no","Nitrogen monoxide (air)","day","ug.m-3",3890,"Madrid",3266131,"BARRIO DEL PILAR"
"es1521a",38289,"no","Nitrogen monoxide (air)","hour","ug.m-3",92983,"Madrid",3266131,"BARRIO DEL PILAR"
"es1521a",38278,"o3","Ozone (air)","hour","ug.m-3",91703,"Madrid",3266131,"BARRIO DEL PILAR"
"es1525a",38292,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",1459,"Madrid",3266132,"CUATRO CAMINOS-PABLO IGLESIAS"
"es1525a",38293,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",34874,"Madrid",3266132,"CUATRO CAMINOS-PABLO IGLESIAS"
"es1525a",38294,"o3","Ozone (air)","day","ug.m-3",2915,"Madrid",3266132,"CUATRO CAMINOS-PABLO IGLESIAS"
"es1525a",38296,"o3","Ozone (air)","hour","ug.m-3",68430,"Madrid",3266132,"CUATRO CAMINOS-PABLO IGLESIAS"
"es1525a",38297,"o3","Ozone (air)","hour8","ug.m-3",69768,"Madrid",3266132,"CUATRO CAMINOS-PABLO IGLESIAS"
"es1525a",38298,"no2","Nitrogen dioxide (air)","day","ug.m-3",1824,"Madrid",3266132,"CUATRO CAMINOS-PABLO IGLESIAS"
"es1525a",38295,"o3","Ozone (air)","dymax","ug.m-3",2913,"Madrid",3266132,"CUATRO CAMINOS-PABLO IGLESIAS"
"es1525a",38311,"no","Nitrogen monoxide (air)","hour","ug.m-3",34932,"Madrid",3266132,"CUATRO CAMINOS-PABLO IGLESIAS"
"es1525a",38314,"pm2.5","Particulate matter < 2.5 µm (aerosol)","day","ug.m-3",1647,"Madrid",3266132,"CUATRO CAMINOS-PABLO IGLESIAS"
"es1525a",38315,"pm2.5","Particulate matter < 2.5 µm (aerosol)","hour","ug.m-3",39086,"Madrid",3266132,"CUATRO CAMINOS-PABLO IGLESIAS"
"es1525a",117649,"pm2.5","Particulate matter < 2.5 µm (aerosol)","hour","ug.m-3",51779,"Madrid",3266132,"CUATRO CAMINOS-PABLO IGLESIAS"
"es1525a",38299,"no2","Nitrogen dioxide (air)","hour","ug.m-3",43685,"Madrid",3266132,"CUATRO CAMINOS-PABLO IGLESIAS"
"es1525a",38310,"no","Nitrogen monoxide (air)","day","ug.m-3",1459,"Madrid",3266132,"CUATRO CAMINOS-PABLO IGLESIAS"
"es1525a",117638,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",34843,"Madrid",3266132,"CUATRO CAMINOS-PABLO IGLESIAS"
"es1525a",117640,"no2","Nitrogen dioxide (air)","hour","ug.m-3",52446,"Madrid",3266132,"CUATRO CAMINOS-PABLO IGLESIAS"
"es1525a",117646,"no","Nitrogen monoxide (air)","hour","ug.m-3",52446,"Madrid",3266132,"CUATRO CAMINOS-PABLO IGLESIAS"
"es1560a",38703,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",112,"Granada",232462,"Norte"
"es1560a",38704,"o3","Ozone (air)","day","ug.m-3",3939,"Granada",232462,"Norte"
"es1560a",38705,"o3","Ozone (air)","dymax","ug.m-3",3943,"Granada",232462,"Norte"
"es1560a",38702,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",66334,"Granada",232462,"Norte"
"es1560a",38707,"o3","Ozone (air)","hour8","ug.m-3",93754,"Granada",232462,"Norte"
"es1560a",38708,"no2","Nitrogen dioxide (air)","day","ug.m-3",4153,"Granada",232462,"Norte"
"es1560a",38709,"no2","Nitrogen dioxide (air)","hour","ug.m-3",98268,"Granada",232462,"Norte"
"es1560a",38706,"o3","Ozone (air)","hour","ug.m-3",92866,"Granada",232462,"Norte"
"es1560a",38701,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",3485,"Granada",232462,"Norte"
"es1560a",117879,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",390,"Granada",232462,"Norte"
"es1560a",117880,"no2","Nitrogen dioxide (air)","hour","ug.m-3",51844,"Granada",232462,"Norte"
"es1560a",117887,"no","Nitrogen monoxide (air)","hour","ug.m-3",51849,"Granada",232462,"Norte"
"es1560a",117906,"pm2.5","Particulate matter < 2.5 µm (aerosol)","day","ug.m-3",1026,"Granada",232462,"Norte"
"es1560a",38727,"no","Nitrogen monoxide (air)","hour","ug.m-3",98284,"Granada",232462,"Norte"
"es1560a",38751,"pm2.5","Particulate matter < 2.5 µm (aerosol)","day","ug.m-3",404,"Granada",232462,"Norte"
"es1560a",38726,"no","Nitrogen monoxide (air)","day","ug.m-3",4153,"Granada",232462,"Norte"
"es1563a",38763,"o3","Ozone (air)","hour8","ug.m-3",4349,"Alcalá de Henares",195649,"Alcalá de Henares"
"es1563a",38761,"o3","Ozone (air)","dymax","ug.m-3",183,"Alcalá de Henares",195649,"Alcalá de Henares"
"es1563a",38762,"o3","Ozone (air)","hour","ug.m-3",4312,"Alcalá de Henares",195649,"Alcalá de Henares"
"es1563a",38754,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",4366,"Alcalá de Henares",195649,"Alcalá de Henares"
"es1563a",38755,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",103545,"Alcalá de Henares",195649,"Alcalá de Henares"
"es1563a",38756,"o3","Ozone (air)","day","ug.m-3",4372,"Alcalá de Henares",195649,"Alcalá de Henares"
"es1563a",38757,"o3","Ozone (air)","dymax","ug.m-3",4374,"Alcalá de Henares",195649,"Alcalá de Henares"
"es1563a",38758,"o3","Ozone (air)","hour","ug.m-3",103347,"Alcalá de Henares",195649,"Alcalá de Henares"
"es1563a",38759,"o3","Ozone (air)","hour8","ug.m-3",104711,"Alcalá de Henares",195649,"Alcalá de Henares"
"es1563a",38760,"o3","Ozone (air)","day","ug.m-3",183,"Alcalá de Henares",195649,"Alcalá de Henares"
"es1563a",117908,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",52200,"Alcalá de Henares",195649,"Alcalá de Henares"
"es1563a",117909,"o3","Ozone (air)","hour","ug.m-3",60470,"Alcalá de Henares",195649,"Alcalá de Henares"
"es1563a",117911,"no2","Nitrogen dioxide (air)","hour","ug.m-3",51647,"Alcalá de Henares",195649,"Alcalá de Henares"
"es1563a",117914,"no","Nitrogen monoxide (air)","hour","ug.m-3",51691,"Alcalá de Henares",195649,"Alcalá de Henares"
"es1563a",38774,"no","Nitrogen monoxide (air)","hour","ug.m-3",103741,"Alcalá de Henares",195649,"Alcalá de Henares"
"es1563a",38764,"no2","Nitrogen dioxide (air)","day","ug.m-3",4371,"Alcalá de Henares",195649,"Alcalá de Henares"
"es1563a",38765,"no2","Nitrogen dioxide (air)","hour","ug.m-3",103707,"Alcalá de Henares",195649,"Alcalá de Henares"
"es1563a",38773,"no","Nitrogen monoxide (air)","day","ug.m-3",4371,"Alcalá de Henares",195649,"Alcalá de Henares"
"es1564a",117916,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",52082,"Alcobendas",117040,"Alcobendas"
"es1564a",38779,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",4359,"Alcobendas",117040,"Alcobendas"
"es1564a",38780,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",103336,"Alcobendas",117040,"Alcobendas"
"es1564a",38781,"o3","Ozone (air)","day","ug.m-3",4367,"Alcobendas",117040,"Alcobendas"
"es1564a",38782,"o3","Ozone (air)","dymax","ug.m-3",4369,"Alcobendas",117040,"Alcobendas"
"es1564a",38783,"o3","Ozone (air)","hour","ug.m-3",103365,"Alcobendas",117040,"Alcobendas"
"es1564a",38784,"o3","Ozone (air)","hour8","ug.m-3",104479,"Alcobendas",117040,"Alcobendas"
"es1564a",38785,"no2","Nitrogen dioxide (air)","day","ug.m-3",4373,"Alcobendas",117040,"Alcobendas"
"es1564a",38786,"no2","Nitrogen dioxide (air)","hour","ug.m-3",103884,"Alcobendas",117040,"Alcobendas"
"es1564a",38806,"no","Nitrogen monoxide (air)","day","ug.m-3",4373,"Alcobendas",117040,"Alcobendas"
"es1564a",117918,"o3","Ozone (air)","hour","ug.m-3",60509,"Alcobendas",117040,"Alcobendas"
"es1564a",117920,"no2","Nitrogen dioxide (air)","hour","ug.m-3",51790,"Alcobendas",117040,"Alcobendas"
"es1564a",117927,"no","Nitrogen monoxide (air)","hour","ug.m-3",51803,"Alcobendas",117040,"Alcobendas"
"es1564a",38807,"no","Nitrogen monoxide (air)","hour","ug.m-3",103888,"Alcobendas",117040,"Alcobendas"
"es1567a",117940,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",52223,"Leganés",189861,"Leganés"
"es1567a",117941,"o3","Ozone (air)","hour","ug.m-3",60490,"Leganés",189861,"Leganés"
"es1567a",117945,"no","Nitrogen monoxide (air)","hour","ug.m-3",51817,"Leganés",189861,"Leganés"
"es1567a",38912,"no2","Nitrogen dioxide (air)","day","ug.m-3",4371,"Leganés",189861,"Leganés"
"es1567a",38913,"no2","Nitrogen dioxide (air)","hour","ug.m-3",103906,"Leganés",189861,"Leganés"
"es1567a",117942,"no2","Nitrogen dioxide (air)","hour","ug.m-3",51832,"Leganés",189861,"Leganés"
"es1567a",38922,"no","Nitrogen monoxide (air)","hour","ug.m-3",104100,"Leganés",189861,"Leganés"
"es1567a",38907,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",104307,"Leganés",189861,"Leganés"
"es1567a",38908,"o3","Ozone (air)","day","ug.m-3",4376,"Leganés",189861,"Leganés"
"es1567a",38921,"no","Nitrogen monoxide (air)","day","ug.m-3",4378,"Leganés",189861,"Leganés"
"es1567a",38906,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",4374,"Leganés",189861,"Leganés"
"es1567a",38911,"o3","Ozone (air)","hour8","ug.m-3",104836,"Leganés",189861,"Leganés"
"es1567a",38909,"o3","Ozone (air)","dymax","ug.m-3",4378,"Leganés",189861,"Leganés"
"es1567a",38910,"o3","Ozone (air)","hour","ug.m-3",103943,"Leganés",189861,"Leganés"
"es1573a",117996,"pm2.5","Particulate matter < 2.5 µm (aerosol)","hour","ug.m-3",14527,"Las Palmas de Gran Canaria",379925,"Mercado Central"
"es1573a",117995,"no","Nitrogen monoxide (air)","hour","ug.m-3",46060,"Las Palmas de Gran Canaria",379925,"Mercado Central"
"es1573a",39020,"pm2.5","Particulate matter < 2.5 µm (aerosol)","hour","ug.m-3",74354,"Las Palmas de Gran Canaria",379925,"Mercado Central"
"es1573a",117989,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",6633,"Las Palmas de Gran Canaria",379925,"Mercado Central"
"es1573a",117991,"o3","Ozone (air)","hour","ug.m-3",35531,"Las Palmas de Gran Canaria",379925,"Mercado Central"
"es1573a",117992,"no2","Nitrogen dioxide (air)","hour","ug.m-3",46193,"Las Palmas de Gran Canaria",379925,"Mercado Central"
"es1573a",39003,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",4108,"Las Palmas de Gran Canaria",379925,"Mercado Central"
"es1573a",39004,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",96496,"Las Palmas de Gran Canaria",379925,"Mercado Central"
"es1573a",39005,"o3","Ozone (air)","day","ug.m-3",4174,"Las Palmas de Gran Canaria",379925,"Mercado Central"
"es1573a",39006,"o3","Ozone (air)","dymax","ug.m-3",4179,"Las Palmas de Gran Canaria",379925,"Mercado Central"
"es1573a",39007,"o3","Ozone (air)","hour","ug.m-3",97869,"Las Palmas de Gran Canaria",379925,"Mercado Central"
"es1573a",39008,"o3","Ozone (air)","hour8","ug.m-3",99327,"Las Palmas de Gran Canaria",379925,"Mercado Central"
"es1573a",39009,"no2","Nitrogen dioxide (air)","day","ug.m-3",3971,"Las Palmas de Gran Canaria",379925,"Mercado Central"
"es1573a",39010,"no2","Nitrogen dioxide (air)","hour","ug.m-3",93259,"Las Palmas de Gran Canaria",379925,"Mercado Central"
"es1573a",39017,"no","Nitrogen monoxide (air)","day","ug.m-3",4175,"Las Palmas de Gran Canaria",379925,"Mercado Central"
"es1573a",39018,"no","Nitrogen monoxide (air)","hour","ug.m-3",98116,"Las Palmas de Gran Canaria",379925,"Mercado Central"
"es1573a",39019,"pm2.5","Particulate matter < 2.5 µm (aerosol)","day","ug.m-3",3150,"Las Palmas de Gran Canaria",379925,"Mercado Central"
"es1573a",117988,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",16970,"Las Palmas de Gran Canaria",379925,"Mercado Central"
"es1573a",117997,"pm2.5","Particulate matter < 2.5 µm (aerosol)","hour","ug.m-3",5715,"Las Palmas de Gran Canaria",379925,"Mercado Central"
"es1580a",39111,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",94190,"Santander",172539,"Centro"
"es1580a",39112,"o3","Ozone (air)","day","ug.m-3",1442,"Santander",172539,"Centro"
"es1580a",39113,"o3","Ozone (air)","dymax","ug.m-3",1444,"Santander",172539,"Centro"
"es1580a",39110,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",3983,"Santander",172539,"Centro"
"es1580a",39116,"no2","Nitrogen dioxide (air)","day","ug.m-3",3986,"Santander",172539,"Centro"
"es1580a",39117,"no2","Nitrogen dioxide (air)","hour","ug.m-3",94352,"Santander",172539,"Centro"
"es1580a",39126,"no","Nitrogen monoxide (air)","day","ug.m-3",3986,"Santander",172539,"Centro"
"es1580a",39127,"no","Nitrogen monoxide (air)","hour","ug.m-3",94351,"Santander",172539,"Centro"
"es1580a",118052,"no","Nitrogen monoxide (air)","hour","ug.m-3",51545,"Santander",172539,"Centro"
"es1580a",39114,"o3","Ozone (air)","hour","ug.m-3",34163,"Santander",172539,"Centro"
"es1580a",39115,"o3","Ozone (air)","hour8","ug.m-3",34402,"Santander",172539,"Centro"
"es1580a",118045,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",52073,"Santander",172539,"Centro"
"es1580a",118046,"no2","Nitrogen dioxide (air)","hour","ug.m-3",50989,"Santander",172539,"Centro"
"es1610a",39532,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",68917,"Palma",416065,"Foners"
"es1610a",39533,"o3","Ozone (air)","day","ug.m-3",3558,"Palma",416065,"Foners"
"es1610a",39534,"o3","Ozone (air)","dymax","ug.m-3",3576,"Palma",416065,"Foners"
"es1610a",39535,"o3","Ozone (air)","hour","ug.m-3",82925,"Palma",416065,"Foners"
"es1610a",39536,"o3","Ozone (air)","hour8","ug.m-3",84591,"Palma",416065,"Foners"
"es1610a",39537,"no2","Nitrogen dioxide (air)","day","ug.m-3",3598,"Palma",416065,"Foners"
"es1610a",39538,"no2","Nitrogen dioxide (air)","hour","ug.m-3",83930,"Palma",416065,"Foners"
"es1610a",39553,"no","Nitrogen monoxide (air)","day","ug.m-3",3612,"Palma",416065,"Foners"
"es1610a",39531,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",2975,"Palma",416065,"Foners"
"es1610a",118184,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",47192,"Palma",416065,"Foners"
"es1610a",118185,"o3","Ozone (air)","hour","ug.m-3",48926,"Palma",416065,"Foners"
"es1610a",118187,"no2","Nitrogen dioxide (air)","hour","ug.m-3",46151,"Palma",416065,"Foners"
"es1610a",118193,"no","Nitrogen monoxide (air)","hour","ug.m-3",46068,"Palma",416065,"Foners"
"es1610a",39554,"no","Nitrogen monoxide (air)","hour","ug.m-3",84178,"Palma",416065,"Foners"
"es1610a",39564,"pm2.5","Particulate matter < 2.5 µm (aerosol)","day","ug.m-3",882,"Palma",416065,"Foners"
"es1610a",39565,"pm2.5","Particulate matter < 2.5 µm (aerosol)","hour","ug.m-3",20889,"Palma",416065,"Foners"
"es1618a",39794,"no","Nitrogen monoxide (air)","hour","ug.m-3",85105,"Salamanca",144228,"SALAMANCA 5"
"es1618a",39785,"no2","Nitrogen dioxide (air)","day","ug.m-3",3600,"Salamanca",144228,"SALAMANCA 5"
"es1618a",39786,"no2","Nitrogen dioxide (air)","hour","ug.m-3",85348,"Salamanca",144228,"SALAMANCA 5"
"es1618a",39793,"no","Nitrogen monoxide (air)","day","ug.m-3",3592,"Salamanca",144228,"SALAMANCA 5"
"es1618a",39779,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",3540,"Salamanca",144228,"SALAMANCA 5"
"es1618a",39780,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",83416,"Salamanca",144228,"SALAMANCA 5"
"es1618a",39781,"o3","Ozone (air)","day","ug.m-3",924,"Salamanca",144228,"SALAMANCA 5"
"es1618a",39782,"o3","Ozone (air)","dymax","ug.m-3",925,"Salamanca",144228,"SALAMANCA 5"
"es1618a",39783,"o3","Ozone (air)","hour","ug.m-3",21888,"Salamanca",144228,"SALAMANCA 5"
"es1618a",39784,"o3","Ozone (air)","hour8","ug.m-3",22070,"Salamanca",144228,"SALAMANCA 5"
"es1618a",118278,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",51360,"Salamanca",144228,"SALAMANCA 5"
"es1618a",118279,"no2","Nitrogen dioxide (air)","hour","ug.m-3",51937,"Salamanca",144228,"SALAMANCA 5"
"es1618a",118284,"no","Nitrogen monoxide (air)","hour","ug.m-3",51937,"Salamanca",144228,"SALAMANCA 5"
"es1625a",39970,"pm2.5","Particulate matter < 2.5 µm (aerosol)","hour","ug.m-3",7479,"Valencia",38024,"BURJASSOT - FACULTATS"
"es1625a",39942,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",2023,"Valencia",38024,"BURJASSOT - FACULTATS"
"es1625a",39943,"o3","Ozone (air)","day","ug.m-3",2341,"Valencia",38024,"BURJASSOT - FACULTATS"
"es1625a",39944,"o3","Ozone (air)","dymax","ug.m-3",2339,"Valencia",38024,"BURJASSOT - FACULTATS"
"es1625a",39945,"o3","Ozone (air)","hour","ug.m-3",54274,"Valencia",38024,"BURJASSOT - FACULTATS"
"es1625a",39946,"o3","Ozone (air)","hour8","ug.m-3",55319,"Valencia",38024,"BURJASSOT - FACULTATS"
"es1625a",39947,"no2","Nitrogen dioxide (air)","day","ug.m-3",2964,"Valencia",38024,"BURJASSOT - FACULTATS"
"es1625a",39948,"no2","Nitrogen dioxide (air)","hour","ug.m-3",67982,"Valencia",38024,"BURJASSOT - FACULTATS"
"es1625a",39960,"no","Nitrogen monoxide (air)","day","ug.m-3",2963,"Valencia",38024,"BURJASSOT - FACULTATS"
"es1625a",39961,"no","Nitrogen monoxide (air)","hour","ug.m-3",67981,"Valencia",38024,"BURJASSOT - FACULTATS"
"es1625a",39967,"pm2.5","Particulate matter < 2.5 µm (aerosol)","day","ug.m-3",801,"Valencia",38024,"BURJASSOT - FACULTATS"
"es1625a",39968,"pm2.5","Particulate matter < 2.5 µm (aerosol)","hour","ug.m-3",18333,"Valencia",38024,"BURJASSOT - FACULTATS"
"es1625a",39969,"pm2.5","Particulate matter < 2.5 µm (aerosol)","day","ug.m-3",537,"Valencia",38024,"BURJASSOT - FACULTATS"
"es1625a",118392,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",2174,"Valencia",38024,"BURJASSOT - FACULTATS"
"es1625a",118393,"o3","Ozone (air)","hour","ug.m-3",58749,"Valencia",38024,"BURJASSOT - FACULTATS"
"es1625a",118395,"no2","Nitrogen dioxide (air)","hour","ug.m-3",22107,"Valencia",38024,"BURJASSOT - FACULTATS"
"es1625a",118400,"no","Nitrogen monoxide (air)","hour","ug.m-3",22107,"Valencia",38024,"BURJASSOT - FACULTATS"
"es1631a",118440,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",51336,"Valladolid",298412,"Arco de Ladrillo"
"es1631a",118441,"no2","Nitrogen dioxide (air)","hour","ug.m-3",50179,"Valladolid",298412,"Arco de Ladrillo"
"es1631a",118447,"no","Nitrogen monoxide (air)","hour","ug.m-3",50179,"Valladolid",298412,"Arco de Ladrillo"
"es1631a",118451,"pm2.5","Particulate matter < 2.5 µm (aerosol)","hour","ug.m-3",48774,"Valladolid",298412,"Arco de Ladrillo"
"es1631a",40054,"no","Nitrogen monoxide (air)","day","ug.m-3",357,"Valladolid",298412,"Arco de Ladrillo"
"es1631a",40055,"no","Nitrogen monoxide (air)","hour","ug.m-3",8270,"Valladolid",298412,"Arco de Ladrillo"
"es1631a",40062,"pm2.5","Particulate matter < 2.5 µm (aerosol)","day","ug.m-3",1094,"Valladolid",298412,"Arco de Ladrillo"
"es1631a",40063,"pm2.5","Particulate matter < 2.5 µm (aerosol)","hour","ug.m-3",24529,"Valladolid",298412,"Arco de Ladrillo"
"es1631a",40064,"pm2.5","Particulate matter < 2.5 µm (aerosol)","day","ug.m-3",1239,"Valladolid",298412,"Arco de Ladrillo"
"es1631a",40065,"pm2.5","Particulate matter < 2.5 µm (aerosol)","hour","ug.m-3",26843,"Valladolid",298412,"Arco de Ladrillo"
"es1631a",40037,"no2","Nitrogen dioxide (air)","hour","ug.m-3",66075,"Valladolid",298412,"Arco de Ladrillo"
"es1631a",40034,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",2897,"Valladolid",298412,"Arco de Ladrillo"
"es1631a",40035,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",68663,"Valladolid",298412,"Arco de Ladrillo"
"es1631a",40036,"no2","Nitrogen dioxide (air)","day","ug.m-3",2827,"Valladolid",298412,"Arco de Ladrillo"
"es1631a",40052,"no","Nitrogen monoxide (air)","day","ug.m-3",2470,"Valladolid",298412,"Arco de Ladrillo"
