"","X","site","variable","period","unit","date_start","date_end","observation_count","Municipio","Población","Estación.tráfico","numData"
"107",107,"es1160a","no","day","ug.m-3","2005-01-01 00:00:00","2005-12-31 00:00:00",364,"Burgos",175821,"Burgos 1",199975
"108",108,"es1160a","no","hour","ug.m-3","2005-01-01 00:00:00","2005-12-31 23:00:00",8628,"Burgos",175821,"Burgos 1",199975
"2",2,"es0110a","o3","day","ug.m-3","1997-01-01 00:00:00","2009-12-31 00:00:00",4092,"Bilbao",24350,"Erandio",198274
"3",3,"es0110a","o3","dymax","ug.m-3","1997-01-01 00:00:00","2009-12-31 00:00:00",4095,"Bilbao",24350,"Erandio",198274
"4",4,"es0110a","o3","hour","ug.m-3","1997-01-01 00:00:00","2009-12-31 23:00:00",94149,"Bilbao",24350,"Erandio",198274
"5",5,"es0110a","o3","hour8","ug.m-3","1997-01-01 00:00:00","2009-12-31 23:00:00",97891,"Bilbao",24350,"Erandio",198274
"6",6,"es0110a","no2","day","ug.m-3","1997-01-10 00:00:00","2011-12-31 00:00:00",5324,"Bilbao",24350,"Erandio",198274
"7",7,"es0110a","no2","hour","ug.m-3","1997-01-10 14:00:00","2011-12-31 23:00:00",125638,"Bilbao",24350,"Erandio",198274
"8",8,"es0110a","no","day","ug.m-3","2000-01-01 00:00:00","2011-12-31 00:00:00",4278,"Bilbao",24350,"Erandio",198274
"9",9,"es0110a","no","hour","ug.m-3","2000-01-01 00:00:00","2011-12-31 23:00:00",101361,"Bilbao",24350,"Erandio",198274
"30",30,"es0120a","pm10","day","ug.m-3","2005-01-01 00:00:00","2005-12-31 00:00:00",365,"Madrid",3266129,"RAMÓN Y CAJAL",189502
"31",31,"es0120a","pm10","hour","ug.m-3","2005-01-01 00:00:00","2005-12-31 23:00:00",8713,"Madrid",3266129,"RAMÓN Y CAJAL",189502
"32",32,"es0120a","o3","day","ug.m-3","2002-01-01 00:00:00","2009-12-30 00:00:00",2919,"Madrid",3266129,"RAMÓN Y CAJAL",189502
"33",33,"es0120a","o3","dymax","ug.m-3","2002-01-01 00:00:00","2009-12-30 00:00:00",2919,"Madrid",3266129,"RAMÓN Y CAJAL",189502
"34",34,"es0120a","o3","hour","ug.m-3","2002-01-01 00:00:00","2009-12-30 16:00:00",69690,"Madrid",3266129,"RAMÓN Y CAJAL",189502
"35",35,"es0120a","o3","hour8","ug.m-3","2002-01-01 00:00:00","2009-12-30 23:00:00",69959,"Madrid",3266129,"RAMÓN Y CAJAL",189502
"36",36,"es0120a","no2","day","ug.m-3","2005-01-01 00:00:00","2012-12-31 00:00:00",1826,"Madrid",3266129,"RAMÓN Y CAJAL",189502
"37",37,"es0120a","no2","hour","ug.m-3","2005-01-01 00:00:00","2012-12-31 22:00:00",43699,"Madrid",3266129,"RAMÓN Y CAJAL",189502
"38",38,"es0120a","no","day","ug.m-3","2005-01-01 00:00:00","2012-12-31 00:00:00",1461,"Madrid",3266129,"RAMÓN Y CAJAL",189502
"39",39,"es0120a","no","hour","ug.m-3","2005-01-01 00:00:00","2012-12-31 22:00:00",34948,"Madrid",3266129,"RAMÓN Y CAJAL",189502
"10",10,"es0115a","pm10","day","ug.m-3","2005-01-01 00:00:00","2005-12-31 00:00:00",363,"Madrid",3266127,"PLAZA DE ESPAÑA",185615
"11",11,"es0115a","pm10","hour","ug.m-3","2005-01-01 00:00:00","2005-12-31 23:00:00",8649,"Madrid",3266127,"PLAZA DE ESPAÑA",185615
"12",12,"es0115a","o3","day","ug.m-3","2002-01-01 00:00:00","2009-12-30 00:00:00",2918,"Madrid",3266127,"PLAZA DE ESPAÑA",185615
"13",13,"es0115a","o3","dymax","ug.m-3","2002-01-01 00:00:00","2009-12-30 00:00:00",2918,"Madrid",3266127,"PLAZA DE ESPAÑA",185615
"14",14,"es0115a","o3","hour","ug.m-3","2002-01-01 00:00:00","2009-12-30 15:00:00",69765,"Madrid",3266127,"PLAZA DE ESPAÑA",185615
"15",15,"es0115a","o3","hour8","ug.m-3","2002-01-01 00:00:00","2009-12-30 22:00:00",69898,"Madrid",3266127,"PLAZA DE ESPAÑA",185615
"16",16,"es0115a","no2","day","ug.m-3","1993-01-01 00:00:00","2012-12-31 00:00:00",2916,"Madrid",3266127,"PLAZA DE ESPAÑA",185615
"17",17,"es0115a","no2","hour","ug.m-3","1993-01-01 00:00:00","2012-12-31 22:00:00",69476,"Madrid",3266127,"PLAZA DE ESPAÑA",185615
"18",18,"es0115a","no","day","ug.m-3","2005-01-01 00:00:00","2012-12-31 00:00:00",1457,"Madrid",3266127,"PLAZA DE ESPAÑA",185615
"19",19,"es0115a","no","hour","ug.m-3","2005-01-01 00:00:00","2012-12-31 22:00:00",34771,"Madrid",3266127,"PLAZA DE ESPAÑA",185615
"40",40,"es0817a","pm10","day","ug.m-3","1997-01-01 00:00:00","2005-04-19 00:00:00",2694,"Sevilla",688593,"LA RANILLA",182401
"41",41,"es0817a","pm10","hour","ug.m-3","1997-01-01 00:00:00","2005-04-19 07:00:00",63726,"Sevilla",688593,"LA RANILLA",182401
"42",42,"es0817a","o3","day","ug.m-3","1997-01-01 00:00:00","2002-05-24 00:00:00",1918,"Sevilla",688593,"LA RANILLA",182401
"43",43,"es0817a","o3","dymax","ug.m-3","1997-01-01 00:00:00","2002-05-24 00:00:00",1918,"Sevilla",688593,"LA RANILLA",182401
"44",44,"es0817a","o3","hour","ug.m-3","1997-01-01 00:00:00","2002-05-24 07:00:00",45191,"Sevilla",688593,"LA RANILLA",182401
"45",45,"es0817a","o3","hour8","ug.m-3","1997-01-01 00:00:00","2002-05-24 14:00:00",45706,"Sevilla",688593,"LA RANILLA",182401
"46",46,"es0817a","no2","day","ug.m-3","1997-01-01 00:00:00","2012-12-31 00:00:00",5606,"Sevilla",688593,"LA RANILLA",182401
"47",47,"es0817a","no2","hour","ug.m-3","1997-01-01 00:00:00","2012-12-31 22:00:00",131561,"Sevilla",688593,"LA RANILLA",182401
"48",48,"es0817a","no","day","ug.m-3","2000-01-01 00:00:00","2012-12-31 00:00:00",4534,"Sevilla",688593,"LA RANILLA",182401
"49",49,"es0817a","no","hour","ug.m-3","2000-01-01 00:00:00","2012-12-31 22:00:00",106439,"Sevilla",688593,"LA RANILLA",182401
"217",217,"es1340a","pm10","day","ug.m-3","1997-01-01 00:00:00","2012-12-31 00:00:00",4132,"Huelva",143663,"POZO DULCE",150711
"218",218,"es1340a","pm10","hour","ug.m-3","1997-01-01 00:00:00","2008-12-31 17:00:00",59146,"Huelva",143663,"POZO DULCE",150711
"219",219,"es1340a","o3","day","ug.m-3","1997-01-01 00:00:00","1998-04-27 00:00:00",459,"Huelva",143663,"POZO DULCE",150711
"220",220,"es1340a","o3","dymax","ug.m-3","1997-01-01 00:00:00","1998-04-27 00:00:00",459,"Huelva",143663,"POZO DULCE",150711
"221",221,"es1340a","o3","hour","ug.m-3","1997-01-01 00:00:00","1998-04-27 09:00:00",10390,"Huelva",143663,"POZO DULCE",150711
"222",222,"es1340a","o3","hour8","ug.m-3","1997-01-01 00:00:00","1998-04-27 16:00:00",10809,"Huelva",143663,"POZO DULCE",150711
"223",223,"es1340a","no2","day","ug.m-3","1997-01-01 00:00:00","2005-06-16 00:00:00",1979,"Huelva",143663,"POZO DULCE",150711
"224",224,"es1340a","no2","hour","ug.m-3","1997-01-01 00:00:00","2001-12-31 23:00:00",42949,"Huelva",143663,"POZO DULCE",150711
"225",225,"es1340a","no","day","ug.m-3","2000-01-01 00:00:00","2005-06-16 00:00:00",889,"Huelva",143663,"POZO DULCE",150711
"226",226,"es1340a","no","hour","ug.m-3","2000-01-01 00:00:00","2001-12-31 23:00:00",17302,"Huelva",143663,"POZO DULCE",150711
"486",486,"es1836a","o3","day","ug.m-3","2006-07-06 00:00:00","2010-12-31 00:00:00",1603,"Zaragoza",674999,"LAS FUENTES",145206
"487",487,"es1836a","o3","dymax","ug.m-3","2006-07-06 00:00:00","2010-12-31 00:00:00",1597,"Zaragoza",674999,"LAS FUENTES",145206
"488",488,"es1836a","o3","hour","ug.m-3","2006-07-06 18:00:00","2010-12-31 22:00:00",37685,"Zaragoza",674999,"LAS FUENTES",145206
"489",489,"es1836a","o3","hour8","ug.m-3","2006-07-06 18:00:00","2010-12-31 23:00:00",38015,"Zaragoza",674999,"LAS FUENTES",145206
"490",490,"es1836a","no2","day","ug.m-3","2009-01-01 00:00:00","2009-12-31 00:00:00",358,"Zaragoza",674999,"LAS FUENTES",145206
"491",491,"es1836a","no2","hour","ug.m-3","2009-01-01 00:00:00","2009-12-31 22:00:00",8487,"Zaragoza",674999,"LAS FUENTES",145206
"492",492,"es1837a","o3","day","ug.m-3","2006-10-20 00:00:00","2010-12-31 00:00:00",1532,"Zaragoza",674997,"Centro",110710
"493",493,"es1837a","o3","dymax","ug.m-3","2006-10-20 00:00:00","2010-12-31 00:00:00",1531,"Zaragoza",674997,"Centro",110710
"494",494,"es1837a","o3","hour","ug.m-3","2006-10-20 12:00:00","2010-12-31 22:00:00",36450,"Zaragoza",674997,"Centro",110710
"495",495,"es1837a","o3","hour8","ug.m-3","2006-10-20 12:00:00","2010-12-31 23:00:00",36641,"Zaragoza",674997,"Centro",110710
"496",496,"es1837a","no2","day","ug.m-3","2009-01-27 00:00:00","2009-12-31 00:00:00",326,"Zaragoza",674997,"Centro",110710
"497",497,"es1837a","no2","hour","ug.m-3","2009-01-27 23:00:00","2009-12-31 22:00:00",7682,"Zaragoza",674997,"Centro",110710
"1",1,"es0041a","no2","day","ug.m-3","1987-04-01 00:00:00","1987-08-31 00:00:00",151,"Bilbao",346843,"María Diaz de Haro",61094
