"site","process","variable","variable_long","period","unit","observation_count","Municipio","Población","Estación tráfico","site_name","latitude","longitude","elevation","country","site_type","site_area","date_start","date_end"
"es1563a",38759,"o3","Ozone (air)","hour8","ug.m-3",104711,"Alcalá de Henares",195649,"Alcalá de Henares","ALCAL� DE HENARES",40.479328,-3.377949,589,"spain","traffic","urban",2001-01-01,2021-01-16 00:00:00
"es1563a",38760,"o3","Ozone (air)","day","ug.m-3",183,"Alcalá de Henares",195649,"Alcalá de Henares","ALCAL� DE HENARES",40.479328,-3.377949,589,"spain","traffic","urban",2001-01-01,2021-01-16 00:00:00
"es1563a",38761,"o3","Ozone (air)","dymax","ug.m-3",183,"Alcalá de Henares",195649,"Alcalá de Henares","ALCAL� DE HENARES",40.479328,-3.377949,589,"spain","traffic","urban",2001-01-01,2021-01-16 00:00:00
"es1563a",38762,"o3","Ozone (air)","hour","ug.m-3",4312,"Alcalá de Henares",195649,"Alcalá de Henares","ALCAL� DE HENARES",40.479328,-3.377949,589,"spain","traffic","urban",2001-01-01,2021-01-16 00:00:00
"es1563a",38763,"o3","Ozone (air)","hour8","ug.m-3",4349,"Alcalá de Henares",195649,"Alcalá de Henares","ALCAL� DE HENARES",40.479328,-3.377949,589,"spain","traffic","urban",2001-01-01,2021-01-16 00:00:00
"es1563a",38764,"no2","Nitrogen dioxide (air)","day","ug.m-3",4371,"Alcalá de Henares",195649,"Alcalá de Henares","ALCAL� DE HENARES",40.479328,-3.377949,589,"spain","traffic","urban",2001-01-01,2021-01-16 00:00:00
"es1563a",38765,"no2","Nitrogen dioxide (air)","hour","ug.m-3",103707,"Alcalá de Henares",195649,"Alcalá de Henares","ALCAL� DE HENARES",40.479328,-3.377949,589,"spain","traffic","urban",2001-01-01,2021-01-16 00:00:00
"es1563a",38773,"no","Nitrogen monoxide (air)","day","ug.m-3",4371,"Alcalá de Henares",195649,"Alcalá de Henares","ALCAL� DE HENARES",40.479328,-3.377949,589,"spain","traffic","urban",2001-01-01,2021-01-16 00:00:00
"es1563a",38774,"no","Nitrogen monoxide (air)","hour","ug.m-3",103741,"Alcalá de Henares",195649,"Alcalá de Henares","ALCAL� DE HENARES",40.479328,-3.377949,589,"spain","traffic","urban",2001-01-01,2021-01-16 00:00:00
"es1564a",38779,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",4359,"Alcobendas",117040,"Alcobendas","ALCOBENDAS",40.540351,-3.645253,671,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1564a",38780,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",103336,"Alcobendas",117040,"Alcobendas","ALCOBENDAS",40.540351,-3.645253,671,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1564a",38781,"o3","Ozone (air)","day","ug.m-3",4367,"Alcobendas",117040,"Alcobendas","ALCOBENDAS",40.540351,-3.645253,671,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1564a",38782,"o3","Ozone (air)","dymax","ug.m-3",4369,"Alcobendas",117040,"Alcobendas","ALCOBENDAS",40.540351,-3.645253,671,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1564a",38783,"o3","Ozone (air)","hour","ug.m-3",103365,"Alcobendas",117040,"Alcobendas","ALCOBENDAS",40.540351,-3.645253,671,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1564a",38784,"o3","Ozone (air)","hour8","ug.m-3",104479,"Alcobendas",117040,"Alcobendas","ALCOBENDAS",40.540351,-3.645253,671,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1564a",38785,"no2","Nitrogen dioxide (air)","day","ug.m-3",4373,"Alcobendas",117040,"Alcobendas","ALCOBENDAS",40.540351,-3.645253,671,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1564a",38786,"no2","Nitrogen dioxide (air)","hour","ug.m-3",103884,"Alcobendas",117040,"Alcobendas","ALCOBENDAS",40.540351,-3.645253,671,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1564a",38806,"no","Nitrogen monoxide (air)","day","ug.m-3",4373,"Alcobendas",117040,"Alcobendas","ALCOBENDAS",40.540351,-3.645253,671,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1564a",38807,"no","Nitrogen monoxide (air)","hour","ug.m-3",103888,"Alcobendas",117040,"Alcobendas","ALCOBENDAS",40.540351,-3.645253,671,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1567a",38906,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",4374,"Leganés",189861,"Leganés","LEGAN�S",40.3397,-3.7545,640,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1567a",38907,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",104307,"Leganés",189861,"Leganés","LEGAN�S",40.3397,-3.7545,640,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1567a",38908,"o3","Ozone (air)","day","ug.m-3",4376,"Leganés",189861,"Leganés","LEGAN�S",40.3397,-3.7545,640,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1567a",38909,"o3","Ozone (air)","dymax","ug.m-3",4378,"Leganés",189861,"Leganés","LEGAN�S",40.3397,-3.7545,640,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1567a",38910,"o3","Ozone (air)","hour","ug.m-3",103943,"Leganés",189861,"Leganés","LEGAN�S",40.3397,-3.7545,640,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1567a",38911,"o3","Ozone (air)","hour8","ug.m-3",104836,"Leganés",189861,"Leganés","LEGAN�S",40.3397,-3.7545,640,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1567a",38912,"no2","Nitrogen dioxide (air)","day","ug.m-3",4371,"Leganés",189861,"Leganés","LEGAN�S",40.3397,-3.7545,640,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1567a",38913,"no2","Nitrogen dioxide (air)","hour","ug.m-3",103906,"Leganés",189861,"Leganés","LEGAN�S",40.3397,-3.7545,640,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1567a",38921,"no","Nitrogen monoxide (air)","day","ug.m-3",4378,"Leganés",189861,"Leganés","LEGAN�S",40.3397,-3.7545,640,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1567a",38922,"no","Nitrogen monoxide (air)","hour","ug.m-3",104100,"Leganés",189861,"Leganés","LEGAN�S",40.3397,-3.7545,640,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1573a",39003,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",4108,"Las Palmas de Gran Canaria",379925,"Mercado Central","MERCADO CENTRAL",28.133732,-15.432823,11,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1573a",39004,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",96496,"Las Palmas de Gran Canaria",379925,"Mercado Central","MERCADO CENTRAL",28.133732,-15.432823,11,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1573a",39005,"o3","Ozone (air)","day","ug.m-3",4174,"Las Palmas de Gran Canaria",379925,"Mercado Central","MERCADO CENTRAL",28.133732,-15.432823,11,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1573a",39006,"o3","Ozone (air)","dymax","ug.m-3",4179,"Las Palmas de Gran Canaria",379925,"Mercado Central","MERCADO CENTRAL",28.133732,-15.432823,11,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1573a",39007,"o3","Ozone (air)","hour","ug.m-3",97869,"Las Palmas de Gran Canaria",379925,"Mercado Central","MERCADO CENTRAL",28.133732,-15.432823,11,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1573a",39008,"o3","Ozone (air)","hour8","ug.m-3",99327,"Las Palmas de Gran Canaria",379925,"Mercado Central","MERCADO CENTRAL",28.133732,-15.432823,11,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1573a",39009,"no2","Nitrogen dioxide (air)","day","ug.m-3",3971,"Las Palmas de Gran Canaria",379925,"Mercado Central","MERCADO CENTRAL",28.133732,-15.432823,11,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1573a",39010,"no2","Nitrogen dioxide (air)","hour","ug.m-3",93259,"Las Palmas de Gran Canaria",379925,"Mercado Central","MERCADO CENTRAL",28.133732,-15.432823,11,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1573a",39017,"no","Nitrogen monoxide (air)","day","ug.m-3",4175,"Las Palmas de Gran Canaria",379925,"Mercado Central","MERCADO CENTRAL",28.133732,-15.432823,11,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1573a",39018,"no","Nitrogen monoxide (air)","hour","ug.m-3",98116,"Las Palmas de Gran Canaria",379925,"Mercado Central","MERCADO CENTRAL",28.133732,-15.432823,11,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1580a",39110,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",3983,"Santander",172539,"Centro","SANTANDER CENTRO",43.46056,-3.80861,9,"spain","traffic","urban",2002-01-01,2021-01-15 23:00:00
"es1580a",39111,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",94190,"Santander",172539,"Centro","SANTANDER CENTRO",43.46056,-3.80861,9,"spain","traffic","urban",2002-01-01,2021-01-15 23:00:00
"es1580a",39112,"o3","Ozone (air)","day","ug.m-3",1442,"Santander",172539,"Centro","SANTANDER CENTRO",43.46056,-3.80861,9,"spain","traffic","urban",2002-01-01,2021-01-15 23:00:00
"es1580a",39113,"o3","Ozone (air)","dymax","ug.m-3",1444,"Santander",172539,"Centro","SANTANDER CENTRO",43.46056,-3.80861,9,"spain","traffic","urban",2002-01-01,2021-01-15 23:00:00
"es1580a",39114,"o3","Ozone (air)","hour","ug.m-3",34163,"Santander",172539,"Centro","SANTANDER CENTRO",43.46056,-3.80861,9,"spain","traffic","urban",2002-01-01,2021-01-15 23:00:00
"es1580a",39115,"o3","Ozone (air)","hour8","ug.m-3",34402,"Santander",172539,"Centro","SANTANDER CENTRO",43.46056,-3.80861,9,"spain","traffic","urban",2002-01-01,2021-01-15 23:00:00
"es1580a",39116,"no2","Nitrogen dioxide (air)","day","ug.m-3",3986,"Santander",172539,"Centro","SANTANDER CENTRO",43.46056,-3.80861,9,"spain","traffic","urban",2002-01-01,2021-01-15 23:00:00
"es1580a",39117,"no2","Nitrogen dioxide (air)","hour","ug.m-3",94352,"Santander",172539,"Centro","SANTANDER CENTRO",43.46056,-3.80861,9,"spain","traffic","urban",2002-01-01,2021-01-15 23:00:00
"es1580a",39126,"no","Nitrogen monoxide (air)","day","ug.m-3",3986,"Santander",172539,"Centro","SANTANDER CENTRO",43.46056,-3.80861,9,"spain","traffic","urban",2002-01-01,2021-01-15 23:00:00
"es1580a",39127,"no","Nitrogen monoxide (air)","hour","ug.m-3",94351,"Santander",172539,"Centro","SANTANDER CENTRO",43.46056,-3.80861,9,"spain","traffic","urban",2002-01-01,2021-01-15 23:00:00
"es1610a",39531,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",2975,"Palma",416065,"Foners","FONERS",39.57008,2.65583,23,"spain","traffic","urban",2001-10-08,2021-01-16 01:00:00
"es1610a",39532,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",68917,"Palma",416065,"Foners","FONERS",39.57008,2.65583,23,"spain","traffic","urban",2001-10-08,2021-01-16 01:00:00
"es1610a",39533,"o3","Ozone (air)","day","ug.m-3",3558,"Palma",416065,"Foners","FONERS",39.57008,2.65583,23,"spain","traffic","urban",2001-10-08,2021-01-16 01:00:00
"es1610a",39534,"o3","Ozone (air)","dymax","ug.m-3",3576,"Palma",416065,"Foners","FONERS",39.57008,2.65583,23,"spain","traffic","urban",2001-10-08,2021-01-16 01:00:00
"es1610a",39535,"o3","Ozone (air)","hour","ug.m-3",82925,"Palma",416065,"Foners","FONERS",39.57008,2.65583,23,"spain","traffic","urban",2001-10-08,2021-01-16 01:00:00
"es1610a",39536,"o3","Ozone (air)","hour8","ug.m-3",84591,"Palma",416065,"Foners","FONERS",39.57008,2.65583,23,"spain","traffic","urban",2001-10-08,2021-01-16 01:00:00
"es1610a",39537,"no2","Nitrogen dioxide (air)","day","ug.m-3",3598,"Palma",416065,"Foners","FONERS",39.57008,2.65583,23,"spain","traffic","urban",2001-10-08,2021-01-16 01:00:00
"es1610a",39538,"no2","Nitrogen dioxide (air)","hour","ug.m-3",83930,"Palma",416065,"Foners","FONERS",39.57008,2.65583,23,"spain","traffic","urban",2001-10-08,2021-01-16 01:00:00
"es1610a",39553,"no","Nitrogen monoxide (air)","day","ug.m-3",3612,"Palma",416065,"Foners","FONERS",39.57008,2.65583,23,"spain","traffic","urban",2001-10-08,2021-01-16 01:00:00
"es1610a",39554,"no","Nitrogen monoxide (air)","hour","ug.m-3",84178,"Palma",416065,"Foners","FONERS",39.57008,2.65583,23,"spain","traffic","urban",2001-10-08,2021-01-16 01:00:00
"es1618a",39779,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",3540,"Salamanca",144228,"SALAMANCA 5","SALAMANCA 5",40.97916666,-5.66527777,797,"spain","traffic","urban",2003-01-01,2021-01-16 00:00:00
"es1618a",39780,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",83416,"Salamanca",144228,"SALAMANCA 5","SALAMANCA 5",40.97916666,-5.66527777,797,"spain","traffic","urban",2003-01-01,2021-01-16 00:00:00
"es1618a",39781,"o3","Ozone (air)","day","ug.m-3",924,"Salamanca",144228,"SALAMANCA 5","SALAMANCA 5",40.97916666,-5.66527777,797,"spain","traffic","urban",2003-01-01,2021-01-16 00:00:00
"es1618a",39782,"o3","Ozone (air)","dymax","ug.m-3",925,"Salamanca",144228,"SALAMANCA 5","SALAMANCA 5",40.97916666,-5.66527777,797,"spain","traffic","urban",2003-01-01,2021-01-16 00:00:00
"es1618a",39783,"o3","Ozone (air)","hour","ug.m-3",21888,"Salamanca",144228,"SALAMANCA 5","SALAMANCA 5",40.97916666,-5.66527777,797,"spain","traffic","urban",2003-01-01,2021-01-16 00:00:00
"es1618a",39784,"o3","Ozone (air)","hour8","ug.m-3",22070,"Salamanca",144228,"SALAMANCA 5","SALAMANCA 5",40.97916666,-5.66527777,797,"spain","traffic","urban",2003-01-01,2021-01-16 00:00:00
"es1618a",39785,"no2","Nitrogen dioxide (air)","day","ug.m-3",3600,"Salamanca",144228,"SALAMANCA 5","SALAMANCA 5",40.97916666,-5.66527777,797,"spain","traffic","urban",2003-01-01,2021-01-16 00:00:00
"es1618a",39786,"no2","Nitrogen dioxide (air)","hour","ug.m-3",85348,"Salamanca",144228,"SALAMANCA 5","SALAMANCA 5",40.97916666,-5.66527777,797,"spain","traffic","urban",2003-01-01,2021-01-16 00:00:00
"es1618a",39793,"no","Nitrogen monoxide (air)","day","ug.m-3",3592,"Salamanca",144228,"SALAMANCA 5","SALAMANCA 5",40.97916666,-5.66527777,797,"spain","traffic","urban",2003-01-01,2021-01-16 00:00:00
"es1618a",39794,"no","Nitrogen monoxide (air)","hour","ug.m-3",85105,"Salamanca",144228,"SALAMANCA 5","SALAMANCA 5",40.97916666,-5.66527777,797,"spain","traffic","urban",2003-01-01,2021-01-16 00:00:00
"es1625a",39942,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",2023,"Valencia",38024,"BURJASSOT - FACULTATS","BURJASSOT - FACULTATS",39.50944444,-0.41777777,25,"spain","traffic","urban",2003-01-01,2021-01-16 00:00:00
"es1625a",39943,"o3","Ozone (air)","day","ug.m-3",2341,"Valencia",38024,"BURJASSOT - FACULTATS","BURJASSOT - FACULTATS",39.50944444,-0.41777777,25,"spain","traffic","urban",2003-01-01,2021-01-16 00:00:00
"es1625a",39944,"o3","Ozone (air)","dymax","ug.m-3",2339,"Valencia",38024,"BURJASSOT - FACULTATS","BURJASSOT - FACULTATS",39.50944444,-0.41777777,25,"spain","traffic","urban",2003-01-01,2021-01-16 00:00:00
"es1625a",39945,"o3","Ozone (air)","hour","ug.m-3",54274,"Valencia",38024,"BURJASSOT - FACULTATS","BURJASSOT - FACULTATS",39.50944444,-0.41777777,25,"spain","traffic","urban",2003-01-01,2021-01-16 00:00:00
"es1625a",39946,"o3","Ozone (air)","hour8","ug.m-3",55319,"Valencia",38024,"BURJASSOT - FACULTATS","BURJASSOT - FACULTATS",39.50944444,-0.41777777,25,"spain","traffic","urban",2003-01-01,2021-01-16 00:00:00
"es1625a",39947,"no2","Nitrogen dioxide (air)","day","ug.m-3",2964,"Valencia",38024,"BURJASSOT - FACULTATS","BURJASSOT - FACULTATS",39.50944444,-0.41777777,25,"spain","traffic","urban",2003-01-01,2021-01-16 00:00:00
"es1625a",39948,"no2","Nitrogen dioxide (air)","hour","ug.m-3",67982,"Valencia",38024,"BURJASSOT - FACULTATS","BURJASSOT - FACULTATS",39.50944444,-0.41777777,25,"spain","traffic","urban",2003-01-01,2021-01-16 00:00:00
"es1625a",39960,"no","Nitrogen monoxide (air)","day","ug.m-3",2963,"Valencia",38024,"BURJASSOT - FACULTATS","BURJASSOT - FACULTATS",39.50944444,-0.41777777,25,"spain","traffic","urban",2003-01-01,2021-01-16 00:00:00
"es1625a",39961,"no","Nitrogen monoxide (air)","hour","ug.m-3",67981,"Valencia",38024,"BURJASSOT - FACULTATS","BURJASSOT - FACULTATS",39.50944444,-0.41777777,25,"spain","traffic","urban",2003-01-01,2021-01-16 00:00:00
"es1631a",40034,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",2897,"Valladolid",298412,"Arco de Ladrillo","ARCO DE LADRILLO II",41.64555555,-4.73027777,700,"spain","traffic","urban",2004-01-01,2021-01-16 01:00:00
"es1631a",40035,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",68663,"Valladolid",298412,"Arco de Ladrillo","ARCO DE LADRILLO II",41.64555555,-4.73027777,700,"spain","traffic","urban",2004-01-01,2021-01-16 01:00:00
"es1631a",40036,"no2","Nitrogen dioxide (air)","day","ug.m-3",2827,"Valladolid",298412,"Arco de Ladrillo","ARCO DE LADRILLO II",41.64555555,-4.73027777,700,"spain","traffic","urban",2004-01-01,2021-01-16 01:00:00
"es1631a",40037,"no2","Nitrogen dioxide (air)","hour","ug.m-3",66075,"Valladolid",298412,"Arco de Ladrillo","ARCO DE LADRILLO II",41.64555555,-4.73027777,700,"spain","traffic","urban",2004-01-01,2021-01-16 01:00:00
"es1631a",40052,"no","Nitrogen monoxide (air)","day","ug.m-3",2470,"Valladolid",298412,"Arco de Ladrillo","ARCO DE LADRILLO II",41.64555555,-4.73027777,700,"spain","traffic","urban",2004-01-01,2021-01-16 01:00:00
"es1631a",40053,"no","Nitrogen monoxide (air)","hour","ug.m-3",57796,"Valladolid",298412,"Arco de Ladrillo","ARCO DE LADRILLO II",41.64555555,-4.73027777,700,"spain","traffic","urban",2004-01-01,2021-01-16 01:00:00
"es1631a",40054,"no","Nitrogen monoxide (air)","day","ug.m-3",357,"Valladolid",298412,"Arco de Ladrillo","ARCO DE LADRILLO II",41.64555555,-4.73027777,700,"spain","traffic","urban",2004-01-01,2021-01-16 01:00:00
"es1631a",40055,"no","Nitrogen monoxide (air)","hour","ug.m-3",8270,"Valladolid",298412,"Arco de Ladrillo","ARCO DE LADRILLO II",41.64555555,-4.73027777,700,"spain","traffic","urban",2004-01-01,2021-01-16 01:00:00
"es1632a",40066,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",2907,"Valladolid",298414,"VEGA SICILIA","VEGA SICILIA",41.62055555,-4.74666666,690,"spain","traffic","urban",2002-05-06,2021-01-15 23:00:00
"es1632a",40067,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",69018,"Valladolid",298414,"VEGA SICILIA","VEGA SICILIA",41.62055555,-4.74666666,690,"spain","traffic","urban",2002-05-06,2021-01-15 23:00:00
"es1632a",40068,"o3","Ozone (air)","day","ug.m-3",3836,"Valladolid",298414,"VEGA SICILIA","VEGA SICILIA",41.62055555,-4.74666666,690,"spain","traffic","urban",2002-05-06,2021-01-15 23:00:00
"es1632a",40069,"o3","Ozone (air)","dymax","ug.m-3",3836,"Valladolid",298414,"VEGA SICILIA","VEGA SICILIA",41.62055555,-4.74666666,690,"spain","traffic","urban",2002-05-06,2021-01-15 23:00:00
"es1632a",40070,"o3","Ozone (air)","hour","ug.m-3",91277,"Valladolid",298414,"VEGA SICILIA","VEGA SICILIA",41.62055555,-4.74666666,690,"spain","traffic","urban",2002-05-06,2021-01-15 23:00:00
"es1632a",40071,"o3","Ozone (air)","hour8","ug.m-3",91724,"Valladolid",298414,"VEGA SICILIA","VEGA SICILIA",41.62055555,-4.74666666,690,"spain","traffic","urban",2002-05-06,2021-01-15 23:00:00
"es1632a",40072,"no2","Nitrogen dioxide (air)","day","ug.m-3",2286,"Valladolid",298414,"VEGA SICILIA","VEGA SICILIA",41.62055555,-4.74666666,690,"spain","traffic","urban",2002-05-06,2021-01-15 23:00:00
"es1632a",40073,"no2","Nitrogen dioxide (air)","hour","ug.m-3",53303,"Valladolid",298414,"VEGA SICILIA","VEGA SICILIA",41.62055555,-4.74666666,690,"spain","traffic","urban",2002-05-06,2021-01-15 23:00:00
"es1632a",40078,"no","Nitrogen monoxide (air)","day","ug.m-3",2285,"Valladolid",298414,"VEGA SICILIA","VEGA SICILIA",41.62055555,-4.74666666,690,"spain","traffic","urban",2002-05-06,2021-01-15 23:00:00
"es1632a",40079,"no","Nitrogen monoxide (air)","hour","ug.m-3",53258,"Valladolid",298414,"VEGA SICILIA","VEGA SICILIA",41.62055555,-4.74666666,690,"spain","traffic","urban",2002-05-06,2021-01-15 23:00:00
"es1635a",40128,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",2621,"Alicante",334888,"ALACANT-EL PLÁ","ALACANT-EL PLÁ",38.35944444,-0.47194444,45,"spain","traffic","urban",2002-09-10,2021-01-16 01:00:00
"es1635a",40129,"o3","Ozone (air)","day","ug.m-3",3555,"Alicante",334888,"ALACANT-EL PLÁ","ALACANT-EL PLÁ",38.35944444,-0.47194444,45,"spain","traffic","urban",2002-09-10,2021-01-16 01:00:00
"es1635a",40130,"o3","Ozone (air)","dymax","ug.m-3",3551,"Alicante",334888,"ALACANT-EL PLÁ","ALACANT-EL PLÁ",38.35944444,-0.47194444,45,"spain","traffic","urban",2002-09-10,2021-01-16 01:00:00
"es1635a",40131,"o3","Ozone (air)","hour","ug.m-3",83573,"Alicante",334888,"ALACANT-EL PLÁ","ALACANT-EL PLÁ",38.35944444,-0.47194444,45,"spain","traffic","urban",2002-09-10,2021-01-16 01:00:00
"es1635a",40132,"o3","Ozone (air)","hour8","ug.m-3",84480,"Alicante",334888,"ALACANT-EL PLÁ","ALACANT-EL PLÁ",38.35944444,-0.47194444,45,"spain","traffic","urban",2002-09-10,2021-01-16 01:00:00
"es1635a",40133,"no2","Nitrogen dioxide (air)","day","ug.m-3",3243,"Alicante",334888,"ALACANT-EL PLÁ","ALACANT-EL PLÁ",38.35944444,-0.47194444,45,"spain","traffic","urban",2002-09-10,2021-01-16 01:00:00
"es1635a",40134,"no2","Nitrogen dioxide (air)","hour","ug.m-3",73990,"Alicante",334888,"ALACANT-EL PLÁ","ALACANT-EL PLÁ",38.35944444,-0.47194444,45,"spain","traffic","urban",2002-09-10,2021-01-16 01:00:00
"es1635a",40150,"no","Nitrogen monoxide (air)","day","ug.m-3",3243,"Alicante",334888,"ALACANT-EL PLÁ","ALACANT-EL PLÁ",38.35944444,-0.47194444,45,"spain","traffic","urban",2002-09-10,2021-01-16 01:00:00
"es1635a",40151,"no","Nitrogen monoxide (air)","hour","ug.m-3",73989,"Alicante",334888,"ALACANT-EL PLÁ","ALACANT-EL PLÁ",38.35944444,-0.47194444,45,"spain","traffic","urban",2002-09-10,2021-01-16 01:00:00
"es1673a",40883,"no2","Nitrogen dioxide (air)","day","ug.m-3",2743,"Vitoria",251776,"LOS HERRAN","LOS HERRAN",42.84361111,-2.66138888,50,"spain","traffic","urban",2005-01-01,2021-01-16 01:00:00
"es1673a",40884,"no2","Nitrogen dioxide (air)","hour","ug.m-3",65164,"Vitoria",251776,"LOS HERRAN","LOS HERRAN",42.84361111,-2.66138888,50,"spain","traffic","urban",2005-01-01,2021-01-16 01:00:00
"es1673a",40889,"no","Nitrogen monoxide (air)","day","ug.m-3",2381,"Vitoria",251776,"LOS HERRAN","LOS HERRAN",42.84361111,-2.66138888,50,"spain","traffic","urban",2005-01-01,2021-01-16 01:00:00
"es1673a",40890,"no","Nitrogen monoxide (air)","hour","ug.m-3",56504,"Vitoria",251776,"LOS HERRAN","LOS HERRAN",42.84361111,-2.66138888,50,"spain","traffic","urban",2005-01-01,2021-01-16 01:00:00
"es1673a",40891,"no","Nitrogen monoxide (air)","day","ug.m-3",365,"Vitoria",251776,"LOS HERRAN","LOS HERRAN",42.84361111,-2.66138888,50,"spain","traffic","urban",2005-01-01,2021-01-16 01:00:00
"es1673a",40892,"no","Nitrogen monoxide (air)","hour","ug.m-3",8735,"Vitoria",251776,"LOS HERRAN","LOS HERRAN",42.84361111,-2.66138888,50,"spain","traffic","urban",2005-01-01,2021-01-16 01:00:00
"es1697a",41260,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",2230,"San Sebastián",187417,"AVENIDA TOLOSA","AVENIDA TOLOSA",43.3094,-2.0109,3,"spain","traffic","urban",2004-02-25,2021-01-16 00:00:00
"es1697a",41261,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",52123,"San Sebastián",187417,"AVENIDA TOLOSA","AVENIDA TOLOSA",43.3094,-2.0109,3,"spain","traffic","urban",2004-02-25,2021-01-16 00:00:00
"es1697a",41262,"o3","Ozone (air)","day","ug.m-3",3197,"San Sebastián",187417,"AVENIDA TOLOSA","AVENIDA TOLOSA",43.3094,-2.0109,3,"spain","traffic","urban",2004-02-25,2021-01-16 00:00:00
"es1697a",41263,"o3","Ozone (air)","dymax","ug.m-3",3198,"San Sebastián",187417,"AVENIDA TOLOSA","AVENIDA TOLOSA",43.3094,-2.0109,3,"spain","traffic","urban",2004-02-25,2021-01-16 00:00:00
"es1697a",41264,"o3","Ozone (air)","hour","ug.m-3",72930,"San Sebastián",187417,"AVENIDA TOLOSA","AVENIDA TOLOSA",43.3094,-2.0109,3,"spain","traffic","urban",2004-02-25,2021-01-16 00:00:00
"es1697a",41265,"o3","Ozone (air)","hour8","ug.m-3",76568,"San Sebastián",187417,"AVENIDA TOLOSA","AVENIDA TOLOSA",43.3094,-2.0109,3,"spain","traffic","urban",2004-02-25,2021-01-16 00:00:00
"es1697a",41266,"no2","Nitrogen dioxide (air)","day","ug.m-3",2842,"San Sebastián",187417,"AVENIDA TOLOSA","AVENIDA TOLOSA",43.3094,-2.0109,3,"spain","traffic","urban",2004-02-25,2021-01-16 00:00:00
"es1697a",41267,"no2","Nitrogen dioxide (air)","hour","ug.m-3",67521,"San Sebastián",187417,"AVENIDA TOLOSA","AVENIDA TOLOSA",43.3094,-2.0109,3,"spain","traffic","urban",2004-02-25,2021-01-16 00:00:00
"es1697a",41274,"no","Nitrogen monoxide (air)","day","ug.m-3",2842,"San Sebastián",187417,"AVENIDA TOLOSA","AVENIDA TOLOSA",43.3094,-2.0109,3,"spain","traffic","urban",2004-02-25,2021-01-16 00:00:00
"es1697a",41275,"no","Nitrogen monoxide (air)","hour","ug.m-3",67521,"San Sebastián",187417,"AVENIDA TOLOSA","AVENIDA TOLOSA",43.3094,-2.0109,3,"spain","traffic","urban",2004-02-25,2021-01-16 00:00:00
