"date","variable","site","2013-2019.vs.2020"
2020-02-12,"no2","es0110a",-2.04819277108434
2020-02-12,"no2","es0115a",6.45286434760119
2020-02-12,"no2","es0118a",-9.06869309051955
2020-02-12,"o3","es0118a",-93.5164241448243
2020-02-12,"pm10","es0041a",-6.78605089538172
2020-02-12,"pm10","es0110a",7.08444010197764
2020-02-12,"pm10","es0118a",60.1277955271566
2020-02-12,"pm2.5","es0110a",-10.2693178957966
2020-02-12,"pm2.5","es0118a",125.287356321839
2020-02-13,"no","es0110a",-58.5005472455308
2020-02-13,"no","es0115a",-73.6774634646611
2020-02-13,"no","es0118a",-31.9942755911965
