fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,presMax,horaPresMax,presMin,horaPresMin,sol,siteAQ
2017-01-11,1495,VIGO AEROPUERTO,PONTEVEDRA,261,12.0,0.1,7.7,23:55,16.4,13:25,99.0,3.1,9.2,-2,998.2,-2.0,995.7,5.0,,es1137a
2017-01-12,1495,VIGO AEROPUERTO,PONTEVEDRA,261,9.0,3.8,6.7,23:45,11.3,18:30,33.0,1.1,11.4,20:28,997.4,-2.0,993.8,15.0,,es1137a
2017-01-13,1495,VIGO AEROPUERTO,PONTEVEDRA,261,6.8,0.1,3.5,23:59,10.0,13:08,34.0,1.7,10.3,13:32,1000.6,-2.0,997.3,1.0,,es1137a
2017-01-14,1495,VIGO AEROPUERTO,PONTEVEDRA,261,6.7,0.0,2.3,07:56,11.1,12:39,99.0,0.8,7.8,-2,1003.1,-2.0,1000.3,1.0,,es1137a
2017-01-15,1495,VIGO AEROPUERTO,PONTEVEDRA,261,7.6,0.0,3.1,08:11,12.0,12:24,99.0,1.4,7.2,-2,1003.9,-2.0,1001.8,16.0,,es1137a
2017-01-16,1495,VIGO AEROPUERTO,PONTEVEDRA,261,8.8,0.0,3.4,06:38,14.1,13:41,6.0,2.2,11.7,14:58,1001.9,0.0,996.5,24.0,,es1137a
2017-01-17,1495,VIGO AEROPUERTO,PONTEVEDRA,261,10.7,0.0,4.3,23:50,17.1,15:13,99.0,1.9,8.3,-2,996.5,0.0,991.4,21.0,,es1137a
2017-01-18,1495,VIGO AEROPUERTO,PONTEVEDRA,261,4.4,0.0,-0.5,23:54,9.3,15:06,7.0,3.1,11.7,-2,993.9,11.0,990.8,15.0,,es1137a
2017-01-19,1495,VIGO AEROPUERTO,PONTEVEDRA,261,2.6,0.0,-2.8,08:06,8.0,16:19,21.0,1.9,7.8,06:30,993.0,-2.0,988.8,16.0,,es1137a
2017-01-20,1495,VIGO AEROPUERTO,PONTEVEDRA,261,5.6,0.0,-0.9,-2,12.2,13:42,27.0,1.4,7.8,20:33,990.0,-2.0,987.7,15.0,,es1137a
2017-01-21,1495,VIGO AEROPUERTO,PONTEVEDRA,261,6.6,0.0,0.5,08:19,12.6,14:11,23.0,2.2,6.1,05:46,991.4,-2.0,989.1,2.0,,es1137a
2017-01-22,1495,VIGO AEROPUERTO,PONTEVEDRA,261,6.6,0.0,1.4,05:36,11.8,14:14,36.0,1.1,9.2,15:46,992.5,-2.0,989.8,15.0,,es1137a
2017-01-23,1495,VIGO AEROPUERTO,PONTEVEDRA,261,6.5,0.0,0.5,05:08,12.5,15:43,99.0,0.6,5.0,-2,994.7,-2.0,992.0,1.0,,es1137a
2017-01-24,1495,VIGO AEROPUERTO,PONTEVEDRA,261,6.2,0.0,0.2,07:02,12.2,14:38,29.0,2.2,7.2,18:24,996.6,-2.0,994.0,24.0,,es1137a
2017-01-25,1495,VIGO AEROPUERTO,PONTEVEDRA,261,6.0,0.4,-0.2,07:55,12.1,14:48,18.0,3.1,7.8,23:14,994.0,0.0,984.4,24.0,,es1137a
2017-01-26,1495,VIGO AEROPUERTO,PONTEVEDRA,261,9.8,19.0,8.0,22:59,11.5,14:21,99.0,4.4,12.5,-2,984.4,0.0,973.0,24.0,,es1137a
2017-01-27,1495,VIGO AEROPUERTO,PONTEVEDRA,261,7.4,12.7,4.7,22:31,10.0,14:32,28.0,2.8,12.5,13:36,987.6,-2.0,971.4,4.0,,es1137a
2017-01-28,1495,VIGO AEROPUERTO,PONTEVEDRA,261,8.0,7.5,5.1,00:00,11.0,14:32,99.0,1.9,7.8,-2,992.5,-2.0,987.3,1.0,,es1137a
2017-01-29,1495,VIGO AEROPUERTO,PONTEVEDRA,261,11.6,14.9,9.6,00:30,13.7,11:40,24.0,4.2,10.8,12:00,991.7,19.0,987.8,6.0,,es1137a
2017-01-30,1495,VIGO AEROPUERTO,PONTEVEDRA,261,11.8,2.1,10.3,23:12,13.3,05:22,99.0,5.6,14.4,-2,991.0,0.0,982.5,24.0,,es1137a
2017-01-31,1495,VIGO AEROPUERTO,PONTEVEDRA,261,9.8,25.7,9.1,04:42,10.6,00:58,17.0,1.9,11.7,02:30,984.4,-2.0,980.6,5.0,,es1137a
2017-02-01,1495,VIGO AEROPUERTO,PONTEVEDRA,261,10.4,17.1,9.1,07:30,11.8,13:44,99.0,5.8,16.4,-2,985.4,-2.0,975.3,24.0,,es1137a
2017-02-02,1495,VIGO AEROPUERTO,PONTEVEDRA,261,10.4,35.1,7.2,08:06,13.5,03:57,99.0,6.1,21.1,-2,982.5,-2.0,972.6,5.0,,es1137a
2017-02-03,1495,VIGO AEROPUERTO,PONTEVEDRA,261,11.6,22.2,9.2,02:37,14.0,21:56,22.0,8.3,31.4,22:21,982.7,-2.0,973.1,3.0,,es1137a
2017-02-04,1495,VIGO AEROPUERTO,PONTEVEDRA,261,11.3,40.3,9.3,23:29,13.3,13:30,99.0,8.1,22.2,-2,981.5,-2.0,977.1,15.0,,es1137a
2017-02-05,1495,VIGO AEROPUERTO,PONTEVEDRA,261,8.6,0.0,6.3,03:59,10.9,13:06,25.0,2.2,20.0,01:42,998.1,-2.0,980.7,0.0,,es1137a
2017-02-06,1495,VIGO AEROPUERTO,PONTEVEDRA,261,11.2,16.8,7.4,00:55,14.9,12:07,99.0,5.6,13.3,-2,998.1,0.0,992.9,23.0,,es1137a
2017-02-07,1495,VIGO AEROPUERTO,PONTEVEDRA,261,8.9,0.0,5.5,23:23,12.3,11:37,30.0,3.9,10.8,14:32,1001.8,-2.0,994.1,4.0,,es1137a
2017-02-08,1495,VIGO AEROPUERTO,PONTEVEDRA,261,7.0,0.0,1.6,07:26,12.4,15:00,1.0,2.2,6.1,11:26,1002.6,-2.0,994.2,24.0,,es1137a
2017-02-09,1495,VIGO AEROPUERTO,PONTEVEDRA,261,8.0,10.1,2.6,06:14,13.5,15:39,20.0,7.2,20.0,17:46,994.3,0.0,976.1,17.0,,es1137a
2017-02-10,1495,VIGO AEROPUERTO,PONTEVEDRA,261,7.0,0.7,3.5,05:03,10.4,15:08,10.0,4.4,11.7,18:58,981.0,-2.0,976.4,5.0,,es1137a
2017-02-11,1495,VIGO AEROPUERTO,PONTEVEDRA,261,9.6,0.0,5.0,23:04,14.1,14:16,10.0,2.8,17.5,11:52,981.5,-2.0,973.6,24.0,,es1137a
2017-02-12,1495,VIGO AEROPUERTO,PONTEVEDRA,261,7.8,8.6,4.1,04:18,11.6,15:04,11.0,2.5,12.8,11:19,973.6,0.0,961.9,16.0,,es1137a
2017-02-13,1495,VIGO AEROPUERTO,PONTEVEDRA,261,10.2,9.3,7.9,21:05,12.6,14:09,99.0,1.9,10.3,-2,981.7,-2.0,964.3,0.0,,es1137a
2017-02-14,1495,VIGO AEROPUERTO,PONTEVEDRA,261,10.1,5.9,7.7,01:49,12.5,13:25,17.0,4.7,12.8,12:34,993.0,-2.0,981.5,4.0,,es1137a
2017-02-15,1495,VIGO AEROPUERTO,PONTEVEDRA,261,14.2,0.0,9.4,00:25,18.9,14:45,99.0,1.7,6.7,-2,998.7,-2.0,993.0,0.0,,es1137a
2017-02-16,1495,VIGO AEROPUERTO,PONTEVEDRA,261,13.5,0.0,7.5,07:28,19.5,13:58,29.0,2.8,7.8,15:10,999.3,-2.0,997.4,15.0,,es1137a
2017-02-17,1495,VIGO AEROPUERTO,PONTEVEDRA,261,12.9,3.2,7.4,07:30,18.4,13:17,28.0,2.8,10.8,15:45,998.0,0.0,994.9,24.0,,es1137a
2017-02-18,1495,VIGO AEROPUERTO,PONTEVEDRA,261,9.4,3.9,5.8,23:56,13.0,14:02,29.0,1.4,10.8,15:59,995.0,0.0,990.3,15.0,,es1137a
2017-02-19,1495,VIGO AEROPUERTO,PONTEVEDRA,261,11.4,0.0,5.1,07:13,17.8,14:48,1.0,1.9,10.8,03:18,996.6,-2.0,992.0,0.0,,es1137a
2017-02-20,1495,VIGO AEROPUERTO,PONTEVEDRA,261,12.8,0.0,5.8,07:19,19.7,16:31,99.0,2.2,7.2,-2,996.6,0.0,992.7,16.0,,es1137a
2017-02-21,1495,VIGO AEROPUERTO,PONTEVEDRA,261,13.5,0.0,6.4,07:35,20.6,15:34,20.0,1.4,7.2,04:08,994.2,0.0,989.6,17.0,,es1137a
2017-02-22,1495,VIGO AEROPUERTO,PONTEVEDRA,261,14.4,0.0,8.0,07:39,20.9,15:11,26.0,2.5,9.7,15:53,990.6,0.0,986.6,24.0,,es1137a
2017-02-23,1495,VIGO AEROPUERTO,PONTEVEDRA,261,11.8,0.0,7.0,06:35,16.7,14:16,99.0,3.1,10.3,-2,987.2,-2.0,984.9,15.0,,es1137a
2017-02-24,1495,VIGO AEROPUERTO,PONTEVEDRA,261,12.6,0.0,7.8,07:08,17.5,13:44,,3.1,,,988.8,-2.0,986.7,3.0,,es1137a
2017-02-25,1495,VIGO AEROPUERTO,PONTEVEDRA,261,11.4,0.1,6.5,07:19,16.3,12:42,29.0,2.8,11.7,15:34,993.1,-2.0,988.3,4.0,,es1137a
2017-02-26,1495,VIGO AEROPUERTO,PONTEVEDRA,261,10.2,3.5,7.9,05:42,12.6,14:38,99.0,2.5,7.8,-2,993.1,0.0,988.5,24.0,,es1137a
2017-02-27,1495,VIGO AEROPUERTO,PONTEVEDRA,261,10.4,8.1,8.7,23:40,12.0,13:48,22.0,4.2,13.9,15:27,988.6,0.0,985.2,24.0,,es1137a
2017-02-28,1495,VIGO AEROPUERTO,PONTEVEDRA,261,10.4,13.4,8.7,00:00,12.0,14:33,27.0,3.3,13.3,07:02,989.9,-2.0,984.2,6.0,,es1137a
2017-03-01,1495,VIGO AEROPUERTO,PONTEVEDRA,261,10.6,1.2,8.9,01:17,12.3,14:11,99.0,4.2,10.8,-2,990.2,-2.0,987.8,4.0,,es1137a
2017-03-02,1495,VIGO AEROPUERTO,PONTEVEDRA,261,11.2,19.2,10.0,04:07,12.5,14:27,19.0,4.2,11.7,22:09,989.9,0.0,979.7,24.0,,es1137a
2017-03-03,1495,VIGO AEROPUERTO,PONTEVEDRA,261,7.2,26.5,3.9,23:02,10.4,00:00,23.0,3.1,14.4,04:00,979.7,0.0,971.7,9.0,,es1137a
2017-03-04,1495,VIGO AEROPUERTO,PONTEVEDRA,261,7.3,17.2,3.4,07:45,11.2,15:10,99.0,4.2,9.7,-2,981.5,-2.0,975.4,3.0,,es1137a
2017-03-05,1495,VIGO AEROPUERTO,PONTEVEDRA,261,11.0,12.3,8.7,00:00,13.3,15:17,20.0,3.3,12.5,19:25,992.2,-2.0,981.2,0.0,,es1137a
2017-03-06,1495,VIGO AEROPUERTO,PONTEVEDRA,261,12.4,3.6,9.4,21:57,15.5,15:19,24.0,3.1,12.8,00:19,1000.4,-2.0,991.9,1.0,,es1137a
2017-03-07,1495,VIGO AEROPUERTO,PONTEVEDRA,261,12.0,2.3,10.1,23:57,13.8,14:26,26.0,1.4,9.2,13:18,1000.4,-2.0,998.4,24.0,,es1137a
2017-03-08,1495,VIGO AEROPUERTO,PONTEVEDRA,261,13.2,0.0,9.3,05:49,17.2,16:08,4.0,0.8,6.1,10:42,998.6,-2.0,994.7,24.0,,es1137a
2017-03-09,1495,VIGO AEROPUERTO,PONTEVEDRA,261,17.2,0.0,9.4,04:39,25.0,15:35,27.0,2.8,8.9,16:50,995.3,-2.0,992.1,24.0,,es1137a
2017-03-10,1495,VIGO AEROPUERTO,PONTEVEDRA,261,19.0,0.0,12.4,05:38,25.5,14:24,99.0,2.8,9.7,-2,992.1,0.0,988.2,16.0,,es1137a
2017-03-11,1495,VIGO AEROPUERTO,PONTEVEDRA,261,12.8,6.3,8.5,23:17,17.1,00:00,26.0,2.8,10.3,05:48,995.6,-2.0,987.6,2.0,,es1137a
2017-03-12,1495,VIGO AEROPUERTO,PONTEVEDRA,261,10.6,1.3,7.8,23:30,13.5,12:24,36.0,4.7,15.0,17:08,1000.4,-2.0,993.8,4.0,,es1137a
2017-03-13,1495,VIGO AEROPUERTO,PONTEVEDRA,261,10.6,0.0,6.2,06:30,15.1,15:23,4.0,4.7,16.4,12:15,999.9,-2.0,997.2,16.0,,es1137a
2017-03-14,1495,VIGO AEROPUERTO,PONTEVEDRA,261,15.1,0.0,7.1,00:44,23.1,15:22,99.0,4.2,11.4,-2,998.8,-2.0,993.8,17.0,,es1137a
2017-03-15,1495,VIGO AEROPUERTO,PONTEVEDRA,261,16.4,0.0,8.3,06:57,24.4,14:49,27.0,2.8,12.8,15:51,995.6,0.0,989.0,17.0,,es1137a
2017-03-16,1495,VIGO AEROPUERTO,PONTEVEDRA,261,15.6,0.0,11.0,22:28,20.3,11:28,99.0,4.4,10.3,-2,989.7,-2.0,987.6,17.0,,es1137a
2017-03-17,1495,VIGO AEROPUERTO,PONTEVEDRA,261,16.6,0.0,9.1,05:08,24.1,14:40,27.0,2.2,8.3,15:45,991.2,-2.0,988.2,4.0,,es1137a
2017-03-18,1495,VIGO AEROPUERTO,PONTEVEDRA,261,15.0,0.0,8.3,07:05,21.6,13:44,19.0,2.5,7.2,07:38,992.4,-2.0,989.9,18.0,,es1137a
2017-03-19,1495,VIGO AEROPUERTO,PONTEVEDRA,261,13.8,0.0,8.3,04:45,19.4,14:46,27.0,2.2,12.8,16:46,990.6,-2.0,987.2,18.0,,es1137a
2017-03-20,1495,VIGO AEROPUERTO,PONTEVEDRA,261,10.5,6.7,7.7,02:01,13.3,14:57,27.0,2.5,8.3,15:05,990.4,-2.0,987.0,2.0,,es1137a
2017-03-21,1495,VIGO AEROPUERTO,PONTEVEDRA,261,10.3,11.4,7.0,08:00,13.6,12:40,24.0,3.3,10.3,13:52,991.9,12.0,987.8,24.0,,es1137a
2017-03-22,1495,VIGO AEROPUERTO,PONTEVEDRA,261,5.3,14.5,2.0,23:55,8.6,02:34,29.0,4.2,16.1,15:55,987.8,0.0,981.4,15.0,,es1137a
2017-03-23,1495,VIGO AEROPUERTO,PONTEVEDRA,261,5.4,3.0,1.1,03:12,9.8,15:46,99.0,1.1,9.7,-2,983.3,-2.0,980.3,15.0,,es1137a
2017-03-24,1495,VIGO AEROPUERTO,PONTEVEDRA,261,7.4,0.2,2.2,03:52,12.6,14:39,10.0,1.1,11.7,22:27,984.4,-2.0,981.9,16.0,,es1137a
2017-03-25,1495,VIGO AEROPUERTO,PONTEVEDRA,261,9.8,6.3,4.1,00:57,15.5,14:56,8.0,3.3,10.3,12:13,984.7,1.0,978.2,24.0,,es1137a
2017-03-26,1495,VIGO AEROPUERTO,PONTEVEDRA,261,9.4,13.0,5.8,06:55,13.0,13:46,19.0,2.8,11.4,11:27,978.8,-2.0,976.0,4.0,,es1137a
2017-03-27,1495,VIGO AEROPUERTO,PONTEVEDRA,261,10.8,0.4,7.8,06:55,13.8,16:52,19.0,5.8,11.7,11:48,992.0,-2.0,978.0,0.0,,es1137a
2017-03-28,1495,VIGO AEROPUERTO,PONTEVEDRA,261,13.6,0.0,9.6,02:06,17.6,15:20,99.0,6.7,13.9,-2,996.3,-2.0,991.8,1.0,,es1137a
2017-03-29,1495,VIGO AEROPUERTO,PONTEVEDRA,261,15.8,0.0,10.9,02:50,20.6,13:36,21.0,4.4,13.9,15:10,995.8,0.0,992.5,24.0,,es1137a
2017-03-30,1495,VIGO AEROPUERTO,PONTEVEDRA,261,15.6,4.5,10.2,21:28,20.9,11:55,21.0,7.2,18.1,16:22,992.5,0.0,987.1,15.0,,es1137a
2017-03-31,1495,VIGO AEROPUERTO,PONTEVEDRA,261,11.4,3.2,8.3,23:40,14.6,13:37,22.0,5.0,15.3,13:39,992.8,-2.0,989.1,5.0,,es1137a
2017-04-01,1495,VIGO AEROPUERTO,PONTEVEDRA,261,11.3,0.0,8.4,-2,14.2,14:26,29.0,4.7,10.3,09:41,996.0,-2.0,992.5,3.0,,es1137a
2017-04-02,1495,VIGO AEROPUERTO,PONTEVEDRA,261,12.6,0.0,6.0,05:43,19.3,14:57,99.0,2.5,10.8,-2,995.4,0.0,991.1,15.0,,es1137a
2017-04-03,1495,VIGO AEROPUERTO,PONTEVEDRA,261,13.7,0.0,7.5,06:25,19.9,13:09,25.0,1.7,10.8,-2,995.9,-2.0,991.6,2.0,,es1137a
2017-04-04,1495,VIGO AEROPUERTO,PONTEVEDRA,261,15.2,0.0,7.4,05:46,23.0,15:06,,4.2,,,995.7,0.0,992.3,16.0,,es1137a
2017-04-05,1495,VIGO AEROPUERTO,PONTEVEDRA,261,15.5,0.0,7.8,06:40,23.2,14:50,99.0,2.8,9.7,-2,992.8,-2.0,989.6,16.0,,es1137a
2017-04-06,1495,VIGO AEROPUERTO,PONTEVEDRA,261,15.8,0.0,9.3,04:22,22.2,12:20,26.0,3.9,9.7,15:06,991.8,-2.0,988.4,24.0,,es1137a
2017-04-07,1495,VIGO AEROPUERTO,PONTEVEDRA,261,18.2,0.0,11.4,05:42,25.0,12:47,27.0,3.3,13.3,15:43,988.4,0.0,986.4,16.0,,es1137a
2017-04-08,1495,VIGO AEROPUERTO,PONTEVEDRA,261,17.1,0.0,11.6,06:09,22.6,12:26,99.0,3.3,8.9,-2,988.6,-2.0,986.8,2.0,,es1137a
2017-04-09,1495,VIGO AEROPUERTO,PONTEVEDRA,261,18.4,0.0,11.8,-2,24.9,13:07,99.0,2.5,7.2,-2,990.2,-2.0,987.0,4.0,,es1137a
2017-04-10,1495,VIGO AEROPUERTO,PONTEVEDRA,261,21.2,0.0,14.6,06:36,27.8,12:42,26.0,2.5,10.8,-2,992.9,-2.0,990.2,0.0,,es1137a
2017-04-11,1495,VIGO AEROPUERTO,PONTEVEDRA,261,19.1,0.0,12.4,06:19,25.8,15:06,28.0,3.1,9.7,13:09,992.5,-2.0,989.7,19.0,,es1137a
2017-04-12,1495,VIGO AEROPUERTO,PONTEVEDRA,261,17.3,0.0,10.5,05:49,24.1,15:39,99.0,2.5,8.3,-2,990.3,0.0,988.3,19.0,,es1137a
2017-04-13,1495,VIGO AEROPUERTO,PONTEVEDRA,261,15.2,0.0,10.1,05:59,20.2,12:18,29.0,3.9,11.7,16:43,991.2,-2.0,987.5,4.0,,es1137a
2017-04-14,1495,VIGO AEROPUERTO,PONTEVEDRA,261,14.6,0.0,11.2,23:58,18.0,14:51,25.0,2.8,9.7,18:54,992.5,-2.0,990.4,3.0,,es1137a
2017-04-15,1495,VIGO AEROPUERTO,PONTEVEDRA,261,15.0,0.0,8.4,05:22,21.6,15:41,31.0,2.2,11.7,16:44,993.2,-2.0,989.9,18.0,,es1137a
2017-04-16,1495,VIGO AEROPUERTO,PONTEVEDRA,261,17.6,0.0,10.0,06:38,25.3,13:27,99.0,3.3,10.3,-2,991.0,0.0,988.1,19.0,,es1137a
2017-04-17,1495,VIGO AEROPUERTO,PONTEVEDRA,261,16.2,0.0,10.2,05:19,22.3,13:41,28.0,2.8,11.7,14:54,989.4,0.0,987.6,24.0,,es1137a
2017-04-18,1495,VIGO AEROPUERTO,PONTEVEDRA,261,15.5,0.0,11.2,05:42,19.8,13:06,19.0,3.3,7.2,-2,988.0,-2.0,984.5,18.0,,es1137a
2017-04-19,1495,VIGO AEROPUERTO,PONTEVEDRA,261,18.4,0.0,11.8,05:20,24.9,14:17,9.0,2.8,13.9,09:23,985.1,-2.0,981.2,16.0,,es1137a
2017-04-20,1495,VIGO AEROPUERTO,PONTEVEDRA,261,19.9,0.0,12.7,00:00,27.1,15:29,99.0,1.9,11.7,-2,986.7,-2.0,982.6,1.0,,es1137a
2017-04-21,1495,VIGO AEROPUERTO,PONTEVEDRA,261,20.2,0.0,13.1,23:20,27.3,14:02,29.0,3.1,12.5,16:37,990.3,-2.0,986.7,0.0,,es1137a
2017-04-22,1495,VIGO AEROPUERTO,PONTEVEDRA,261,18.2,0.0,11.3,05:21,25.1,11:16,26.0,4.2,9.7,16:16,990.8,-2.0,988.0,18.0,,es1137a
2017-04-23,1495,VIGO AEROPUERTO,PONTEVEDRA,261,17.3,0.0,11.3,05:39,23.3,11:58,99.0,2.5,8.9,-2,988.1,0.0,985.2,-2.0,,es1137a
2017-04-24,1495,VIGO AEROPUERTO,PONTEVEDRA,261,15.8,0.0,10.3,05:38,21.3,12:00,99.0,3.9,9.7,-2,985.2,0.0,983.3,16.0,,es1137a
2017-04-25,1495,VIGO AEROPUERTO,PONTEVEDRA,261,12.9,0.0,9.1,23:55,16.7,13:38,4.0,1.7,11.4,23:38,983.5,-2.0,981.2,17.0,,es1137a
2017-04-26,1495,VIGO AEROPUERTO,PONTEVEDRA,261,11.0,0.0,6.3,-2,15.7,13:44,4.0,7.5,16.4,18:38,985.1,-2.0,983.1,3.0,,es1137a
2017-04-27,1495,VIGO AEROPUERTO,PONTEVEDRA,261,10.8,0.0,3.7,05:55,17.9,13:58,99.0,5.6,15.3,-2,987.4,-2.0,984.2,17.0,,es1137a
2017-04-28,1495,VIGO AEROPUERTO,PONTEVEDRA,261,13.6,0.0,6.4,06:03,20.8,14:07,99.0,3.1,11.4,-2,986.6,0.0,981.0,16.0,,es1137a
2017-04-29,1495,VIGO AEROPUERTO,PONTEVEDRA,261,11.8,10.4,6.8,05:04,16.9,10:09,27.0,5.8,14.4,14:35,981.1,0.0,975.7,24.0,,es1137a
2017-04-30,1495,VIGO AEROPUERTO,PONTEVEDRA,261,8.9,2.6,5.4,23:00,12.4,10:50,26.0,5.8,18.6,11:07,989.1,-2.0,973.4,3.0,,es1137a
2017-05-01,1495,VIGO AEROPUERTO,PONTEVEDRA,261,9.9,0.0,5.2,05:50,14.6,13:40,99.0,3.6,9.7,-2,992.7,-2.0,989.1,0.0,,es1137a
2017-05-02,1495,VIGO AEROPUERTO,PONTEVEDRA,261,14.4,0.0,6.8,04:18,22.1,12:45,99.0,1.1,9.2,-2,991.8,0.0,986.3,24.0,,es1137a
2017-05-03,1495,VIGO AEROPUERTO,PONTEVEDRA,261,19.4,0.0,12.0,05:11,26.8,12:27,27.0,2.8,10.3,14:53,986.3,0.0,979.0,24.0,,es1137a
2017-05-04,1495,VIGO AEROPUERTO,PONTEVEDRA,261,19.9,6.7,14.7,22:49,25.1,12:06,27.0,4.4,12.8,16:06,979.0,0.0,974.3,24.0,,es1137a
2017-05-05,1495,VIGO AEROPUERTO,PONTEVEDRA,261,13.0,9.6,10.2,22:57,15.7,15:19,21.0,3.9,13.9,10:27,982.0,24.0,973.1,2.0,,es1137a
2017-05-06,1495,VIGO AEROPUERTO,PONTEVEDRA,261,14.8,0.3,9.8,03:06,19.7,14:52,99.0,5.0,11.7,-2,990.1,-2.0,982.0,0.0,,es1137a
2017-05-07,1495,VIGO AEROPUERTO,PONTEVEDRA,261,18.2,0.0,11.3,05:27,25.2,13:13,26.0,2.8,9.7,16:51,991.3,9.0,986.8,24.0,,es1137a
2017-05-08,1495,VIGO AEROPUERTO,PONTEVEDRA,261,20.4,0.0,13.9,05:30,26.8,13:30,99.0,2.5,8.9,-2,987.0,-2.0,981.1,24.0,,es1137a
2017-05-09,1495,VIGO AEROPUERTO,PONTEVEDRA,261,17.2,8.3,12.8,23:18,21.5,11:42,26.0,3.3,10.3,15:17,981.1,0.0,974.2,24.0,,es1137a
2017-05-10,1495,VIGO AEROPUERTO,PONTEVEDRA,261,14.5,15.5,12.0,23:32,17.0,14:01,18.0,4.2,11.7,12:32,974.2,0.0,964.4,21.0,,es1137a
2017-05-11,1495,VIGO AEROPUERTO,PONTEVEDRA,261,14.4,31.0,11.6,01:20,17.1,13:25,24.0,6.4,14.4,13:37,969.4,22.0,963.5,2.0,,es1137a
2017-05-12,1495,VIGO AEROPUERTO,PONTEVEDRA,261,13.8,10.4,10.9,23:58,16.7,11:59,24.0,3.6,11.7,16:09,982.5,-2.0,968.9,1.0,,es1137a
2017-05-13,1495,VIGO AEROPUERTO,PONTEVEDRA,261,14.0,5.9,10.0,04:52,17.9,11:44,23.0,5.3,15.0,12:03,989.9,-2.0,982.4,3.0,,es1137a
2017-05-14,1495,VIGO AEROPUERTO,PONTEVEDRA,261,16.6,0.0,13.1,-2,20.1,14:50,19.0,6.1,12.2,15:00,995.8,24.0,989.8,2.0,,es1137a
2017-05-15,1495,VIGO AEROPUERTO,PONTEVEDRA,261,19.7,0.0,14.7,04:40,24.7,14:38,25.0,2.8,9.7,14:52,996.4,-2.0,994.8,4.0,,es1137a
2017-05-16,1495,VIGO AEROPUERTO,PONTEVEDRA,261,20.3,0.1,14.7,05:52,25.9,13:31,99.0,3.3,10.3,-2,995.5,0.0,991.6,24.0,,es1137a
2017-05-17,1495,VIGO AEROPUERTO,PONTEVEDRA,261,14.4,0.0,10.5,23:41,18.3,09:51,29.0,3.3,11.4,08:33,991.6,0.0,989.9,18.0,,es1137a
2017-05-18,1495,VIGO AEROPUERTO,PONTEVEDRA,261,12.6,0.1,8.5,03:07,16.6,10:44,99.0,3.6,12.8,-2,994.0,-2.0,990.3,3.0,,es1137a
2017-05-19,1495,VIGO AEROPUERTO,PONTEVEDRA,261,12.8,0.0,8.8,04:49,16.8,15:17,29.0,2.8,11.7,16:05,995.2,-2.0,992.6,4.0,,es1137a
2017-05-20,1495,VIGO AEROPUERTO,PONTEVEDRA,261,16.2,0.0,9.1,05:28,23.3,17:16,27.0,1.9,7.8,15:56,994.5,0.0,986.0,24.0,,es1137a
2017-05-21,1495,VIGO AEROPUERTO,PONTEVEDRA,261,21.4,0.0,14.6,23:56,28.2,13:13,99.0,1.4,12.8,16:21,986.0,0.0,981.0,14.0,,es1137a
