"code","date","ws","wd","atmos_pres"
"080230-99999",2013-06-06,3.925,269.305259439091,1014.2
"080230-99999",2013-06-07,2.0375,303.944549500663,1015.775
"080230-99999",2013-06-08,7.2125,275.318409779838,1013.35
"080230-99999",2013-06-09,8.6875,284.894128198099,1013.275
"080230-99999",2013-06-10,3.5375,96.7091860585979,1017.75
"080230-99999",2013-06-11,3.3375,102.706985447556,1018.2875
"080230-99999",2013-06-12,2.825,267.233945478636,1019.9625
"080230-99999",2013-06-13,3.325,48.0237118668982,1022.875
"080230-99999",2013-06-14,4.3875,73.825104818938,1018.6
"080230-99999",2013-06-15,3.3375,63.4357648057182,1020.125
"080230-99999",2013-06-16,2.85,61.2103976343407,1012.675
"080230-99999",2013-06-17,3.05,294.578495910681,1010.5125
"080230-99999",2013-06-18,2.6625,283.168166142109,1014.775
"080230-99999",2013-06-19,6.6875,262.947850207926,1015.6375
"080230-99999",2013-06-20,7.775,277.148886615564,1018.3875
"080230-99999",2013-06-21,4.95,272.28419643458,1021.65
"080230-99999",2013-06-22,2.8875,283.116926481155,1023.875
"080230-99999",2013-06-23,4.825,304.934250432322,1028.35
"080230-99999",2013-06-24,3.35,53.7179823038175,1029.6125
"080230-99999",2013-06-25,4.1375,77.8466404475193,1029.3
"080230-99999",2013-06-26,4.5875,86.3926548310923,1028.65
"080230-99999",2013-06-27,2.325,0.696601839329177,1028.6625
"080230-99999",2013-06-28,2.87142857142857,309.851826441551,1029.07142857143
"080230-99999",2013-06-29,2.7,35.6492894384755,1029.725
"080230-99999",2013-06-30,4.9,78.5246256171113,1024.2625
"080230-99999",2013-07-01,2.3125,52.6496095435289,1019.5125
"080230-99999",2013-07-02,2.27142857142857,311.383753445241,1017.91428571429
"080230-99999",2013-07-03,5.025,266.412800109862,1021.95
"080230-99999",2013-07-04,5.0125,81.0392286673304,1025.075
"080230-99999",2013-07-05,6.5625,81.4419823073494,1024.7375
"080230-99999",2013-07-06,3.65,79.2116271689138,1024.0375
"080230-99999",2013-07-07,1.8,55.8045504506349,1024.3
"080230-99999",2013-07-08,2.375,88.0557987955278,1021.4625
"080230-99999",2013-07-09,2.075,273.992512412939,1017.9
"080230-99999",2013-07-10,3.5375,272.865033770878,1015.3875
"080230-99999",2013-07-11,3.2875,26.1772372353421,1014.225
"080230-99999",2013-07-12,2.5625,53.5467992861938,1014.9125
"080230-99999",2013-07-13,3.2125,275.273760915993,1018.0375
"080230-99999",2013-07-14,3.2875,277.023882856003,1020.775
"080230-99999",2013-07-15,2.5625,56.7733828739195,1021.575
"080230-99999",2013-07-16,2.78571428571429,257.034840251444,1021.41428571429
"080230-99999",2013-07-17,3.225,276.545900062803,1023.2125
"080230-99999",2013-07-18,3.3375,64.9007935278103,1020.825
"080230-99999",2013-07-19,4.7625,92.7972069204381,1015.75
"080230-99999",2013-07-20,2.7,289.108668774216,1013.975
"080230-99999",2013-07-21,2.7,270.253667604537,1015.4
"080230-99999",2013-07-22,2.8875,280.483210823849,1016.3875
"080230-99999",2013-07-23,4.45,263.67363011997,1016.5
"080230-99999",2013-07-24,2.8875,82.8573186540385,1016.9875
"080230-99999",2013-07-25,1.725,38.4723973832566,1015.6375
"080230-99999",2013-07-26,4.5625,265.891608095429,1012.6625
"080230-99999",2013-07-27,2.975,278.456535425585,1009.4
"080230-99999",2013-07-28,3.975,182.773362084525,1012.8
"080230-99999",2013-07-29,3.5375,123.313556641747,1022.3875
"080230-99999",2013-07-30,2.4625,109.200059942623,1024.05
"080230-99999",2013-07-31,5.325,125.69327155483,1015.55
"080230-99999",2013-08-01,2.9,294.650947273933,1011.275
"080230-99999",2013-08-02,3.075,328.992183943609,1014.05
"080230-99999",2013-08-03,3.9125,7.20921353228989,1021.925
"080230-99999",2013-08-04,3.925,90.7639223845178,1020.9375
"080230-99999",2013-08-05,3.4625,285.280689579263,1018.625
"080230-99999",2013-08-06,2.4375,196.36525681013,1016.275
"080230-99999",2013-08-07,2.9625,270.300488835039,1014.5875
"080230-99999",2013-08-08,5.3375,283.338925832758,1022.4375
"080230-99999",2013-08-09,2.325,71.4938108044459,1026.625
"080230-99999",2013-08-10,3.9375,86.6697635923824,1024.8
"080230-99999",2013-08-11,4.8875,85.222011680221,1020.25
"080230-99999",2013-08-12,3.2625,53.6091438090323,1018.825
"080230-99999",2013-08-13,3.15,59.8629983211837,1022.9375
"080230-99999",2013-08-14,4.325,90.0256095946766,1022.275
"080230-99999",2013-08-15,2.6375,89.7472474463294,1019.8
"080230-99999",2013-08-16,2.7,283.135269041989,1020.175
"080230-99999",2013-08-17,2.6625,92.0242680848837,1020.2875
"080230-99999",2013-08-18,2.6,289.756164328793,1018.7625
"080230-99999",2013-08-19,2.6875,266.984789437601,1024.0125
"080230-99999",2013-08-20,6.6375,90.5491932662377,1024.1
"080230-99999",2013-08-21,5.5125,95.0870769368977,1017.275
"080230-99999",2013-08-22,5.21428571428571,265.575638180627,1015.55714285714
"080230-99999",2013-08-23,3.35,262.843198668273,1017.65
"080230-99999",2013-08-24,4.4375,300.419248840025,1021.5125
"080230-99999",2013-08-25,3.8125,266.138104199624,1018.2
"080230-99999",2013-08-26,4.2,264.350005878961,1015.8125
"080230-99999",2013-08-27,2.5875,312.502438869107,1018.275
"080230-99999",2013-08-28,3.275,29.4917322807438,1020.3375
"080230-99999",2013-08-29,2.3375,270.241052677305,1022.55
"080230-99999",2013-08-30,2.6375,296.04929622089,1023.75
"080230-99999",2013-08-31,2.775,249.204249112913,1026.075
"080230-99999",2013-09-01,3.0375,91.630799524803,1026.7125
"080230-99999",2013-09-02,5.225,92.5709489447787,1025.45
"080230-99999",2013-09-03,3.6,96.0922074661237,1021.7125
"080230-99999",2013-09-04,2.575,265.539221768541,1017.3125
"080230-99999",2013-09-05,3.6625,262.81870861282,1014.7125
"080230-99999",2013-09-06,3.6,264.717784096118,1015.275
"080230-99999",2013-09-07,3.525,39.9104882865737,1018.475
"080230-99999",2013-09-08,1.8125,196.630334936386,1023.425
"080230-99999",2013-09-09,3.85,239.997340369517,1025.4
"080230-99999",2013-09-10,4.1,359.788506639679,1024.4
"080230-99999",2013-09-11,3.4125,15.7702897057971,1024.875
"080230-99999",2013-09-12,2.6375,231.675720612662,1024.8625
"080230-99999",2013-09-13,3.925,121.378237676633,1024.3625
"080230-99999",2013-09-14,4.575,268.33354584197,1020.4375
"080230-99999",2013-09-15,2.625,321.492024273139,1020.9625
"080230-99999",2013-09-16,4.45,270.540456542981,1017.275
"080230-99999",2013-09-17,5.4,278.518950540808,1018.6375
"080230-99999",2013-09-18,5.9125,272.733467921437,1017.65
"080230-99999",2013-09-19,4.1875,298.448496907381,1020.9375
"080230-99999",2013-09-20,2.625,256.617936987172,1022.4125
"080230-99999",2013-09-21,4.5125,97.5677117675025,1024.65
"080230-99999",2013-09-22,4.825,97.1743463870091,1021.725
"080230-99999",2013-09-23,2.25,128.866850893096,1015.875
"080230-99999",2013-09-24,4.3625,265.540336165491,1013.9625
"080230-99999",2013-09-25,1.925,85.3120682736767,1010.9625
"080230-99999",2013-09-26,2.75,101.591476972833,1010.0625
"080230-99999",2013-09-27,4.9625,185.506631616859,1007
"080230-99999",2013-09-28,6.7625,195.920345241706,1001.925
"080230-99999",2013-09-29,3.3375,245.052780809689,1005.6875
"080230-99999",2013-09-30,3.675,99.4835792525698,1005.4375
"080230-99999",2013-10-01,3.9375,179.005492377582,1005.55
"080230-99999",2013-10-02,1.9875,96.0586287832294,1007.9125
"080230-99999",2013-10-03,4.6875,194.012903098725,1006.2625
"080230-99999",2013-10-04,3.5875,111.110972458318,1016.3875
"080230-99999",2013-10-05,3.8625,256.328536071257,1024.6625
"080230-99999",2013-10-06,3.38571428571429,170.783146840931,1026.35714285714
"080230-99999",2013-10-07,4.3875,106.935066114147,1024.3375
"080230-99999",2013-10-08,3.3375,145.294802249927,1025.5
"080230-99999",2013-10-09,2.225,105.294145156751,1024.7125
"080230-99999",2013-10-10,4.5,107.38303135183,1020.625
"080230-99999",2013-10-11,3.625,249.530291833653,1018.3875
"080230-99999",2013-10-12,4.0375,221.267283774696,1018.125
"080230-99999",2013-10-13,2.95,230.694923966078,1018.825
"080230-99999",2013-10-14,2.825,221.485617188685,1018.525
"080230-99999",2013-10-15,2.3875,222.954731691281,1016.0375
"080230-99999",2013-10-16,3.5375,222.149571616358,1019.25
"080230-99999",2013-10-17,4.3125,102.168261384013,1018.075
"080230-99999",2013-10-18,4.48571428571429,179.637761786588,1009.04285714286
"080230-99999",2013-10-19,4.9625,206.332494091457,1009.95
"080230-99999",2013-10-20,5.5375,198.649944521594,1014.05
"080230-99999",2013-10-21,7.7875,201.542231677905,1009.575
"080230-99999",2013-10-22,9.2625,190.135238860996,1001.5125
"080230-99999",2013-10-23,5.125,146.097762704153,1010.15
"080230-99999",2013-10-24,7.3375,194.261151746233,1006.6125
"080230-99999",2013-10-25,6.6875,190.06728944744,1008.175
"080230-99999",2013-10-26,2.9625,225.059135527032,1015.5625
"080230-99999",2013-10-27,6.3125,192.884387407725,1017.4
"080230-99999",2013-10-28,7.725,253.055269204579,1014.875
"080230-99999",2013-10-29,7.5125,275.492164638977,1023.2125
"080230-99999",2013-10-30,3.1375,192.443736295857,1026.425
"080230-99999",2013-10-31,3.65,158.049827617069,1024.6875
"080230-99999",2013-11-01,5.275,197.517117379038,1016.875
"080230-99999",2013-11-02,3.5375,277.847026324319,1014.9125
"080230-99999",2013-11-03,6.1125,277.071483637187,1019.225
"080230-99999",2013-11-04,8.0375,275.101296811529,1009.5625
"080230-99999",2013-11-05,10.875,283.099124997555,1014.25
"080230-99999",2013-11-06,2.7125,187.978817930758,1018.675
"080230-99999",2013-11-07,3.4875,167.140836294954,1016.35
"080230-99999",2013-11-08,8.6875,282.299656378801,1016.4625
"080230-99999",2013-11-09,8.875,260.907898118384,1021.5125
"080230-99999",2013-11-10,11.0125,285.425134299362,1027
"080230-99999",2013-11-11,6.175,292.494640794542,1030.2375
"080230-99999",2013-11-12,2.7875,271.322238299569,1028.4375
"080230-99999",2013-11-13,6.5625,7.50348230795434,1029.3
"080230-99999",2013-11-14,6.9375,339.405824716278,1033.8
"080230-99999",2013-11-15,12.1,14.6868369449969,1027.8375
"080230-99999",2013-11-16,4.125,0.262994657911637,1024.625
"080230-99999",2013-11-17,6.05,353.190382904548,1019.675
"080230-99999",2013-11-18,7.3875,332.020940797002,1013.1375
"080230-99999",2013-11-19,8.6875,346.389205888208,1016.2125
"080230-99999",2013-11-20,8.5625,328.94269736748,1020.0875
"080230-99999",2013-11-21,12.8,305.549482291048,1009.5
"080230-99999",2013-11-22,5.775,3.52057443244152,1013.925
"080230-99999",2013-11-23,7.9,19.404559928912,1019.375
"080230-99999",2013-11-24,7.8125,21.769057776635,1024.75
"080230-99999",2013-11-25,7.2875,40.4887774782269,1031.4375
"080230-99999",2013-11-26,6.7625,65.3874514196061,1033.5
"080230-99999",2013-11-27,5.075,81.7998340830255,1031.8
"080230-99999",2013-11-28,3.225,147.188315818167,1031.45
"080230-99999",2013-11-29,3.225,229.233762099398,1033.1125
"080230-99999",2013-11-30,8.875,12.3090722068118,1026.7
"080230-99999",2013-12-01,7.925,54.047842262611,1027.1625
"080230-99999",2013-12-02,3.925,35.145267619424,1025.95
"080230-99999",2013-12-03,2.71428571428571,173.139305046187,1026.12857142857
"080230-99999",2013-12-04,3.075,201.74943342988,1030.6375
"080230-99999",2013-12-05,2.1875,85.9380864233512,1033.1375
"080230-99999",2013-12-06,3.0875,130.342331562134,1032.3625
"080230-99999",2013-12-07,5.875,107.845756666817,1026.95
"080230-99999",2013-12-08,2.7125,226.121261043634,1027.1125
"080230-99999",2013-12-09,2.3875,198.905492360588,1028.325
"080230-99999",2013-12-10,1.9375,165.246556907728,1028.3125
"080230-99999",2013-12-11,8.175,190.280997045159,1023.9625
"080230-99999",2013-12-12,2.94285714285714,181.731349033237,1025.9
"080230-99999",2013-12-13,2.4375,278.694721028506,1025.975
"080230-99999",2013-12-14,4.0375,217.305976394731,1032.475
"080230-99999",2013-12-15,2.25,206.775302079119,1029.0375
"080230-99999",2013-12-16,3.9,204.02438689378,1023.9625
"080230-99999",2013-12-17,4.5875,213.2262490983,1023.6875
"080230-99999",2013-12-18,6.04285714285714,197.580457243102,1019.4
"080230-99999",2013-12-19,7.4625,269.308878882134,1014.8
"080230-99999",2013-12-20,5.7125,289.41444516153,1030.75
"080230-99999",2013-12-21,2.6375,190.042402095668,1029.75
"080230-99999",2013-12-22,5.15,204.178938679476,1026.9375
"080230-99999",2013-12-23,7.725,194.463009896824,1017.5875
"080230-99999",2013-12-24,8.9625,204.926790892064,996.325
"080230-99999",2013-12-25,6.3125,260.80985552684,994.8125
"080230-99999",2013-12-26,9.075,267.393990781094,1009.2875
"080230-99999",2013-12-27,6.9625,208.088242289171,1004.35
"080230-99999",2013-12-28,11.3142857142857,292.748067507574,1012.41428571429
"080230-99999",2013-12-29,6.175,269.673282540895,1026.55
"080230-99999",2013-12-30,5.725,192.147925647566,1022.6125
"080230-99999",2013-12-31,7.7375,209.314517605537,1014.475
"080230-99999",2014-01-01,6.9625,190.631931994279,1008.2875
"080230-99999",2014-01-02,4.125,196.245664818498,1007.3625
"080230-99999",2014-01-03,2.8875,144.824970965595,1012.6125
"080230-99999",2014-01-04,9.6625,241.623170594285,1006.9875
"080230-99999",2014-01-05,6.1,193.054518931905,1012.725
"080230-99999",2014-01-06,8.74285714285714,191.088388037308,1009.84285714286
"080230-99999",2014-01-07,5.6625,195.598211051278,1013.3625
"080230-99999",2014-01-08,7.8,190.685813376764,1015.2625
"080230-99999",2014-01-09,3.6625,224.734711600417,1017.8625
"080230-99999",2014-01-10,2.5125,245.067056586463,1016.0875
"080230-99999",2014-01-11,3.6,103.21086556341,1018.75714285714
"080230-99999",2014-01-12,4.7,204.756313574135,1017.325
"080230-99999",2014-01-13,2.9125,211.959832129309,1017.85
"080230-99999",2014-01-14,5.2625,275.847146040744,1013.25
"080230-99999",2014-01-15,5.1625,198.877338233276,1010.775
"080230-99999",2014-01-16,4.8125,217.896708198559,1004.65
"080230-99999",2014-01-17,8.8875,199.053037722502,997.3
"080230-99999",2014-01-18,6.54285714285714,234.549187151872,993.642857142857
"080230-99999",2014-01-19,6.825,258.198053412671,1000.1375
"080230-99999",2014-01-20,8.1,295.27693184075,1014.15
"080230-99999",2014-01-21,3.5875,195.024240729937,1014.225
"080230-99999",2014-01-22,7.65,288.753017036408,1014.85
"080230-99999",2014-01-23,8.05,288.880732058559,1026.2375
"080230-99999",2014-01-24,11.7,285.994028638624,1025.7
"080230-99999",2014-01-25,9.5125,287.559731336998,1026.9625
"080230-99999",2014-01-26,4.8375,272.35069409499,1021.9
"080230-99999",2014-01-27,11.9875,283.25083320256,1012.7125
"080230-99999",2014-01-28,8.75,257.418501920151,1001.15
"080230-99999",2014-01-29,9.7125,290.691361565226,998.0875
"080230-99999",2014-01-30,8.1,261.532047753245,1007.475
"080230-99999",2014-01-31,5.925,277.127781263503,1008.4375
"080230-99999",2014-02-01,12.0125,279.046654429899,1009.2375
"080230-99999",2014-02-02,4.2375,250.123300074863,1017.0375
"080230-99999",2014-02-03,8.3625,227.728835432396,1004.85
"080230-99999",2014-02-04,8.1,203.771880206091,1003.6875
"080230-99999",2014-02-05,3.9,262.58963703606,1004.51428571429
"080230-99999",2014-02-06,8.95,207.125717865939,998.7875
"080230-99999",2014-02-07,8.4375,254.029603647493,1008.6
"080230-99999",2014-02-08,9.325,260.777018670464,1002.425
"080230-99999",2014-02-09,7.5875,195.445419804796,999.7625
"080230-99999",2014-02-10,13.3125,278.836556507683,1003.25
"080230-99999",2014-02-11,8.9375,234.734049935205,1011.0875
"080230-99999",2014-02-12,5.025,202.390053260585,1012.475
"080230-99999",2014-02-13,7.0625,248.44179944198,1010.3625
"080230-99999",2014-02-14,7.8,199.373866288981,1001.1125
"080230-99999",2014-02-15,3.075,286.04424640603,1009.35
"080230-99999",2014-02-16,3.5375,225.901154609288,1016.3375
"080230-99999",2014-02-17,6.5125,200.725478449004,1008.4
"080230-99999",2014-02-18,2.9125,237.505509074288,1016.4
"080230-99999",2014-02-19,4.1875,276.498971230244,1021.45
"080230-99999",2014-02-20,3.8125,270.095741292814,1016.8875
"080230-99999",2014-02-21,7.6125,282.936143606136,1019.85
"080230-99999",2014-02-22,4.1,186.709030180992,1020.975
"080230-99999",2014-02-23,5.2625,174.307957718135,1013.225
"080230-99999",2014-02-24,6.45,213.059539160042,1010.9125
"080230-99999",2014-02-25,6.6875,250.045130876845,1013.85
"080230-99999",2014-02-26,8.08571428571429,277.365796253881,1024.52857142857
"080230-99999",2014-02-27,5.6625,261.508020102521,1024.75
"080230-99999",2014-02-28,11.1875,295.611765590665,1017.175
"080230-99999",2014-03-01,6.17142857142857,276.50523835262,1006.05714285714
"080230-99999",2014-03-02,4.05,292.317761814905,1004.65
"080230-99999",2014-03-03,14.8625,281.518356986205,1004.6875
"080230-99999",2014-03-04,9.65,286.269348892823,1012.8125
"080230-99999",2014-03-05,8.6125,300.306149853557,1019.825
"080230-99999",2014-03-06,3.425,108.215322109754,1024.7625
"080230-99999",2014-03-07,3.0125,248.358059499743,1024.2875
"080230-99999",2014-03-08,2.7,120.26902715808,1019.5625
"080230-99999",2014-03-09,5.925,197.620281998931,1018.625
"080230-99999",2014-03-10,4.55,260.343034761813,1023.4
"080230-99999",2014-03-11,2.8875,290.820778194592,1024.55
"080230-99999",2014-03-12,2.6625,233.439297789857,1024.625
"080230-99999",2014-03-13,2.25,66.0997879042752,1025.125
"080230-99999",2014-03-14,2.75,233.965793730678,1027.475
"080230-99999",2014-03-15,2.85,299.685945069676,1033.225
"080230-99999",2014-03-16,3.6,90.8517903066875,1030.9375
"080230-99999",2014-03-17,4.375,85.4159523002893,1023.0125
"080230-99999",2014-03-18,3.9125,286.402067801845,1027
"080230-99999",2014-03-19,5.1625,95.7961598499655,1026.075
"080230-99999",2014-03-20,2.5875,251.142474178182,1017.9375
"080230-99999",2014-03-21,2.9625,289.257270864867,1017.1
