"usaf","wban","station","ctry","st","call","latitude","longitude","elev(m)","begin","end","code","longr","latr","dist","siteAQ"
"083590","99999","ALICANTE","SP",NA,NA,38.367,-0.5,82,1973-01-01,2021-02-08,"083590-99999",-0.00872664625997165,0.669630474112664,2.58633915938344,"es1635a"
"083600","99999","ALICANTE","SP",NA,"LEAL",38.282,-0.558,43.3,1973-01-01,2021-02-08,"083600-99999",-0.00973893722612836,0.668146944248469,11.4243923201987,"es1635a"
"084330","99999","MURCIA SAN JAVIER","SP",NA,"LELC",37.775,-0.812,3.4,1973-01-01,2021-02-08,"084330-99999",-0.014172073526194,0.659298124940858,71.4809843024893,"es1635a"
"080800","99999","VITORIA","SP",NA,"LEVT",42.883,-2.724,512.7,1973-01-01,2021-02-08,"080800-99999",-0.0475427688243255,0.748449543132728,6.72487265476337,"es1673a"
"080910","99999","JACA","SP",NA,NA,42.567,-3.133,828,1983-06-13,2021-02-08,"080910-99999",-0.0546811654649823,0.742934302696426,49.3058120300299,"es1673a"
"080840","99999","LOGRONO/AGONCILLO","SP",NA,"LELO",42.45,-2.333,363,1973-01-01,2021-02-08,"080840-99999",-0.0407185314490277,0.740892267471593,51.3514175471373,"es1673a"
"080270","99999","SAN SEBASTIAN/IGUELDO","SP",NA,NA,43.3,-2.033,259,1973-01-01,2021-02-08,"080270-99999",-0.0354825436930447,0.755727566113545,2.07135560163817,"es1697a"
"080290","99999","SAN SEBASTIAN","SP",NA,"LESO",43.357,-1.791,4.6,1973-01-01,2021-02-08,"080290-99999",-0.0312588469032184,0.756722403787181,18.5564587966287,"es1697a"
"076000","99999","SOCOA","FR",NA,NA,43.4,-1.683,25,1984-06-16,2021-02-08,"076000-99999",-0.0293738913110646,0.757472895365539,28.360862659443,"es1697a"
"080850","99999","PAMPLONA","SP",NA,"LEPP",42.77,-1.646,458.4,1973-03-13,2021-02-08,"080850-99999",-0.0287281194878267,0.746477321077975,4.72010991495708,"es1740a"
