fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin
2020-11-10,0200E,"BARCELONA, FABRA",BARCELONA,408,16.7,0.0,12.6,04:57,20.8,13:05,30.0,1.4,7.5,23:48,8.2,978.1,22,974.0,-2
2020-11-11,0200E,"BARCELONA, FABRA",BARCELONA,408,16.4,0.0,12.6,06:35,20.3,12:39,25.0,5.3,10.0,20:13,9.5,977.9,0,973.8,-2
2020-11-12,0200E,"BARCELONA, FABRA",BARCELONA,408,15.1,0.0,11.4,06:34,18.8,13:25,29.0,3.6,10.6,02:39,4.8,974.9,11,973.6,5
2020-11-13,0200E,"BARCELONA, FABRA",BARCELONA,408,16.2,0.0,12.9,04:39,19.5,12:30,29.0,3.1,6.4,01:08,6.1,973.9,0,972.3,17
2020-11-14,0200E,"BARCELONA, FABRA",BARCELONA,408,16.6,0.0,13.5,-2,19.8,14:22,29.0,2.2,8.6,23:15,8.1,973.5,0,971.0,17
2020-11-15,0200E,"BARCELONA, FABRA",BARCELONA,408,17.4,0.0,13.0,-2,21.7,12:58,25.0,5.3,10.0,13:40,7.7,971.5,0,968.1,-2
2020-11-16,0200E,"BARCELONA, FABRA",BARCELONA,408,15.8,0.0,13.0,22:30,18.7,12:47,35.0,2.8,10.3,00:09,3.3,976.6,22,968.8,2
2020-11-17,0200E,"BARCELONA, FABRA",BARCELONA,408,15.9,0.0,11.8,06:14,20.0,14:20,28.0,1.7,8.6,02:26,7.4,978.4,-2,975.9,-2
2020-11-18,0200E,"BARCELONA, FABRA",BARCELONA,408,14.8,0.0,11.8,-2,17.8,13:12,30.0,2.2,5.8,22:28,5.6,979.1,-2,978.0,-2
2020-11-19,0200E,"BARCELONA, FABRA",BARCELONA,408,16.4,0.0,12.1,23:50,20.8,-2,31.0,5.0,10.3,10:12,9.2,980.2,11,978.0,17
2020-11-20,0200E,"BARCELONA, FABRA",BARCELONA,408,12.8,0.0,8.3,05:34,17.3,14:00,33.0,6.7,14.2,03:39,3.9,979.2,0,976.1,-2
2020-11-21,0200E,"BARCELONA, FABRA",BARCELONA,408,10.2,0.0,7.3,06:21,13.2,12:13,32.0,3.3,10.0,06:33,9.3,980.1,11,977.1,2
2020-11-22,0200E,"BARCELONA, FABRA",BARCELONA,408,11.6,0.0,7.3,06:37,16.0,13:20,24.0,2.5,6.9,11:35,9.3,979.5,0,977.4,14
2020-11-23,0200E,"BARCELONA, FABRA",BARCELONA,408,13.2,0.0,8.9,07:14,17.6,13:33,30.0,4.7,8.6,23:48,9.2,979.2,11,976.6,24
2020-11-24,0200E,"BARCELONA, FABRA",BARCELONA,408,12.8,0.05,8.8,04:55,16.7,-2,30.0,5.8,11.9,05:15,7.2,976.6,0,971.5,24
2020-11-25,0200E,"BARCELONA, FABRA",BARCELONA,408,14.4,0.6,11.4,01:00,17.4,11:21,20.0,2.8,8.1,13:50,3.0,971.5,0,968.2,16
2020-11-26,0200E,"BARCELONA, FABRA",BARCELONA,408,14.0,0.6,11.3,-2,16.7,12:42,7.0,3.3,10.8,22:43,1.3,969.3,11,967.9,16
2020-11-27,0200E,"BARCELONA, FABRA",BARCELONA,408,12.2,29.1,10.6,-2,13.9,09:32,7.0,8.3,17.2,18:27,0.1,968.3,0,959.9,23
2020-11-28,0200E,"BARCELONA, FABRA",BARCELONA,408,10.6,3.7,9.4,-2,11.8,-2,3.0,7.2,17.5,10:21,0.0,962.3,24,956.1,11
2020-11-29,0200E,"BARCELONA, FABRA",BARCELONA,408,14.6,0.0,11.1,02:45,18.2,14:15,2.0,3.6,13.3,05:01,8.7,970.2,24,962.3,0
2020-11-30,0200E,"BARCELONA, FABRA",BARCELONA,408,13.3,0.0,10.4,23:59,16.2,12:16,31.0,3.9,10.6,00:14,6.8,973.9,21,970.2,0
2020-12-01,0200E,"BARCELONA, FABRA",BARCELONA,408,9.4,0.0,7.1,-2,11.8,11:59,32.0,6.4,14.2,03:49,3.7,973.6,0,965.0,24
2020-12-02,0200E,"BARCELONA, FABRA",BARCELONA,408,8.4,0.0,5.2,23:59,11.7,-2,34.0,6.4,11.9,23:21,8.9,965.0,0,961.7,6
2020-12-03,0200E,"BARCELONA, FABRA",BARCELONA,408,8.0,0.0,3.5,05:36,12.5,13:25,33.0,7.5,16.4,07:40,8.0,964.0,0,949.6,24
2020-12-04,0200E,"BARCELONA, FABRA",BARCELONA,408,8.0,0.0,5.4,20:46,10.5,-2,28.0,3.6,12.5,12:49,5.5,949.6,0,943.4,12
2020-12-05,0200E,"BARCELONA, FABRA",BARCELONA,408,6.4,0.0,2.7,06:20,10.2,14:19,29.0,4.4,10.8,23:45,5.1,952.0,23,946.1,1
2020-12-06,0200E,"BARCELONA, FABRA",BARCELONA,408,7.1,0.0,3.8,-2,10.4,14:53,33.0,6.1,15.8,23:07,6.5,955.6,24,951.8,0
2020-12-07,0200E,"BARCELONA, FABRA",BARCELONA,408,7.8,0.2,4.7,04:13,10.9,14:52,27.0,3.6,18.3,19:56,0.8,955.6,0,951.1,21
2020-12-08,0200E,"BARCELONA, FABRA",BARCELONA,408,6.3,0.0,4.3,06:27,8.3,-2,32.0,5.6,16.9,10:03,1.7,958.2,23,950.6,9
2020-12-09,0200E,"BARCELONA, FABRA",BARCELONA,408,7.0,0.1,3.2,-2,10.8,14:12,34.0,4.7,16.1,08:24,7.0,963.0,-2,958.1,-2
2020-12-10,0200E,"BARCELONA, FABRA",BARCELONA,408,9.2,0.7,5.3,07:12,13.2,13:18,33.0,2.2,12.2,00:35,7.4,961.9,0,955.5,20
2020-12-11,0200E,"BARCELONA, FABRA",BARCELONA,408,10.8,0.5,7.8,09:20,13.7,-2,34.0,2.5,14.4,22:34,3.4,960.8,0,953.6,14
2020-12-12,0200E,"BARCELONA, FABRA",BARCELONA,408,11.6,0.0,7.9,02:27,15.3,15:12,33.0,2.8,17.2,07:38,9.2,963.0,24,953.9,4
2020-12-13,0200E,"BARCELONA, FABRA",BARCELONA,408,10.2,0.0,7.4,02:25,12.9,12:24,29.0,3.9,10.8,22:44,6.5,966.3,11,963.0,0
2020-12-14,0200E,"BARCELONA, FABRA",BARCELONA,408,12.6,0.05,10.2,00:00,14.9,12:18,27.0,3.3,12.8,00:28,0.6,965.3,11,964.1,6
2020-12-15,0200E,"BARCELONA, FABRA",BARCELONA,408,13.9,0.0,10.5,22:15,17.3,14:52,32.0,3.6,10.3,21:42,6.8,967.7,24,964.2,-2
2020-12-16,0200E,"BARCELONA, FABRA",BARCELONA,408,13.3,0.0,9.6,-2,17.0,13:31,32.0,4.4,10.0,00:32,9.0,970.3,23,966.9,4
2020-12-17,0200E,"BARCELONA, FABRA",BARCELONA,408,12.5,13.5,11.4,-2,13.6,-2,7.0,3.1,7.2,15:21,1.2,974.2,-2,969.9,2
2020-12-18,0200E,"BARCELONA, FABRA",BARCELONA,408,12.0,26.5,11.2,23:30,12.9,-2,15.0,3.6,10.0,13:03,0.0,974.3,11,972.0,24
2020-12-19,0200E,"BARCELONA, FABRA",BARCELONA,408,12.6,0.05,9.8,08:05,15.4,12:53,26.0,4.2,10.3,08:52,6.7,972.0,0,969.9,-2
2020-12-20,0200E,"BARCELONA, FABRA",BARCELONA,408,10.9,0.0,8.9,23:55,12.9,12:33,34.0,5.0,11.9,10:18,3.9,977.0,24,970.0,-2
2020-12-21,0200E,"BARCELONA, FABRA",BARCELONA,408,11.5,0.0,8.1,07:37,14.9,12:52,29.0,3.6,11.4,04:25,6.5,978.1,23,976.1,6
2020-12-22,0200E,"BARCELONA, FABRA",BARCELONA,408,13.2,0.0,9.4,-2,16.9,14:25,27.0,5.6,10.3,22:35,8.9,978.0,0,975.5,24
2020-12-23,0200E,"BARCELONA, FABRA",BARCELONA,408,12.3,0.05,10.3,07:06,14.3,-2,27.0,4.7,10.3,01:49,1.9,975.5,0,971.6,-2
2020-12-24,0200E,"BARCELONA, FABRA",BARCELONA,408,8.9,0.05,5.9,-2,11.9,01:36,34.0,2.8,15.0,22:48,0.8,973.0,11,969.2,24
2020-12-25,0200E,"BARCELONA, FABRA",BARCELONA,408,6.0,0.0,3.4,21:20,8.5,13:55,34.0,6.1,16.4,02:15,7.6,971.5,21,968.1,2
2020-12-26,0200E,"BARCELONA, FABRA",BARCELONA,408,6.4,0.0,1.6,-2,11.1,13:40,35.0,3.9,16.9,01:35,6.0,972.5,9,969.3,24
2020-12-27,0200E,"BARCELONA, FABRA",BARCELONA,408,4.0,0.0,0.6,08:04,7.3,-2,32.0,7.2,15.6,03:01,2.5,969.3,0,945.7,24
2020-12-28,0200E,"BARCELONA, FABRA",BARCELONA,408,7.4,0.0,4.7,08:25,10.1,14:38,34.0,2.5,18.6,10:00,8.2,949.6,24,941.7,6
2020-12-29,0200E,"BARCELONA, FABRA",BARCELONA,408,7.7,0.0,4.2,-2,11.2,12:45,33.0,1.4,13.6,07:40,7.3,955.2,23,949.6,-2
2020-12-30,0200E,"BARCELONA, FABRA",BARCELONA,408,5.8,0.0,2.3,-2,9.4,12:46,33.0,6.7,15.0,04:07,6.9,964.1,24,954.9,-2
2020-12-31,0200E,"BARCELONA, FABRA",BARCELONA,408,7.2,0.0,3.1,-2,11.3,14:05,34.0,3.3,14.2,00:23,7.8,964.1,0,957.9,24
2013-01-01,0200E,"BARCELONA, FABRA",BARCELONA,408,7.2,0.05,5.3,10:47,9.0,21:40,32.0,3.9,11.9,10:57,0.3,969.5,24,965.6,-2
2013-01-02,0200E,"BARCELONA, FABRA",BARCELONA,408,9.0,0.0,5.7,08:04,12.2,14:18,32.0,3.6,12.8,02:19,8.7,978.1,24,969.5,-2
2013-01-03,0200E,"BARCELONA, FABRA",BARCELONA,408,8.8,0.0,5.3,03:38,12.2,-2,31.0,4.7,11.9,23:32,6.9,987.2,-2,978.1,0
2013-01-04,0200E,"BARCELONA, FABRA",BARCELONA,408,11.4,0.0,7.5,03:51,15.2,21:09,30.0,10.0,16.4,05:33,7.7,986.7,0,982.0,24
2013-01-05,0200E,"BARCELONA, FABRA",BARCELONA,408,12.6,0.0,8.8,08:27,16.5,14:17,32.0,11.7,15.0,11:04,8.8,982.0,0,975.4,19
2013-01-06,0200E,"BARCELONA, FABRA",BARCELONA,408,13.8,0.0,10.7,07:40,16.9,12:36,32.0,3.9,14.7,00:24,9.1,977.4,10,975.0,4
2013-01-07,0200E,"BARCELONA, FABRA",BARCELONA,408,14.2,0.0,9.4,23:10,19.0,11:17,30.0,4.7,14.2,03:05,9.0,975.7,23,972.9,6
2013-01-08,0200E,"BARCELONA, FABRA",BARCELONA,408,12.8,0.0,9.1,-2,16.4,14:05,30.0,3.1,13.3,22:54,9.0,976.3,11,974.5,6
2013-01-09,0200E,"BARCELONA, FABRA",BARCELONA,408,8.8,0.0,4.1,23:59,13.5,13:20,32.0,7.8,15.8,18:51,7.9,974.9,0,969.5,24
2013-01-10,0200E,"BARCELONA, FABRA",BARCELONA,408,7.5,0.0,3.7,01:17,11.3,12:59,33.0,3.9,14.2,04:02,6.2,970.7,12,968.1,5
2013-01-11,0200E,"BARCELONA, FABRA",BARCELONA,408,10.0,0.0,6.7,07:50,13.4,14:39,34.0,3.1,12.2,00:14,8.9,972.2,11,969.5,1
2013-01-12,0200E,"BARCELONA, FABRA",BARCELONA,408,8.9,0.8,5.4,-2,12.4,14:20,34.0,3.6,15.3,23:57,7.9,970.4,0,963.4,23
2013-01-13,0200E,"BARCELONA, FABRA",BARCELONA,408,6.4,2.4,4.5,12:53,8.3,01:41,33.0,2.8,14.4,07:37,0.6,963.5,0,958.6,-2
2013-01-14,0200E,"BARCELONA, FABRA",BARCELONA,408,6.3,0.0,4.0,08:47,8.6,13:50,31.0,5.3,14.2,19:01,2.8,965.3,24,963.1,0
2013-01-15,0200E,"BARCELONA, FABRA",BARCELONA,408,6.2,0.0,2.6,-2,9.9,15:42,33.0,2.8,14.2,12:31,5.4,965.3,0,959.5,11
2013-01-16,0200E,"BARCELONA, FABRA",BARCELONA,408,7.0,0.0,3.3,03:45,10.6,14:13,25.0,3.6,17.8,17:22,1.4,962.3,0,952.2,16
2013-01-17,0200E,"BARCELONA, FABRA",BARCELONA,408,7.8,0.3,5.0,05:05,10.6,16:04,19.0,3.6,9.7,13:48,4.5,960.2,22,955.2,0
2013-01-18,0200E,"BARCELONA, FABRA",BARCELONA,408,7.8,0.2,4.1,06:51,11.6,23:30,26.0,3.1,11.4,22:12,1.5,959.9,1,947.8,24
2013-01-19,0200E,"BARCELONA, FABRA",BARCELONA,408,9.6,9.6,6.3,21:40,12.8,05:49,22.0,8.3,16.9,17:39,0.0,947.8,0,932.6,-2
2013-01-20,0200E,"BARCELONA, FABRA",BARCELONA,408,8.2,0.0,5.2,07:02,11.1,14:23,31.0,5.3,14.7,05:49,3.7,951.7,-2,937.2,1
2013-01-21,0200E,"BARCELONA, FABRA",BARCELONA,408,8.0,0.0,4.6,23:59,11.4,15:05,32.0,2.2,14.7,19:54,6.0,960.3,24,951.7,-2
2013-01-22,0200E,"BARCELONA, FABRA",BARCELONA,408,6.5,13.3,2.8,07:44,10.2,12:13,33.0,4.2,14.2,02:10,4.5,960.3,-2,951.2,22
2013-01-23,0200E,"BARCELONA, FABRA",BARCELONA,408,5.4,0.0,1.4,-2,9.4,13:54,33.0,3.6,15.0,23:52,6.2,958.1,23,951.5,0
2013-01-24,0200E,"BARCELONA, FABRA",BARCELONA,408,7.0,0.1,3.2,-2,10.7,15:35,32.0,2.2,13.3,00:44,6.8,958.9,24,953.6,-2
2013-01-25,0200E,"BARCELONA, FABRA",BARCELONA,408,7.9,1.6,3.4,05:00,12.4,15:03,31.0,10.8,15.3,03:01,8.9,962.9,-2,958.9,-2
2013-01-26,0200E,"BARCELONA, FABRA",BARCELONA,408,7.6,0.0,3.9,06:03,11.4,13:32,34.0,5.0,13.1,05:08,5.7,968.9,-2,957.9,5
2013-01-27,0200E,"BARCELONA, FABRA",BARCELONA,408,8.3,4.2,5.3,08:10,11.3,13:30,30.0,4.2,14.2,21:06,2.6,968.9,-2,960.6,24
2013-01-28,0200E,"BARCELONA, FABRA",BARCELONA,408,10.0,0.0,5.7,05:58,14.2,14:43,30.0,3.9,14.2,08:29,9.7,976.1,24,960.5,1
2013-01-29,0200E,"BARCELONA, FABRA",BARCELONA,408,10.4,0.0,6.5,05:17,14.2,15:40,30.0,5.0,11.4,18:30,8.2,977.3,-2,975.9,4
2013-01-30,0200E,"BARCELONA, FABRA",BARCELONA,408,12.4,0.0,8.3,07:51,16.5,15:44,29.0,4.7,16.1,08:41,7.5,977.7,24,974.5,16
2013-01-31,0200E,"BARCELONA, FABRA",BARCELONA,408,14.2,0.0,10.1,-2,18.2,15:04,31.0,4.2,12.5,01:31,9.4,979.9,11,976.8,24
2013-02-01,0200E,"BARCELONA, FABRA",BARCELONA,408,14.8,0.0,11.8,07:19,17.8,12:45,30.0,4.7,14.2,07:14,8.4,976.8,0,956.3,24
2013-02-02,0200E,"BARCELONA, FABRA",BARCELONA,408,8.4,0.0,4.4,23:59,12.5,00:07,36.0,2.5,14.7,21:48,5.0,962.2,24,951.9,3
2013-02-03,0200E,"BARCELONA, FABRA",BARCELONA,408,7.4,0.0,3.7,03:32,11.2,13:47,2.0,5.6,16.9,08:35,9.6,975.5,24,962.2,-2
2013-02-04,0200E,"BARCELONA, FABRA",BARCELONA,408,9.1,0.0,3.0,03:40,15.2,14:08,32.0,7.5,15.3,07:22,9.3,976.0,22,974.0,14
2013-02-05,0200E,"BARCELONA, FABRA",BARCELONA,408,11.7,0.0,7.0,-2,16.4,14:03,22.0,4.7,14.2,23:48,7.5,974.4,0,962.6,24
2013-02-06,0200E,"BARCELONA, FABRA",BARCELONA,408,6.6,0.0,2.8,23:59,10.5,15:04,26.0,3.6,14.7,13:53,9.4,962.6,0,957.4,-2
2013-02-07,0200E,"BARCELONA, FABRA",BARCELONA,408,5.6,0.0,2.1,03:25,9.0,-2,34.0,6.1,17.8,11:38,10.2,967.3,22,960.2,0
2013-02-08,0200E,"BARCELONA, FABRA",BARCELONA,408,4.7,0.05,2.1,05:40,7.3,14:55,32.0,3.3,10.3,02:24,2.5,967.0,0,962.7,15
2013-02-09,0200E,"BARCELONA, FABRA",BARCELONA,408,6.2,0.0,2.6,06:35,9.7,14:07,32.0,4.2,10.8,03:41,9.0,969.8,11,966.7,0
2013-02-10,0200E,"BARCELONA, FABRA",BARCELONA,408,7.3,0.0,2.8,-2,11.8,12:33,26.0,2.5,11.4,20:39,4.2,967.8,0,953.3,24
2013-02-11,0200E,"BARCELONA, FABRA",BARCELONA,408,6.8,0.0,3.4,-2,10.3,15:05,30.0,2.8,14.7,20:40,3.2,955.4,24,951.3,6
2013-02-12,0200E,"BARCELONA, FABRA",BARCELONA,408,8.0,0.0,3.2,-2,12.9,14:30,25.0,6.4,15.3,18:10,9.2,963.5,24,953.0,3
2013-02-13,0200E,"BARCELONA, FABRA",BARCELONA,408,8.8,0.0,3.3,07:27,14.3,14:05,31.0,3.9,10.3,08:58,9.8,970.0,24,963.5,0
2013-02-14,0200E,"BARCELONA, FABRA",BARCELONA,408,10.2,0.0,6.3,06:47,14.0,12:43,29.0,3.3,8.6,23:54,9.5,972.0,12,970.0,-2
2013-02-15,0200E,"BARCELONA, FABRA",BARCELONA,408,9.5,0.2,5.9,06:32,13.1,13:51,36.0,4.2,13.3,08:14,8.4,971.8,22,968.7,5
2013-02-16,0200E,"BARCELONA, FABRA",BARCELONA,408,10.2,0.5,7.6,23:59,12.7,14:52,20.0,3.3,8.1,14:35,2.2,971.6,0,969.1,-2
2013-02-17,0200E,"BARCELONA, FABRA",BARCELONA,408,9.1,0.3,6.8,-2,11.4,13:30,14.0,1.9,4.2,15:05,1.4,969.1,0,964.7,24
2013-02-18,0200E,"BARCELONA, FABRA",BARCELONA,408,9.4,0.0,7.5,-2,11.2,-2,7.0,2.5,9.4,17:14,0.3,967.0,-2,963.2,-2
2013-02-19,0200E,"BARCELONA, FABRA",BARCELONA,408,9.5,0.0,6.6,05:26,12.4,15:07,5.0,2.5,7.5,05:34,5.7,967.6,12,965.3,-2
2013-02-20,0200E,"BARCELONA, FABRA",BARCELONA,408,9.7,0.0,5.4,07:07,14.0,13:52,32.0,4.7,9.7,08:14,9.9,965.5,0,962.4,17
2013-02-21,0200E,"BARCELONA, FABRA",BARCELONA,408,8.6,0.4,6.6,06:16,10.7,14:53,27.0,1.4,7.5,02:33,1.1,963.1,0,955.7,24
2013-02-22,0200E,"BARCELONA, FABRA",BARCELONA,408,4.6,13.4,1.6,23:59,7.7,00:00,7.0,3.6,12.5,22:18,0.0,955.7,0,950.5,24
2013-02-23,0200E,"BARCELONA, FABRA",BARCELONA,408,2.2,0.05,-1.0,-2,5.4,15:52,7.0,2.5,15.6,00:39,6.2,960.5,24,948.7,-2
2013-02-24,0200E,"BARCELONA, FABRA",BARCELONA,408,3.9,0.0,-1.6,04:05,9.4,14:11,30.0,3.3,13.1,08:51,7.9,964.8,23,960.1,-2
2013-02-25,0200E,"BARCELONA, FABRA",BARCELONA,408,4.5,0.0,1.0,-2,8.0,14:10,33.0,3.6,9.4,06:55,3.5,968.5,24,964.5,-2
2013-02-26,0200E,"BARCELONA, FABRA",BARCELONA,408,5.4,0.0,0.8,03:19,10.1,14:25,33.0,2.8,9.4,22:52,10.3,971.2,-2,968.5,0
2013-02-27,0200E,"BARCELONA, FABRA",BARCELONA,408,6.8,1.4,3.3,05:49,10.3,13:56,5.0,2.8,11.9,23:00,4.7,972.0,-2,970.1,-2
2013-02-28,0200E,"BARCELONA, FABRA",BARCELONA,408,5.8,19.5,4.4,03:59,7.3,14:17,5.0,8.9,21.9,22:28,0.0,970.2,-2,963.0,24
2013-03-01,0200E,"BARCELONA, FABRA",BARCELONA,408,7.2,1.0,4.2,05:52,10.1,22:35,4.0,8.6,23.6,12:35,0.0,965.3,24,959.9,13
2013-03-02,0200E,"BARCELONA, FABRA",BARCELONA,408,10.4,0.0,6.3,05:20,14.4,12:52,25.0,2.8,9.2,10:14,8.2,969.5,-2,965.3,0
2013-03-03,0200E,"BARCELONA, FABRA",BARCELONA,408,11.3,0.0,8.0,23:59,14.6,14:15,29.0,3.9,6.4,01:44,7.9,969.3,0,966.4,-2
2013-03-04,0200E,"BARCELONA, FABRA",BARCELONA,408,8.1,33.9,6.3,03:49,9.9,-2,6.0,6.4,15.3,17:04,0.0,966.4,0,959.2,24
2013-03-05,0200E,"BARCELONA, FABRA",BARCELONA,408,10.4,37.9,9.9,-2,10.8,-2,5.0,8.1,18.6,19:17,0.0,959.2,0,947.2,24
2013-03-06,0200E,"BARCELONA, FABRA",BARCELONA,408,12.0,16.5,10.3,-2,13.6,23:59,6.0,5.6,18.1,00:34,0.3,951.8,24,943.8,-2
2013-03-07,0200E,"BARCELONA, FABRA",BARCELONA,408,14.8,0.0,10.8,06:46,18.9,11:30,24.0,4.7,17.8,22:51,6.6,956.6,12,950.3,23
2013-03-08,0200E,"BARCELONA, FABRA",BARCELONA,408,15.0,0.0,10.8,06:47,19.1,13:35,26.0,5.3,15.6,00:29,10.0,958.2,-2,950.4,0
2013-03-09,0200E,"BARCELONA, FABRA",BARCELONA,408,14.1,0.0,9.5,06:16,18.7,14:08,27.0,3.9,11.4,13:51,10.3,957.8,12,955.2,5
2013-03-10,0200E,"BARCELONA, FABRA",BARCELONA,408,13.8,0.0,9.8,06:40,17.8,12:37,26.0,5.8,14.2,17:26,10.3,956.8,0,953.1,17
2013-03-11,0200E,"BARCELONA, FABRA",BARCELONA,408,11.9,0.05,8.2,06:12,15.6,12:55,25.0,6.1,16.9,14:14,8.5,954.5,10,952.3,16
2013-03-12,0200E,"BARCELONA, FABRA",BARCELONA,408,10.6,0.0,6.4,23:59,14.9,14:40,25.0,2.2,11.4,13:51,5.7,953.1,-2,950.6,24
2013-03-13,0200E,"BARCELONA, FABRA",BARCELONA,408,4.3,32.4,1.4,13:25,7.2,03:47,33.0,4.4,14.7,23:13,0.0,953.0,24,947.1,8
2013-03-14,0200E,"BARCELONA, FABRA",BARCELONA,408,6.2,0.0,1.9,01:22,10.5,12:37,2.0,3.6,19.2,14:05,10.5,960.3,24,953.0,0
2013-03-15,0200E,"BARCELONA, FABRA",BARCELONA,408,7.1,0.0,2.4,01:00,11.8,-2,32.0,4.7,12.2,03:46,10.2,968.4,22,960.3,0
2013-03-16,0200E,"BARCELONA, FABRA",BARCELONA,408,7.9,0.5,5.4,-2,10.4,13:28,21.0,6.9,15.0,15:40,3.4,968.3,0,961.3,24
2013-03-17,0200E,"BARCELONA, FABRA",BARCELONA,408,9.6,2.2,7.7,06:45,11.6,14:15,21.0,3.6,8.9,14:38,0.8,961.3,0,949.8,24
2013-03-18,0200E,"BARCELONA, FABRA",BARCELONA,408,10.2,0.0,6.4,07:05,13.9,14:48,25.0,7.2,16.1,12:41,10.8,958.5,-2,949.0,2
2013-03-19,0200E,"BARCELONA, FABRA",BARCELONA,408,11.8,2.9,8.3,05:24,15.3,15:50,25.0,2.8,7.5,00:09,9.1,958.5,-2,953.7,24
2013-03-20,0200E,"BARCELONA, FABRA",BARCELONA,408,10.4,0.0,6.4,04:36,14.4,14:06,21.0,5.6,12.2,14:31,7.6,968.5,24,953.2,3
2013-03-21,0200E,"BARCELONA, FABRA",BARCELONA,408,12.2,0.0,7.9,04:30,16.4,11:41,21.0,3.9,10.0,15:29,8.5,969.0,-2,963.9,24
2013-03-22,0200E,"BARCELONA, FABRA",BARCELONA,408,12.4,0.0,7.9,05:51,16.9,12:15,20.0,5.3,10.3,14:43,9.0,963.9,0,957.9,17
2013-03-23,0200E,"BARCELONA, FABRA",BARCELONA,408,11.7,0.0,8.6,06:44,14.8,12:07,33.0,2.2,10.3,01:59,4.3,958.3,0,954.3,24
2013-03-24,0200E,"BARCELONA, FABRA",BARCELONA,408,12.2,6.8,8.3,05:40,16.1,14:14,12.0,2.2,6.7,16:07,3.2,955.1,23,951.5,-2
2013-03-25,0200E,"BARCELONA, FABRA",BARCELONA,408,12.9,0.1,7.8,05:19,18.0,-2,33.0,5.8,15.3,07:46,9.7,956.3,-2,953.6,-2
2013-03-26,0200E,"BARCELONA, FABRA",BARCELONA,408,12.2,0.1,8.2,-2,16.3,13:37,33.0,2.5,9.2,00:18,8.3,955.8,11,952.7,1
2013-03-27,0200E,"BARCELONA, FABRA",BARCELONA,408,11.6,0.05,9.2,-2,14.0,12:43,5.0,1.1,4.7,20:16,0.4,957.2,21,953.3,-2
2013-03-28,0200E,"BARCELONA, FABRA",BARCELONA,408,14.1,0.0,9.2,01:14,19.0,15:21,21.0,3.1,8.6,15:57,8.2,961.9,23,955.6,5
2013-03-29,0200E,"BARCELONA, FABRA",BARCELONA,408,14.8,2.4,10.4,02:05,19.2,11:51,27.0,2.5,12.5,09:39,3.4,961.7,0,954.1,24
2013-03-30,0200E,"BARCELONA, FABRA",BARCELONA,408,14.4,0.0,10.2,23:59,18.6,14:52,26.0,3.6,14.2,13:32,7.9,959.7,-2,952.3,4
2013-03-31,0200E,"BARCELONA, FABRA",BARCELONA,408,12.2,0.3,7.5,-2,17.0,14:29,31.0,5.3,14.4,05:58,8.8,959.7,0,953.4,24
2013-04-01,0200E,"BARCELONA, FABRA",BARCELONA,408,12.8,0.6,7.4,23:59,18.3,14:15,1.0,2.8,11.4,16:13,3.5,955.1,24,947.9,-2
2013-04-02,0200E,"BARCELONA, FABRA",BARCELONA,408,12.8,0.0,7.0,-2,18.6,15:01,27.0,3.9,12.5,11:00,9.1,960.2,24,954.2,6
2013-04-03,0200E,"BARCELONA, FABRA",BARCELONA,408,11.8,0.0,8.2,04:00,15.5,10:24,12.0,1.9,7.8,12:09,5.7,960.2,-2,955.0,24
2013-04-04,0200E,"BARCELONA, FABRA",BARCELONA,408,11.2,0.4,9.2,-2,13.1,-2,36.0,1.9,8.1,03:05,0.0,955.0,0,951.1,15
2013-04-05,0200E,"BARCELONA, FABRA",BARCELONA,408,6.9,7.6,4.6,19:35,9.2,00:00,34.0,5.6,10.6,16:48,0.0,959.9,24,954.0,0
2013-04-06,0200E,"BARCELONA, FABRA",BARCELONA,408,7.2,2.1,2.3,-2,12.2,12:35,31.0,2.8,10.3,05:07,5.8,964.9,24,959.9,-2
2013-04-07,0200E,"BARCELONA, FABRA",BARCELONA,408,9.6,0.0,4.7,05:55,14.4,11:55,32.0,8.6,16.4,06:21,8.8,966.4,10,962.8,24
2013-04-08,0200E,"BARCELONA, FABRA",BARCELONA,408,12.9,0.0,8.2,-2,17.6,15:05,26.0,3.9,13.6,16:17,6.6,962.8,0,959.7,-2
2013-04-09,0200E,"BARCELONA, FABRA",BARCELONA,408,15.3,0.0,9.9,22:20,20.7,14:16,27.0,4.4,13.6,12:03,9.7,965.6,24,960.7,-2
2013-04-10,0200E,"BARCELONA, FABRA",BARCELONA,408,14.8,0.0,9.8,01:16,19.7,15:06,25.0,4.2,13.3,22:11,9.4,968.0,12,965.6,-2
2013-04-11,0200E,"BARCELONA, FABRA",BARCELONA,408,17.8,0.0,14.6,-2,21.0,13:03,34.0,4.7,14.7,22:16,9.2,966.7,0,959.9,-2
2013-04-12,0200E,"BARCELONA, FABRA",BARCELONA,408,16.2,0.0,11.3,05:21,21.2,-2,28.0,3.1,12.5,13:37,11.7,969.7,24,963.3,0
2013-04-13,0200E,"BARCELONA, FABRA",BARCELONA,408,14.6,0.0,10.1,04:26,19.1,12:39,6.0,3.6,8.6,01:37,11.4,975.1,24,969.7,0
2013-04-14,0200E,"BARCELONA, FABRA",BARCELONA,408,17.8,0.0,13.6,-2,21.9,13:26,28.0,1.9,8.1,03:48,12.4,976.1,12,974.5,5
