fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin
2017-02-07,0200E,"BARCELONA, FABRA",BARCELONA,408,12.6,2.1,8.0,23:59,17.3,14:18,32.0,1.1,12.2,08:31,7.0,969.0,10,966.9,24
2017-02-08,0200E,"BARCELONA, FABRA",BARCELONA,408,9.3,0.0,4.2,04:59,14.4,14:13,33.0,3.6,13.3,04:13,8.0,969.1,-2,965.3,6
2017-02-09,0200E,"BARCELONA, FABRA",BARCELONA,408,8.6,0.0,4.6,05:14,12.5,14:07,34.0,5.3,12.5,02:51,9.9,969.1,1,968.0,24
2017-02-10,0200E,"BARCELONA, FABRA",BARCELONA,408,8.8,0.0,6.2,23:50,11.3,12:45,26.0,1.9,6.9,00:56,1.1,968.3,24,966.8,17
2017-02-11,0200E,"BARCELONA, FABRA",BARCELONA,408,8.8,0.1,5.9,01:27,11.6,12:24,7.0,5.8,16.4,19:45,0.2,968.3,0,964.3,-2
2017-02-12,0200E,"BARCELONA, FABRA",BARCELONA,408,10.4,0.05,9.9,-2,10.8,13:47,5.0,7.5,16.4,17:29,0.0,965.5,21,963.7,3
2017-02-13,0200E,"BARCELONA, FABRA",BARCELONA,408,10.7,16.1,10.0,-2,11.4,-2,5.0,7.2,18.9,09:59,0.0,967.4,22,963.1,15
2017-02-14,0200E,"BARCELONA, FABRA",BARCELONA,408,12.4,0.2,9.0,06:45,15.9,12:25,16.0,3.9,10.6,00:00,10.0,980.0,24,967.3,0
2017-02-15,0200E,"BARCELONA, FABRA",BARCELONA,408,12.4,0.05,9.8,06:03,15.0,13:40,5.0,4.2,9.4,07:20,7.6,983.4,23,980.0,0
2017-02-16,0200E,"BARCELONA, FABRA",BARCELONA,408,12.6,0.0,9.2,06:44,15.9,13:27,21.0,1.7,5.8,15:50,7.4,983.3,0,981.0,17
2017-02-17,0200E,"BARCELONA, FABRA",BARCELONA,408,12.7,0.0,9.1,-2,16.3,12:52,31.0,1.7,6.9,19:56,9.3,981.4,0,974.9,24
2017-02-18,0200E,"BARCELONA, FABRA",BARCELONA,408,11.5,0.0,8.5,-2,14.5,12:52,5.0,2.8,5.8,07:06,8.1,974.9,0,971.6,15
2017-02-19,0200E,"BARCELONA, FABRA",BARCELONA,408,11.8,0.0,8.0,-2,15.7,12:40,2.0,3.1,9.4,06:30,8.8,976.6,-2,973.6,0
2017-02-20,0200E,"BARCELONA, FABRA",BARCELONA,408,11.6,0.0,8.2,-2,15.1,-2,34.0,6.4,12.2,08:31,10.3,976.8,10,974.4,16
2017-02-21,0200E,"BARCELONA, FABRA",BARCELONA,408,13.0,0.0,8.8,04:41,17.3,13:23,32.0,3.9,12.5,05:12,10.4,975.5,0,973.0,16
2017-02-22,0200E,"BARCELONA, FABRA",BARCELONA,408,15.0,0.0,11.4,06:34,18.7,13:10,31.0,3.3,10.6,02:24,10.0,973.7,-2,970.7,24
2017-02-23,0200E,"BARCELONA, FABRA",BARCELONA,408,15.8,2.3,13.6,-2,18.1,17:44,27.0,6.4,12.2,04:51,0.0,970.7,0,964.8,17
2017-02-24,0200E,"BARCELONA, FABRA",BARCELONA,408,11.3,10.3,8.0,23:59,14.6,00:00,26.0,2.8,8.9,00:25,0.0,967.5,24,963.1,6
2017-02-25,0200E,"BARCELONA, FABRA",BARCELONA,408,9.1,0.0,5.0,06:30,13.2,13:23,34.0,4.4,11.4,05:28,10.4,972.2,24,967.3,4
2017-02-26,0200E,"BARCELONA, FABRA",BARCELONA,408,10.4,0.0,6.8,07:15,14.1,-2,29.0,5.6,8.9,05:03,10.5,972.5,10,969.0,24
2017-02-27,0200E,"BARCELONA, FABRA",BARCELONA,408,12.0,0.0,8.7,-2,15.4,14:20,26.0,4.7,11.9,21:34,8.7,969.0,0,961.9,24
2017-02-28,0200E,"BARCELONA, FABRA",BARCELONA,408,11.7,0.0,7.7,23:59,15.7,16:33,28.0,4.2,16.4,11:05,3.3,965.8,24,959.3,14
2017-03-01,0200E,"BARCELONA, FABRA",BARCELONA,408,10.1,0.0,5.2,06:13,15.0,12:45,32.0,5.0,12.2,04:44,8.0,970.7,-2,965.8,0
2017-03-02,0200E,"BARCELONA, FABRA",BARCELONA,408,13.4,0.0,9.3,01:45,17.4,12:31,27.0,3.3,10.0,00:01,9.2,970.8,10,968.9,24
2017-03-03,0200E,"BARCELONA, FABRA",BARCELONA,408,11.2,19.3,9.0,03:43,13.4,13:44,6.0,3.1,13.6,22:09,0.3,968.9,0,947.0,24
2017-03-04,0200E,"BARCELONA, FABRA",BARCELONA,408,7.6,0.0,3.1,05:50,12.0,13:20,27.0,6.4,20.0,06:28,5.6,963.0,24,941.3,2
2017-03-05,0200E,"BARCELONA, FABRA",BARCELONA,408,10.8,0.0,6.0,06:31,15.6,14:45,25.0,1.1,15.0,14:42,7.5,969.1,-2,963.0,0
2017-03-06,0200E,"BARCELONA, FABRA",BARCELONA,408,15.4,0.0,9.8,-2,21.1,14:35,27.0,2.5,15.8,11:37,9.2,969.2,24,966.0,12
2017-03-07,0200E,"BARCELONA, FABRA",BARCELONA,408,12.2,0.0,7.7,-2,16.6,12:15,30.0,5.0,14.2,07:09,8.0,972.6,24,969.1,-2
2017-03-08,0200E,"BARCELONA, FABRA",BARCELONA,408,13.7,0.0,8.9,00:15,18.5,13:05,30.0,1.4,8.6,09:18,6.7,976.8,-2,972.6,0
2017-03-09,0200E,"BARCELONA, FABRA",BARCELONA,408,16.6,0.0,12.7,00:00,20.5,20:30,31.0,2.8,11.7,04:04,9.7,976.6,0,973.0,24
2017-03-10,0200E,"BARCELONA, FABRA",BARCELONA,408,16.8,0.0,13.0,06:21,20.6,13:01,19.0,2.5,6.9,13:30,10.1,973.0,0,970.2,16
2017-03-11,0200E,"BARCELONA, FABRA",BARCELONA,408,15.7,0.0,12.0,23:59,19.4,-2,7.0,2.8,5.3,09:13,9.3,971.1,0,967.4,-2
2017-03-12,0200E,"BARCELONA, FABRA",BARCELONA,408,12.3,0.05,9.6,06:27,15.0,12:05,21.0,3.1,8.9,13:51,4.6,967.4,-2,965.0,-2
2017-03-13,0200E,"BARCELONA, FABRA",BARCELONA,408,14.2,0.0,10.3,22:40,18.2,13:50,7.0,6.1,17.5,15:15,7.1,977.4,23,965.9,-2
2017-03-14,0200E,"BARCELONA, FABRA",BARCELONA,408,15.4,0.0,10.6,02:19,20.2,12:13,31.0,3.1,10.0,09:47,9.5,979.2,-2,976.8,3
2017-03-15,0200E,"BARCELONA, FABRA",BARCELONA,408,15.0,0.0,10.7,02:06,19.2,11:50,1.0,1.4,6.1,22:16,10.2,978.7,-2,976.4,-2
2017-03-16,0200E,"BARCELONA, FABRA",BARCELONA,408,15.4,0.0,12.1,-2,18.8,14:25,28.0,2.5,7.2,23:54,10.5,976.5,0,973.5,-2
2017-03-17,0200E,"BARCELONA, FABRA",BARCELONA,408,16.4,0.0,12.9,04:53,19.8,12:25,26.0,5.8,9.7,05:28,10.2,973.6,10,971.7,24
2017-03-18,0200E,"BARCELONA, FABRA",BARCELONA,408,15.7,0.0,11.6,18:30,19.8,14:34,31.0,4.2,12.5,05:57,9.4,972.2,10,970.3,16
2017-03-19,0200E,"BARCELONA, FABRA",BARCELONA,408,16.0,0.0,12.9,00:40,19.0,11:33,27.0,2.5,6.1,19:28,10.3,971.2,0,966.9,17
2017-03-20,0200E,"BARCELONA, FABRA",BARCELONA,408,15.8,0.0,11.1,22:30,20.5,-2,16.0,2.5,7.2,12:27,10.1,967.4,0,965.3,-2
2017-03-21,0200E,"BARCELONA, FABRA",BARCELONA,408,12.0,0.0,9.0,05:35,15.0,13:41,19.0,2.8,8.1,14:30,2.4,966.6,10,963.9,17
2017-03-22,0200E,"BARCELONA, FABRA",BARCELONA,408,12.8,0.0,8.6,04:40,16.9,11:40,22.0,4.2,10.8,16:26,7.4,965.9,0,960.8,24
2017-03-23,0200E,"BARCELONA, FABRA",BARCELONA,408,10.8,0.0,7.9,04:18,13.7,14:44,34.0,6.1,13.1,06:31,6.8,965.1,24,959.0,-2
2017-03-24,0200E,"BARCELONA, FABRA",BARCELONA,408,6.4,115.1,3.8,02:10,9.1,09:53,31.0,5.3,24.2,21:02,0.0,966.3,10,959.1,21
2017-03-25,0200E,"BARCELONA, FABRA",BARCELONA,408,7.0,0.0,1.6,04:35,12.3,11:15,27.0,5.0,16.9,05:50,6.2,969.3,24,959.2,4
2017-03-26,0200E,"BARCELONA, FABRA",BARCELONA,408,12.6,0.0,8.7,-2,16.5,12:31,21.0,2.5,7.5,14:05,9.0,970.5,10,968.6,-2
2017-03-27,0200E,"BARCELONA, FABRA",BARCELONA,408,11.8,0.5,8.5,02:36,15.1,13:50,7.0,2.8,10.3,07:40,3.4,974.4,24,968.6,4
2017-03-28,0200E,"BARCELONA, FABRA",BARCELONA,408,13.4,0.0,9.0,00:00,17.8,13:10,33.0,2.2,8.1,04:52,10.4,977.6,-2,973.8,-2
2017-03-29,0200E,"BARCELONA, FABRA",BARCELONA,408,16.8,0.0,12.0,04:06,21.6,12:50,30.0,3.6,8.9,03:41,10.7,978.0,10,975.7,-2
2017-03-30,0200E,"BARCELONA, FABRA",BARCELONA,408,15.9,0.0,12.3,23:59,19.5,11:51,22.0,6.1,10.3,14:43,10.3,976.9,10,975.2,-2
2017-03-31,0200E,"BARCELONA, FABRA",BARCELONA,408,13.4,1.5,10.3,23:55,16.4,13:59,28.0,4.2,12.8,23:03,4.3,975.2,0,967.0,24
2017-04-01,0200E,"BARCELONA, FABRA",BARCELONA,408,10.6,7.0,7.7,23:10,13.6,07:38,32.0,4.2,12.2,00:25,1.0,968.5,-2,965.3,-2
2017-04-02,0200E,"BARCELONA, FABRA",BARCELONA,408,11.7,2.5,6.8,05:44,16.6,12:07,28.0,5.8,15.3,18:17,10.0,970.8,-2,967.0,4
2017-04-03,0200E,"BARCELONA, FABRA",BARCELONA,408,14.0,0.0,7.8,06:05,20.2,12:50,32.0,4.7,12.2,07:12,10.9,972.8,-2,970.6,-2
2017-04-04,0200E,"BARCELONA, FABRA",BARCELONA,408,15.8,0.05,11.8,23:59,19.7,11:40,22.0,6.4,11.9,13:43,10.2,972.9,-2,971.0,-2
2017-04-05,0200E,"BARCELONA, FABRA",BARCELONA,408,13.3,4.1,9.3,19:50,17.3,14:27,2.0,3.3,11.7,19:11,3.3,971.8,10,969.4,16
2017-04-06,0200E,"BARCELONA, FABRA",BARCELONA,408,14.4,0.0,9.3,05:18,19.4,12:18,32.0,4.4,12.2,05:37,10.7,970.9,0,967.5,-2
2017-04-07,0200E,"BARCELONA, FABRA",BARCELONA,408,15.8,0.0,11.5,00:25,20.1,10:55,1.0,3.3,8.1,04:51,11.3,972.2,-2,970.4,5
2017-04-08,0200E,"BARCELONA, FABRA",BARCELONA,408,17.4,0.0,13.9,-2,20.8,12:54,20.0,4.2,7.8,14:40,11.6,973.9,23,971.9,5
2017-04-09,0200E,"BARCELONA, FABRA",BARCELONA,408,16.2,0.0,13.1,00:36,19.3,12:48,27.0,3.6,8.6,03:30,11.7,975.8,-2,973.5,4
2017-04-10,0200E,"BARCELONA, FABRA",BARCELONA,408,16.6,0.05,13.0,05:16,20.3,13:10,30.0,6.1,10.8,20:43,11.1,975.7,0,972.9,19
2017-04-11,0200E,"BARCELONA, FABRA",BARCELONA,408,17.9,0.0,12.6,23:59,23.2,10:52,31.0,2.2,8.6,04:16,10.3,973.2,0,970.8,16
2017-04-12,0200E,"BARCELONA, FABRA",BARCELONA,408,16.4,0.0,11.5,00:38,21.2,12:55,18.0,2.8,8.6,11:44,12.0,972.6,10,969.6,24
2017-04-13,0200E,"BARCELONA, FABRA",BARCELONA,408,17.3,0.0,13.3,19:17,21.3,11:19,2.0,2.8,7.2,05:27,12.4,969.6,0,966.7,16
2017-04-14,0200E,"BARCELONA, FABRA",BARCELONA,408,19.0,0.0,15.4,-2,22.7,13:25,19.0,2.5,8.1,14:34,12.2,969.3,23,966.6,4
2017-04-15,0200E,"BARCELONA, FABRA",BARCELONA,408,15.6,0.1,13.2,23:59,18.0,-2,3.0,3.1,11.7,19:13,8.9,971.4,24,968.6,4
2017-04-16,0200E,"BARCELONA, FABRA",BARCELONA,408,14.8,0.0,10.7,05:24,18.9,11:15,19.0,3.3,8.6,13:02,11.9,973.3,10,969.9,19
2017-04-17,0200E,"BARCELONA, FABRA",BARCELONA,408,15.2,0.0,11.6,-2,18.9,14:10,21.0,4.2,9.4,14:20,10.5,971.1,0,967.9,-2
2017-04-18,0200E,"BARCELONA, FABRA",BARCELONA,408,14.3,0.2,11.3,23:59,17.3,12:10,13.0,3.6,7.8,23:34,3.2,970.1,24,967.1,-2
2017-04-19,0200E,"BARCELONA, FABRA",BARCELONA,408,12.7,0.0,8.3,-2,17.1,13:59,12.0,3.6,8.9,00:36,3.5,973.9,24,969.8,-2
2017-04-20,0200E,"BARCELONA, FABRA",BARCELONA,408,12.2,0.0,7.3,-2,17.1,12:50,7.0,2.5,8.9,15:48,12.9,977.9,24,973.8,4
2017-04-21,0200E,"BARCELONA, FABRA",BARCELONA,408,12.2,0.0,8.2,-2,16.3,11:12,20.0,4.4,9.4,14:36,12.6,979.9,10,977.0,6
2017-04-22,0200E,"BARCELONA, FABRA",BARCELONA,408,12.6,0.0,8.7,02:13,16.6,11:51,21.0,6.4,10.8,13:05,12.5,978.9,0,970.6,24
2017-04-23,0200E,"BARCELONA, FABRA",BARCELONA,408,16.4,0.0,11.6,03:18,21.1,13:35,30.0,2.2,10.8,01:08,11.0,970.6,0,968.7,18
2017-04-24,0200E,"BARCELONA, FABRA",BARCELONA,408,16.1,0.0,12.0,-2,20.2,12:30,30.0,3.9,8.1,03:12,12.7,969.4,0,966.6,24
2017-04-25,0200E,"BARCELONA, FABRA",BARCELONA,408,14.7,0.6,11.4,03:55,18.0,13:01,22.0,5.0,11.9,15:32,10.2,966.6,0,958.2,22
2017-04-26,0200E,"BARCELONA, FABRA",BARCELONA,408,10.8,22.4,8.4,-2,13.3,00:00,5.0,3.6,11.4,05:06,0.0,963.3,-2,958.2,-2
2017-04-27,0200E,"BARCELONA, FABRA",BARCELONA,408,6.5,7.7,4.4,09:35,8.6,17:10,33.0,1.9,10.8,03:45,0.9,967.8,24,962.4,4
2017-04-28,0200E,"BARCELONA, FABRA",BARCELONA,408,9.8,0.0,5.5,01:55,14.2,14:27,20.0,3.3,8.6,14:59,12.5,969.3,22,967.3,16
2017-04-29,0200E,"BARCELONA, FABRA",BARCELONA,408,12.0,1.1,8.9,04:52,15.1,12:33,20.0,5.6,14.2,13:22,8.3,968.4,0,965.3,24
2017-04-30,0200E,"BARCELONA, FABRA",BARCELONA,408,12.5,2.4,10.3,00:04,14.7,12:20,21.0,7.5,13.6,09:42,1.5,965.3,0,960.1,-2
2017-05-01,0200E,"BARCELONA, FABRA",BARCELONA,408,12.2,0.0,7.8,-2,16.6,13:44,21.0,3.1,9.4,14:04,10.1,971.4,-2,962.8,0
2017-05-02,0200E,"BARCELONA, FABRA",BARCELONA,408,13.8,0.0,10.3,00:15,17.4,12:10,21.0,4.2,10.6,13:32,2.9,971.4,0,968.7,-2
2017-05-03,0200E,"BARCELONA, FABRA",BARCELONA,408,12.6,1.1,10.5,02:10,14.8,10:55,7.0,1.7,7.5,00:27,0.5,970.4,0,967.9,-2
2017-05-04,0200E,"BARCELONA, FABRA",BARCELONA,408,14.4,0.0,10.6,03:56,18.2,13:41,21.0,4.2,8.6,13:57,10.6,968.3,0,964.8,-2
2017-05-05,0200E,"BARCELONA, FABRA",BARCELONA,408,16.2,0.05,11.3,-2,21.2,12:02,6.0,6.1,12.2,17:25,8.2,966.3,10,962.1,23
2017-05-06,0200E,"BARCELONA, FABRA",BARCELONA,408,18.3,0.0,12.4,03:22,24.2,14:24,28.0,2.8,17.2,08:49,12.8,971.3,-2,961.1,4
2017-05-07,0200E,"BARCELONA, FABRA",BARCELONA,408,17.0,0.0,11.9,03:02,22.2,11:57,12.0,1.4,6.4,14:14,12.5,971.9,10,970.3,-2
2017-05-08,0200E,"BARCELONA, FABRA",BARCELONA,408,16.3,0.0,12.0,03:27,20.6,14:40,30.0,2.2,8.1,04:01,11.6,971.0,0,967.3,24
2017-05-09,0200E,"BARCELONA, FABRA",BARCELONA,408,16.0,0.05,12.3,04:35,19.7,13:14,17.0,1.9,5.8,14:36,11.7,967.3,0,960.4,24
2017-05-10,0200E,"BARCELONA, FABRA",BARCELONA,408,16.8,0.2,12.4,03:35,21.2,12:05,6.0,1.9,7.8,23:58,6.7,960.4,0,955.7,24
2017-05-11,0200E,"BARCELONA, FABRA",BARCELONA,408,15.0,15.1,11.4,08:30,18.5,16:39,22.0,5.0,12.5,12:59,8.6,955.9,24,952.8,9
2017-05-12,0200E,"BARCELONA, FABRA",BARCELONA,408,18.6,0.0,13.9,04:42,23.4,14:16,22.0,5.3,14.2,16:23,12.8,963.1,23,955.4,2
2017-05-13,0200E,"BARCELONA, FABRA",BARCELONA,408,19.4,0.0,14.1,04:41,24.6,14:23,21.0,4.4,12.2,15:58,13.1,971.0,24,962.9,0
2017-05-14,0200E,"BARCELONA, FABRA",BARCELONA,408,19.8,0.0,15.7,04:22,24.0,-2,7.0,1.9,7.2,07:10,12.5,977.4,24,971.0,0
2017-05-15,0200E,"BARCELONA, FABRA",BARCELONA,408,21.2,0.0,17.5,01:32,24.9,12:45,29.0,1.9,7.8,23:51,13.0,979.6,-2,977.3,-2
2017-05-16,0200E,"BARCELONA, FABRA",BARCELONA,408,22.2,0.0,18.0,20:10,26.3,10:41,30.0,2.2,9.4,01:35,12.1,977.9,-2,975.6,-2
2017-05-17,0200E,"BARCELONA, FABRA",BARCELONA,408,21.0,0.0,16.7,22:35,25.2,11:55,20.0,1.9,6.9,14:33,9.7,975.6,0,968.3,24
2017-05-18,0200E,"BARCELONA, FABRA",BARCELONA,408,17.4,0.9,10.7,23:59,24.2,13:10,32.0,3.9,12.5,21:26,7.9,968.3,0,964.6,-2
2017-05-19,0200E,"BARCELONA, FABRA",BARCELONA,408,13.8,0.0,8.8,-2,18.8,14:19,31.0,6.1,10.8,01:13,13.3,972.9,24,966.8,0
2017-05-20,0200E,"BARCELONA, FABRA",BARCELONA,408,15.8,0.0,10.9,04:01,20.8,14:17,7.0,2.5,8.9,00:16,13.2,975.6,-2,972.9,0
2017-05-21,0200E,"BARCELONA, FABRA",BARCELONA,408,17.0,0.0,13.0,-2,21.1,12:52,21.0,3.9,9.7,14:08,12.5,975.6,0,970.1,24
2017-05-22,0200E,"BARCELONA, FABRA",BARCELONA,408,18.8,0.0,14.6,01:46,22.9,13:05,20.0,3.1,10.0,11:26,12.2,970.7,24,968.7,-2
2017-05-23,0200E,"BARCELONA, FABRA",BARCELONA,408,19.5,0.0,14.2,00:57,24.8,12:20,20.0,2.5,8.9,14:09,13.1,972.6,21,970.2,2
2017-05-24,0200E,"BARCELONA, FABRA",BARCELONA,408,24.1,0.0,20.5,04:01,27.7,09:50,22.0,5.3,9.7,13:01,13.2,972.6,-2,970.0,24
2017-05-25,0200E,"BARCELONA, FABRA",BARCELONA,408,25.1,0.0,20.5,04:00,29.7,10:38,29.0,4.4,10.3,03:24,13.4,970.0,0,966.4,-2
2017-05-26,0200E,"BARCELONA, FABRA",BARCELONA,408,20.2,0.0,15.6,-2,24.8,11:31,7.0,2.2,6.4,22:18,12.9,968.7,24,967.3,-2
2017-05-27,0200E,"BARCELONA, FABRA",BARCELONA,408,20.4,0.0,15.4,03:02,25.3,-2,6.0,1.9,8.6,03:48,11.1,972.0,24,968.7,0
2017-05-28,0200E,"BARCELONA, FABRA",BARCELONA,408,22.2,0.0,17.0,03:02,27.3,13:50,14.0,1.1,4.7,14:45,13.3,972.4,10,971.1,-2
2017-05-29,0200E,"BARCELONA, FABRA",BARCELONA,408,22.6,2.4,17.7,00:00,27.5,13:50,16.0,1.4,6.4,10:34,9.1,971.1,0,967.6,19
2017-05-30,0200E,"BARCELONA, FABRA",BARCELONA,408,17.6,0.7,14.0,06:57,21.2,16:20,4.0,3.1,10.8,07:47,2.2,970.5,-2,967.0,2
2017-05-31,0200E,"BARCELONA, FABRA",BARCELONA,408,21.2,0.0,15.9,00:14,26.4,14:07,16.0,1.9,6.4,14:29,13.0,972.2,22,970.3,3
2017-06-01,0200E,"BARCELONA, FABRA",BARCELONA,408,21.3,0.0,17.5,01:21,25.1,15:22,18.0,1.9,7.8,13:13,12.3,972.8,11,970.9,24
2017-06-02,0200E,"BARCELONA, FABRA",BARCELONA,408,21.2,0.0,17.7,00:44,24.7,13:41,21.0,1.7,10.0,15:37,11.8,971.0,7,969.3,24
