"period","site","variable","mean(2013-2019).vs.mean(2020)","std(2013-2019).vs.std(2020)"
"lckdwn","es1358a","no2",-54.5381274437683,14.8635718065692
"fases","es1358a","no2",-36.5196751761365,13.4446102127487
"normalidad","es1358a","no2",-21.115293514385,22.4873117799733
"new.lockdown","es1358a","no2",-19.6975246862664,9.26310049663376
"pre.lckdwn","es1358a","o3",-18.5163681452638,30.7993912808729
"lckdwn","es1358a","o3",-0.998671513271983,14.3258606620589
"fases","es1358a","o3",-9.15278930518737,9.09735153128719
"normalidad","es1358a","o3",-6.55710689041267,12.1371432145608
"new.lockdown","es1358a","o3",13.1992698321761,38.7151223121161
"pre.lckdwn","es1358a","pm10",47.0496748708104,62.8353929416998
"lckdwn","es1358a","pm10",-11.3772940808872,30.2116256080969
"fases","es1358a","pm10",-3.46224586836652,18.5445025401515
"normalidad","es1358a","pm10",-5.98180896871233,26.3821910028396
"new.lockdown","es1358a","pm10",-7.10072674064702,36.5396372238612
"pre.lckdwn","es1393a","no",7.63071500474187,48.6567354877498
"lckdwn","es1393a","no",-58.4423717284724,3.35438377054431
"fases","es1393a","no",-29.4627210410111,11.3033730427879
"normalidad","es1393a","no",-26.9883309474078,19.5839930246247
"new.lockdown","es1393a","no",-40.0990966910948,20.3901462492401
"pre.lckdwn","es1393a","no2",-2.62850382644742,15.3794065500002
"lckdwn","es1393a","no2",-62.7519896045837,7.94248612899054
"fases","es1393a","no2",-29.7794271483555,16.4164900042819
"normalidad","es1393a","no2",-20.3624124649429,16.5012305530238
"new.lockdown","es1393a","no2",-9.52707064843175,12.4739752771168
"pre.lckdwn","es1393a","o3",-17.4371871825497,18.7173239188828
"lckdwn","es1393a","o3",12.7703828726427,4.37555586504747
"fases","es1393a","o3",1.93598353192476,10.6837072732261
"normalidad","es1393a","o3",4.74538277257836,6.94782218968073
"new.lockdown","es1393a","o3",6.6303127012939,16.0746535223922
"pre.lckdwn","es1426a","no",-3.3641675402157,38.4263015257456
"lckdwn","es1426a","no",-76.3802998712928,3.34593104823649
"fases","es1426a","no",-63.9843941103022,6.00165661596003
"normalidad","es1426a","no",-55.2847261939992,19.3833293101045
"new.lockdown","es1426a","no",-59.1069764289983,17.259583586908
"pre.lckdwn","es1426a","no2",5.56594074839526,23.2691517857746
"lckdwn","es1426a","no2",-51.9671817845511,9.38093054419659
"fases","es1426a","no2",-44.1043086232929,15.4646331849622
"normalidad","es1426a","no2",-24.4748903223288,18.2638717871995
"new.lockdown","es1426a","no2",-26.9864654845038,13.2844071391585
"pre.lckdwn","es1426a","pm10",36.6502227435064,49.628854555183
"lckdwn","es1426a","pm10",-37.238813130527,22.7676698140106
"fases","es1426a","pm10",-27.2899724899679,19.5312357843258
"normalidad","es1426a","pm10",-21.3351471905547,19.8703599301814
"new.lockdown","es1426a","pm10",-1.77153919854324,30.8806116011773
"pre.lckdwn","es1438a","no",-8.09023437298883,53.1847902532962
"lckdwn","es1438a","no",-82.65977736784,6.09504061379323
"fases","es1438a","no",-67.6964781317921,16.6901696189165
"normalidad","es1438a","no",-45.1717306536211,15.9979095017984
"new.lockdown","es1438a","no",-50.1860644845252,32.6027109230259
"pre.lckdwn","es1438a","no2",-11.6095758387637,18.8968927093512
"lckdwn","es1438a","no2",-64.3024849005372,9.2308257816832
"fases","es1438a","no2",-54.9794556732249,13.5834502280998
"normalidad","es1438a","no2",-31.7914341204885,11.7032568539642
"new.lockdown","es1438a","no2",-31.0837031212035,18.5646075719735
"pre.lckdwn","es1438a","o3",-7.38279046509185,15.1564490077467
"lckdwn","es1438a","o3",20.1495376368541,-3.18698496670201
"fases","es1438a","o3",6.40722917711788,4.6704075599716
"normalidad","es1438a","o3",0.126739375255717,-2.71200065305037
"new.lockdown","es1438a","o3",20.7962401174243,16.4796203098377
"pre.lckdwn","es1479a","no",-33.3150666397314,31.8163317943918
"lckdwn","es1479a","no",-64.13434854212,9.39688256222429
"fases","es1479a","no",-52.7592254311942,15.1990447195211
"normalidad","es1479a","no",-12.5992269774793,28.9452073202951
"new.lockdown","es1479a","no",-30.2887953351038,36.533425316458
"pre.lckdwn","es1479a","no2",-27.0724300840174,25.5283297200702
"lckdwn","es1479a","no2",-73.8520590811326,10.5306999795744
"fases","es1479a","no2",-66.3549833530823,17.3456214657476
"normalidad","es1479a","no2",-21.5105107098451,23.8379031306157
"new.lockdown","es1479a","no2",-27.4000264013734,31.895201070556
"pre.lckdwn","es1479a","o3",-10.0172884093607,26.1723309782647
"lckdwn","es1479a","o3",7.40279317385184,6.33421557836181
"fases","es1479a","o3",-15.1743318923354,7.36369833806793
"normalidad","es1479a","o3",-2.69952631656188,9.12282524011423
"new.lockdown","es1479a","o3",7.03909508966025,13.6842875106266
"pre.lckdwn","es1480a","no",-23.9526616871822,40.009509348536
"lckdwn","es1480a","no",-78.5975680159258,3.92430793288115
"fases","es1480a","no",-67.3046140355836,14.7588527671361
"normalidad","es1480a","no",-48.4084542754257,15.9338850849164
"new.lockdown","es1480a","no",-57.8123702581197,27.5368725826699
"pre.lckdwn","es1480a","no2",-16.1820208891709,18.2140071181712
"lckdwn","es1480a","no2",-60.4593837785141,8.80533523931376
"fases","es1480a","no2",-54.9927778521903,13.4282513279562
"normalidad","es1480a","no2",-34.4693822405789,16.2308436695038
"new.lockdown","es1480a","no2",-32.3589383088211,21.0869365149851
"pre.lckdwn","es1480a","o3",4.50495796945818,5.65716243811367
"lckdwn","es1480a","o3",22.7346623909487,-1.84555449602496
"fases","es1480a","o3",14.7470865173374,2.8031793958892
"normalidad","es1480a","o3",-3.71119408331889,-1.49722060387396
"new.lockdown","es1480a","o3",22.3565777571603,10.9374284135969
"pre.lckdwn","es1492a","no",-8.53900693104024,60.8573899747689
"lckdwn","es1492a","no",-76.8028619931444,28.2875989522628
"fases","es1492a","no",-80.5326638262984,13.2114310610451
"normalidad","es1492a","no",-42.7633880480882,17.2598923696521
"new.lockdown","es1492a","no",-44.2618261992766,41.6620286861692
"pre.lckdwn","es1492a","no2",-21.8859143608483,23.9038664495715
"lckdwn","es1492a","no2",-64.0744231946514,16.9738385800595
"fases","es1492a","no2",-64.4224483518032,13.0757527523897
"normalidad","es1492a","no2",-28.8143081880422,16.2433932755648
"new.lockdown","es1492a","no2",-28.0433976457759,21.2844779973342
"pre.lckdwn","es1492a","pm10",22.7513870113299,48.6759399777287
"lckdwn","es1492a","pm10",11.0843075132978,25.3520678934939
"fases","es1492a","pm10",-14.8674365988575,28.020176031669
"normalidad","es1492a","pm10",-18.2649767570335,25.9894872214599
"new.lockdown","es1492a","pm10",-22.3890713713713,37.6700750057929
"pre.lckdwn","es1492a","pm2.5",20.2394286136885,31.2839231452948
"lckdwn","es1492a","pm2.5",1.83414759672994,18.5469187635629
"fases","es1492a","pm2.5",-6.88337863925229,24.3322339149248
"normalidad","es1492a","pm2.5",-21.4455285221299,18.9882120207038
"new.lockdown","es1492a","pm2.5",-21.9900830783396,33.7821533941706
"pre.lckdwn","es1494a","no",-33.7078665769344,27.4359103355199
"lckdwn","es1494a","no",-70.6362659093867,20.3479607990559
"fases","es1494a","no",-68.1227684424464,8.77852819935648
"normalidad","es1494a","no",-50.3913011528564,13.7691181512782
"new.lockdown","es1494a","no",-46.636849254657,23.833766880717
"pre.lckdwn","es1494a","no2",-17.4521761722432,13.5037653412014
"lckdwn","es1494a","no2",-52.0624603117577,11.4683480898668
"fases","es1494a","no2",-43.0481014587915,11.1416985668151
"normalidad","es1494a","no2",-24.8573781729892,16.186564103342
"new.lockdown","es1494a","no2",-21.5874177462864,16.6241735148144
"pre.lckdwn","es1494a","pm10",26.7226168418463,42.6724721821757
"lckdwn","es1494a","pm10",-4.24285066311653,18.6605662702196
"fases","es1494a","pm10",-4.20954168237293,15.962924138013
"normalidad","es1494a","pm10",-9.95023445014416,20.0700604390493
"new.lockdown","es1494a","pm10",-9.27486835031237,30.1488130018984
"pre.lckdwn","es1494a","pm2.5",0.410482291376011,20.912228855515
"lckdwn","es1494a","pm2.5",0.330131381946594,11.2414100386951
"fases","es1494a","pm2.5",-5.50685126536654,32.4281030009056
"normalidad","es1494a","pm2.5",-23.8908012098523,22.4930781264387
"new.lockdown","es1494a","pm2.5",-24.4573792227735,22.2500469211136
"pre.lckdwn","es1502a","no",2.85405873322179,61.3489645242453
"lckdwn","es1502a","no",-54.7427567996879,22.349914679886
"fases","es1502a","no",-50.8242325000132,17.6623485831418
"normalidad","es1502a","no",-41.9272766026316,19.8814433050398
"new.lockdown","es1502a","no",-41.4881266413278,50.6578499139695
"pre.lckdwn","es1502a","no2",-12.3716067834949,26.3212381535621
"lckdwn","es1502a","no2",-46.1667736883821,13.1491672043754
"fases","es1502a","no2",-43.9142484694441,14.2339724832677
"normalidad","es1502a","no2",-28.9213732322494,14.4593057045157
"new.lockdown","es1502a","no2",-26.7180619175867,25.9258581857811
"pre.lckdwn","es1502a","pm10",35.2829319962841,53.6530698403737
"lckdwn","es1502a","pm10",-18.3597167903231,18.8872029525871
"fases","es1502a","pm10",-17.833997286023,18.4642610858954
"normalidad","es1502a","pm10",-24.3084942099022,22.6405645692547
"new.lockdown","es1502a","pm10",-25.4657399967551,29.5347219361076
"pre.lckdwn","es1521a","no",-14.5471618515037,46.1426351421435
"lckdwn","es1521a","no",-84.7377946538119,3.95132910410785
"fases","es1521a","no",-76.8404097867981,1.45522799899155
"normalidad","es1521a","no",-57.2635343771978,18.3241813704477
"new.lockdown","es1521a","no",-69.3012107528616,16.9423390339353
"pre.lckdwn","es1521a","no2",-4.90969873457369,24.7264224539365
"lckdwn","es1521a","no2",-59.6836777651204,9.55716273358894
"fases","es1521a","no2",-53.0055726902103,15.9827994272792
"normalidad","es1521a","no2",-30.4944040594634,16.2634067039726
"new.lockdown","es1521a","no2",-40.4598885195481,12.0631679642851
"pre.lckdwn","es1521a","o3",-22.7665374467067,27.2106111392661
"lckdwn","es1521a","o3",1.62392812019282,5.11873468224646
"fases","es1521a","o3",-3.60691802381364,4.35245385380861
"normalidad","es1521a","o3",0.891161247600949,1.70201585710826
"new.lockdown","es1521a","o3",7.01348790004302,33.134580536419
"pre.lckdwn","es1525a","no",-11.3946974229011,50.3712361326848
"lckdwn","es1525a","no",-83.9288372538036,4.94229260857182
"fases","es1525a","no",-73.7100580634068,5.85525000063368
"normalidad","es1525a","no",-51.7357714120663,15.0705786063823
"new.lockdown","es1525a","no",-57.5600427036903,21.2433261913694
"pre.lckdwn","es1525a","no2",-3.8615222300784,28.3900487642255
"lckdwn","es1525a","no2",-59.9893341977455,9.76502034376828
"fases","es1525a","no2",-57.9291766950655,11.8452997005717
"normalidad","es1525a","no2",-32.271808853293,14.2746597423178
"new.lockdown","es1525a","no2",-23.5839090076265,18.9085681416439
"pre.lckdwn","es1525a","pm10",27.278087629995,53.0302647873905
"lckdwn","es1525a","pm10",-25.7665998250738,25.9981880061308
"fases","es1525a","pm10",-17.4058736023685,18.2228257407813
"normalidad","es1525a","pm10",-14.4207760926109,26.5218830465368
"new.lockdown","es1525a","pm10",-13.663881569937,32.4360706159094
"pre.lckdwn","es1525a","pm2.5",35.0910697083937,58.3919785928183
"lckdwn","es1525a","pm2.5",-20.3106859549079,16.112031011652
"fases","es1525a","pm2.5",-21.7105317299756,19.4876428803346
"normalidad","es1525a","pm2.5",-18.1459629868798,22.3261522574997
"new.lockdown","es1525a","pm2.5",-24.4167348083713,22.7191644968612
"pre.lckdwn","es1560a","no",15.4772866767005,16.0799219297726
"lckdwn","es1560a","no",-58.1836113020066,20.5022540654872
"fases","es1560a","no",-40.5779707459693,11.4144885724413
"normalidad","es1560a","no",-19.1695031011662,11.0294572924257
"new.lockdown","es1560a","no",-44.3276633228172,15.3977731658148
"pre.lckdwn","es1560a","no2",8.49699295322581,22.3532042548324
"lckdwn","es1560a","no2",-59.0157736402688,7.56087233382033
"fases","es1560a","no2",-38.963697426173,16.0566060053403
"normalidad","es1560a","no2",-15.5343136633345,11.0938544115135
"new.lockdown","es1560a","no2",-28.3901506090174,9.8787276117873
"pre.lckdwn","es1563a","no",-2.79770248982698,32.3852188948086
"lckdwn","es1563a","no",-72.8132255285451,14.5164884875295
"fases","es1563a","no",-57.4587760881118,11.1394112604211
"normalidad","es1563a","no",-37.0683536576005,24.4854211757712
"new.lockdown","es1563a","no",-58.4024306701136,20.128334500495
"pre.lckdwn","es1563a","no2",-3.96003264543156,18.6326826322943
"lckdwn","es1563a","no2",-50.9797622654191,11.3313428527314
"fases","es1563a","no2",-41.4216485556585,18.6092284207302
"normalidad","es1563a","no2",-19.4124808149013,16.6075446081834
"new.lockdown","es1563a","no2",-34.4388234975279,11.4274909220709
"pre.lckdwn","es1563a","o3",-24.4107230068801,26.5046261216567
"lckdwn","es1563a","o3",0.965863622027487,7.4736213893956
"fases","es1563a","o3",-0.484752169683392,6.34646022112388
"normalidad","es1563a","o3",2.20095059300392,-1.00872077370319
"new.lockdown","es1563a","o3",0.873313475640801,31.6980528873193
"pre.lckdwn","es1563a","pm10",40.5034535182123,45.4207828744166
"lckdwn","es1563a","pm10",-25.38577074435,24.6947348813037
"fases","es1563a","pm10",-19.6660896141272,20.7289017259886
"normalidad","es1563a","pm10",-13.6634041919816,23.5693708935733
"new.lockdown","es1563a","pm10",-7.92747701788529,32.2794749328697
"pre.lckdwn","es1564a","no",2.19583754638267,57.4254324315003
"lckdwn","es1564a","no",-73.938363018623,4.57376620926789
"fases","es1564a","no",-56.2055776011809,2.44655635096485
"normalidad","es1564a","no",-33.1347489885836,10.9482543549716
"new.lockdown","es1564a","no",-60.3039700901369,21.9180841121893
"pre.lckdwn","es1564a","no2",-3.33718275714108,28.0650420412248
"lckdwn","es1564a","no2",-55.309669692707,4.63957127722685
"fases","es1564a","no2",-45.2906208906382,12.3842456423794
"normalidad","es1564a","no2",-22.809905344413,15.6268251701436
"new.lockdown","es1564a","no2",-35.4173778933088,16.2973174301574
"pre.lckdwn","es1564a","o3",-21.1724709325353,29.1343136570147
"lckdwn","es1564a","o3",0.924363639576674,4.59958616081278
"fases","es1564a","o3",-2.53330005835525,5.44762547254623
"normalidad","es1564a","o3",1.63237976490031,-0.776765572776072
"new.lockdown","es1564a","o3",15.7682770778949,37.5998449069607
"pre.lckdwn","es1564a","pm10",45.4647855915424,32.9949515379778
"lckdwn","es1564a","pm10",-18.2714000135765,26.8169577108283
"fases","es1564a","pm10",-12.1937381892576,22.6942219744444
"normalidad","es1564a","pm10",-14.5334363146359,26.2740257505051
"new.lockdown","es1564a","pm10",-16.0668050035917,34.2370750503939
"pre.lckdwn","es1567a","no",14.2412529064589,54.2046336550874
"lckdwn","es1567a","no",-74.8622695069721,9.67824805711455
"fases","es1567a","no",-54.4375167980491,17.3995442603845
"normalidad","es1567a","no",-38.5371631124124,15.1516899012366
"new.lockdown","es1567a","no",-47.1651252032782,26.8022988587116
"pre.lckdwn","es1567a","no2",4.90343697945695,27.6691705591101
"lckdwn","es1567a","no2",-52.9759678418197,11.2495353989157
"fases","es1567a","no2",-43.2036217288669,19.029141378296
"normalidad","es1567a","no2",-18.5506583939838,17.7014087592029
"new.lockdown","es1567a","no2",-28.1881611602745,18.4836561080276
"pre.lckdwn","es1567a","o3",-32.166731331004,31.0061384837916
"lckdwn","es1567a","o3",-2.36985078445223,7.22766527143652
"fases","es1567a","o3",-3.55885741065796,6.14817361456373
"normalidad","es1567a","o3",1.01676953160673,-1.91132841645477
"new.lockdown","es1567a","o3",8.15313792168384,44.0847163530432
"pre.lckdwn","es1567a","pm10",50.4288670698075,42.0553065703514
"lckdwn","es1567a","pm10",-26.2534755820808,19.3002707594982
"fases","es1567a","pm10",-21.3365551764131,21.5159913624657
"normalidad","es1567a","pm10",-12.6994207520141,28.3417841089414
"new.lockdown","es1567a","pm10",-17.7425344811164,31.4584895857847
"pre.lckdwn","es1573a","no",-21.693435088978,40.1645784717393
"lckdwn","es1573a","no",-72.3708662013079,10.0304127547553
"fases","es1573a","no",-47.2830140124571,32.6522184373607
"normalidad","es1573a","no",-27.3200828801969,15.4202850581405
"new.lockdown","es1573a","no",-21.5889495381114,38.4515599759357
"pre.lckdwn","es1573a","no2",-3.92824979083345,25.4422508453894
"lckdwn","es1573a","no2",-63.7263948219424,22.8877909145356
"fases","es1573a","no2",-51.3893773040899,17.2391407947568
"normalidad","es1573a","no2",-23.9872880563421,23.3633327452556
"new.lockdown","es1573a","no2",-25.6954117547531,24.8410592910255
"pre.lckdwn","es1573a","o3",6.64006200874719,10.6275402831307
"lckdwn","es1573a","o3",16.2244404123229,13.38586030375
"fases","es1573a","o3",4.93287342360776,15.9205508368417
"normalidad","es1573a","o3",6.17863932769094,14.5879804290096
"new.lockdown","es1573a","o3",16.0428490894321,17.9508296211404
"pre.lckdwn","es1573a","pm10",109.032636931107,400.207392731094
"lckdwn","es1573a","pm10",-7.37380658301047,33.2244348828664
"fases","es1573a","pm10",13.9390588271668,33.5930130156808
"normalidad","es1573a","pm10",12.1543032203798,15.9413805034834
"new.lockdown","es1573a","pm10",-5.19296144579834,48.4189594111672
"pre.lckdwn","es1573a","pm2.5",152.723688948408,404.947429055502
"lckdwn","es1573a","pm2.5",53.5543649012349,247.632167564931
"fases","es1573a","pm2.5",465.676108913447,1488.64182510833
"normalidad","es1573a","pm2.5",174.376361602491,1113.91384427252
"new.lockdown","es1573a","pm2.5",22.5338249675226,143.411162901919
"pre.lckdwn","es1580a","no",13.6231994530283,49.7760901632528
"lckdwn","es1580a","no",-59.0987940461054,9.85818314714
"fases","es1580a","no",-53.3031414944726,20.4662835814238
"normalidad","es1580a","no",-44.7843646186506,12.0915678894199
"new.lockdown","es1580a","no",-64.2949533967051,20.3360122275855
"pre.lckdwn","es1580a","no2",3.25350805592314,11.8836019806828
"lckdwn","es1580a","no2",-48.4162617336471,19.5478727626293
"fases","es1580a","no2",-40.148276009586,15.454167352387
"normalidad","es1580a","no2",-50.362529234155,10.0029349560245
"new.lockdown","es1580a","no2",-66.8385341464508,8.97677277997747
"pre.lckdwn","es1580a","pm10",52.0716019175759,42.5666892906487
"lckdwn","es1580a","pm10",-2.69387556637219,25.570028969533
"fases","es1580a","pm10",11.4256008750443,18.2308499919951
"normalidad","es1580a","pm10",4.28260851324769,20.0752867020837
"new.lockdown","es1580a","pm10",-10.820337750041,35.5969974264197
"pre.lckdwn","es1610a","no",2.82628213149541,27.1004737939188
"lckdwn","es1610a","no",-74.2857916652815,3.14938969958751
"fases","es1610a","no",-50.6330086378765,13.1009742829175
"normalidad","es1610a","no",-28.2886987938689,20.8943062949193
"new.lockdown","es1610a","no",-47.3054561682674,16.6536584636516
"pre.lckdwn","es1610a","no2",-6.89008138425469,15.0270173622475
"lckdwn","es1610a","no2",-69.3889468744703,5.76241496065521
"fases","es1610a","no2",-57.3206861117181,11.1132498758162
"normalidad","es1610a","no2",-32.365126916475,14.3219062562425
"new.lockdown","es1610a","no2",-30.1988411587982,18.3151325081103
"pre.lckdwn","es1610a","o3",-4.1798359920899,23.1144576165577
"lckdwn","es1610a","o3",32.0927731698635,2.87481151859209
"fases","es1610a","o3",17.8719707928082,8.86670764628088
"normalidad","es1610a","o3",16.9056096722077,6.08821667118457
"new.lockdown","es1610a","o3",39.96984208337,15.5617890195502
"pre.lckdwn","es1610a","pm10",9.81485265843097,-50.2781828402637
"lckdwn","es1610a","pm10",0.505725588456078,16.5629824894405
"fases","es1610a","pm10",6.24819583224657,14.6473747604442
"normalidad","es1610a","pm10",-1.5152443825429,42.703144962388
"new.lockdown","es1610a","pm10",0.95374077339998,26.5211683153616
"pre.lckdwn","es1618a","no",-12.9495933162708,49.352880877336
"lckdwn","es1618a","no",-61.756418462115,7.47565012829299
"fases","es1618a","no",-56.2402391664432,5.37528554070402
"normalidad","es1618a","no",-26.4026430345753,35.7331989951576
"new.lockdown","es1618a","no",-40.9671001054804,27.347116653552
"pre.lckdwn","es1618a","no2",-9.82458051411761,26.2415689255176
"lckdwn","es1618a","no2",-59.4967410377086,18.9754881349765
"fases","es1618a","no2",-62.1129714488329,14.346028002601
"normalidad","es1618a","no2",-30.4854051342334,27.352867569791
"new.lockdown","es1618a","no2",-25.5478121038474,24.2339503912331
"pre.lckdwn","es1618a","pm10",-10.4545221092978,53.7121506035266
"lckdwn","es1618a","pm10",-24.1639372037131,43.6409957332361
"fases","es1618a","pm10",-17.684402069434,24.4350657611843
"normalidad","es1618a","pm10",-19.3792187124175,27.3849711388637
"new.lockdown","es1618a","pm10",-49.1095593856419,41.6381974390545
"pre.lckdwn","es1625a","no",-3.1032674441492,101.410475331092
"lckdwn","es1625a","no",-73.0702638074616,7.99501794311488
"fases","es1625a","no",-61.6423400397189,9.0845837267004
"normalidad","es1625a","no",-14.5503174643558,47.1217422336593
"new.lockdown","es1625a","no",-21.0423938508392,53.9002510742067
"pre.lckdwn","es1625a","no2",2.48392378113708,30.4768009125018
"lckdwn","es1625a","no2",-67.8322944592354,10.4471109050825
"fases","es1625a","no2",-56.5318196238987,13.1903442946727
"normalidad","es1625a","no2",17.4209539626723,43.2908272134521
"new.lockdown","es1625a","no2",-11.9559451286532,33.8414815716785
"pre.lckdwn","es1625a","o3",-8.38182272279714,15.3016407634275
"lckdwn","es1625a","o3",-9.28294373376371,8.97040439516739
"fases","es1625a","o3",-18.0258324726716,7.54653131884645
"normalidad","es1625a","o3",4.31364927942007,3.27360742556444
"new.lockdown","es1625a","o3",9.83148302260749,19.3156855856327
"pre.lckdwn","es1631a","no",-2.56575552491178,48.0022914245576
"lckdwn","es1631a","no",-59.9665581047314,10.6303166913918
"fases","es1631a","no",-60.8327150526052,9.91019684192046
"normalidad","es1631a","no",-33.709384497886,11.0644941739249
"new.lockdown","es1631a","no",-43.8380923973019,26.7713523422855
"pre.lckdwn","es1631a","no2",-17.6643290021792,24.0963946990206
"lckdwn","es1631a","no2",-49.6270813227443,11.462194372211
"fases","es1631a","no2",-53.8018258801513,13.2123085234846
"normalidad","es1631a","no2",-22.9964949535273,21.9789222089527
"new.lockdown","es1631a","no2",-19.8383644025506,23.2227800506246
"pre.lckdwn","es1631a","pm10",39.3835439746334,22.8735891233191
"lckdwn","es1631a","pm10",3.88306650975698,37.9138639800461
"fases","es1631a","pm10",4.51215557815155,24.9270426405543
"normalidad","es1631a","pm10",-12.2494785001805,29.8599791185366
"new.lockdown","es1631a","pm10",-19.8915724562987,43.6811788361546
"pre.lckdwn","es1631a","pm2.5",10.8949428035713,36.4613268573512
"lckdwn","es1631a","pm2.5",1.28772372753822,11.444473034588
"fases","es1631a","pm2.5",12.4711192314952,16.9992242560914
"normalidad","es1631a","pm2.5",-4.84193077755231,16.7246272552544
"new.lockdown","es1631a","pm2.5",-32.107901149118,18.0714794050796
"pre.lckdwn","es1632a","no",-4.726964396944,61.2774974699507
"lckdwn","es1632a","no",23.1857299042677,-5.90147597269579
"fases","es1632a","no",4.16620663519436,18.4627567601858
"normalidad","es1632a","no",-30.8876666459635,-18.8985347511176
"new.lockdown","es1632a","no",-41.6279312105571,52.1149590308897
"pre.lckdwn","es1632a","no2",-10.1596636801843,26.0017354788436
"lckdwn","es1632a","no2",-40.0228259063661,18.2931039650097
"fases","es1632a","no2",-55.6123480972387,19.0224993318568
"normalidad","es1632a","no2",-53.6174254284518,14.7033916494577
"new.lockdown","es1632a","no2",-8.46363071733808,44.1114828741573
"pre.lckdwn","es1632a","o3",-16.049707898033,22.6136650959565
"lckdwn","es1632a","o3",-7.58947289674236,9.77146057577546
"fases","es1632a","o3",-3.80560985868161,9.82593440414141
"normalidad","es1632a","o3",-3.10772713695371,0.515216628411669
"new.lockdown","es1632a","o3",17.3376639192689,23.2218720527005
"pre.lckdwn","es1632a","pm10",40.2420744823765,30.0835488165935
"lckdwn","es1632a","pm10",0.712526272459749,36.6184540957685
"fases","es1632a","pm10",34.0357133990779,28.312640733426
"normalidad","es1632a","pm10",63.6449413579447,48.9501521413909
"new.lockdown","es1632a","pm10",-31.6899694109112,32.325729596006
"pre.lckdwn","es1632a","pm2.5",16.2756449014333,17.3528153732186
"lckdwn","es1632a","pm2.5",9.03808085238788,2.44974262914852
"fases","es1632a","pm2.5",NA,NA
"normalidad","es1632a","pm2.5",-0.872771829572225,31.1914634057418
"new.lockdown","es1632a","pm2.5",-81.8872170982869,8.57855956855541
"pre.lckdwn","es1635a","no",-5.98968812379365,51.6324216897652
"lckdwn","es1635a","no",-67.1980034857897,-2.99042095237678
"fases","es1635a","no",-52.5984371827119,-2.34625333351107
"normalidad","es1635a","no",-41.8817849614193,17.6052979586291
"new.lockdown","es1635a","no",-60.8289393176672,20.7633863973274
"pre.lckdwn","es1635a","no2",9.46184597422579,18.4411843214259
"lckdwn","es1635a","no2",-67.7469563785304,6.81641397449073
"fases","es1635a","no2",-47.9211812487111,11.7539209575147
"normalidad","es1635a","no2",-24.0309431779145,14.3232748355547
"new.lockdown","es1635a","no2",-39.2077788445092,17.6159325460186
"pre.lckdwn","es1635a","o3",-7.45757765670217,13.3666019389843
"lckdwn","es1635a","o3",8.49145583525977,7.36562957856821
"fases","es1635a","o3",-0.0379560535738406,11.3861046719323
"normalidad","es1635a","o3",-9.63917844460673,9.52759845757238
"new.lockdown","es1635a","o3",18.9080822701368,10.8664394877921
"pre.lckdwn","es1673a","no",-6.1608211801527,87.7304029959588
"lckdwn","es1673a","no",-54.9219751919008,14.2398084608173
"fases","es1673a","no",-40.897674627349,-0.524957182052274
"normalidad","es1673a","no",-41.5124325943841,7.7289962112908
"new.lockdown","es1673a","no",-44.256432359087,50.1106884973372
"pre.lckdwn","es1673a","no2",-23.0360835206275,24.2345327795553
"lckdwn","es1673a","no2",-64.5295976385366,11.2192123375323
"fases","es1673a","no2",-49.8582992879834,13.0844458067638
"normalidad","es1673a","no2",-36.6144630374848,14.9646606072152
"new.lockdown","es1673a","no2",-35.73533563296,25.0030958385164
"pre.lckdwn","es1673a","pm10",31.7992951124944,44.9086326014991
"lckdwn","es1673a","pm10",-20.6148874786413,5.6088844652041
"fases","es1673a","pm10",-10.3329462190364,11.6041031302158
"normalidad","es1673a","pm10",-20.2462845162026,17.0556582967562
"new.lockdown","es1673a","pm10",-3.37235298175136,23.0405089109942
"pre.lckdwn","es1673a","pm2.5",35.5253370487655,16.8987826133961
"lckdwn","es1673a","pm2.5",16.458051751725,11.4438618094836
"fases","es1673a","pm2.5",1.53712862680365,19.7274131675655
"normalidad","es1673a","pm2.5",-14.3596865008964,16.4361114443482
"new.lockdown","es1673a","pm2.5",-11.0374215670449,17.8742027595388
"pre.lckdwn","es1697a","no",-17.0997287497037,46.5695913989305
"lckdwn","es1697a","no",-78.9189966302229,21.6761065194033
"fases","es1697a","no",-61.8430079394011,23.4807432216477
"normalidad","es1697a","no",-30.4519449923587,22.1594882711367
"new.lockdown","es1697a","no",-38.9861375777899,41.2428034340417
"pre.lckdwn","es1697a","no2",-15.910677560176,21.9849054091595
"lckdwn","es1697a","no2",-60.9710627919739,13.7539492096622
"fases","es1697a","no2",-44.2560225784319,14.1979553445773
"normalidad","es1697a","no2",-18.6961499687998,21.0204026439157
"new.lockdown","es1697a","no2",-22.1671490903166,28.2344631261521
"pre.lckdwn","es1697a","o3",-5.06656333559683,19.508724092507
"lckdwn","es1697a","o3",-0.136925788592272,15.5038505755997
"fases","es1697a","o3",0.5440464250981,14.3174497424842
"normalidad","es1697a","o3",8.54131250208752,13.0115073794674
"new.lockdown","es1697a","o3",15.5552791305224,14.7796995525452
"pre.lckdwn","es1697a","pm10",39.9807589045604,37.7122375541065
"lckdwn","es1697a","pm10",-11.8203725134716,20.7564060555301
"fases","es1697a","pm10",-5.94008889697358,23.6813421133311
"normalidad","es1697a","pm10",-3.63850527668079,30.010230726704
"new.lockdown","es1697a","pm10",-5.77286990768276,47.8706087537375
